genus,species,num_orders,num_fam,num_spp
Encarsia,cybele,0,0,0
Encarsia,dalbulae,1,1,1
Encarsia,davidi,1,1,9
Encarsia,desantisi,1,1,2
Encarsia,despecta,1,1,1
Encarsia,dewa,0,0,0
Encarsia,dialeurodis,1,1,2
Encarsia,dialeuroporae,1,1,1
Encarsia,diaspidicola,2,2,7
Encarsia,dichroa,1,1,3
Encarsia,dimai,1,1,2
Encarsia,dispersa,2,3,9
Encarsia,divergens,1,1,5
Encarsia,dmitrii,1,1,1
Encarsia,dominicana,1,1,3
Encarsia,duorunga,0,0,0
Encarsia,echinocera,1,1,1
Encarsia,ectophaga,1,1,6
Encarsia,elcielica,1,1,1
Encarsia,elegans,1,1,10
Encarsia,elegantula,0,0,0
Encarsia,elenae,0,0,0
Encarsia,ellisvillensis,1,1,1
Encarsia,escama,1,1,1
Encarsia,estrellae,1,1,2
Encarsia,eugeniae,0,0,0
Encarsia,exornata,0,0,0
Encarsia,explorata,1,1,1
Encarsia,exserta,0,0,0
Encarsia,farinaria,0,0,0
Encarsia,farmani,0,0,0
Encarsia,fasciata,1,1,18
Encarsia,fasciola,0,0,0
Encarsia,filicornis,0,0,0
Encarsia,flava,1,1,2
Encarsia,flavescens,0,0,0
Encarsia,flaviceps,1,1,1
Encarsia,flavoscutellum,1,1,3
Encarsia,flexa,1,1,1
Encarsia,floralis,1,1,1
Encarsia,florena,1,1,1
Encarsia,formosa,3,4,32
Encarsia,fujianensis,1,1,1
Encarsia,funiculata,1,1,1
Encarsia,fursovi,0,0,0
Encarsia,fusca,1,1,2
Encarsia,fuzhouensis,0,0,0
Encarsia,galilea,1,1,3
Encarsia,gallardoi,0,0,0
Encarsia,gallicola,0,0,0
Encarsia,gaonae,1,1,1
Encarsia,gautieri,1,1,2
Encarsia,gerlingi,1,1,1
Encarsia,gigas,1,2,12
Encarsia,gracilens,0,0,0
Encarsia,grotei,0,0,0
Encarsia,guadeloupae,1,1,10
Encarsia,guajavae,1,1,2
Encarsia,guamuchil,1,1,1
Encarsia,guangxingana,1,1,1
Encarsia,guerrierii,1,1,1
Encarsia,gunturensis,0,0,0
Encarsia,haitiensis,1,1,5
Encarsia,hamata,1,1,3
Encarsia,hamoni,1,1,5
Encarsia,hamulata,0,0,0
Encarsia,hansoni,0,0,0
Encarsia,hapalia,1,1,1
Encarsia,harrisoni,1,1,1
Encarsia,heratyi,1,1,1
Encarsia,hitam,0,0,0
Encarsia,horatii,1,1,1
Encarsia,hragila,0,0,0
Encarsia,inaron,3,8,39
Encarsia,indica,0,0,0
Encarsia,indigoferae,1,1,1
Encarsia,inida,0,0,0
Encarsia,inquirenda,1,1,13
Encarsia,inserens,1,1,1
Encarsia,insignis,1,1,1
Encarsia,insolita,0,0,0
Encarsia,insulana,1,1,1
Encarsia,intermedia,1,2,10
Encarsia,interstrica,1,1,1
Encarsia,iris,1,1,1
Encarsia,isaaci,1,1,2
Encarsia,ishii,1,1,2
Encarsia,ixorae,1,1,1
Encarsia,japonica,1,1,3
Encarsia,jowaiana,0,0,0
Encarsia,juanae,1,1,3
Encarsia,justicia,0,0,0
Encarsia,kalamundae,0,0,0
Encarsia,kasparyani,1,1,2
Encarsia,kemneri,0,0,0
Encarsia,khadijae,0,0,0
Encarsia,koebelei,1,1,1
Encarsia,lacuma,1,1,2
Encarsia,lahorensis,2,2,11
Encarsia,lambei,1,1,1
Encarsia,lanceolata,2,2,8
Encarsia,lasallei,0,0,0
Encarsia,latipennis,1,1,3
Encarsia,lehri,1,1,1
Encarsia,leptosa,0,0,0
Encarsia,leucaenae,1,1,1
Encarsia,leucaspidis,2,2,13
Encarsia,leucippi,0,0,0
Encarsia,levadicola,1,1,3
Encarsia,levo,1,1,1
Encarsia,liliyingae,0,0,0
Encarsia,lineolata,1,1,1
Encarsia,lipaleyrodis,1,1,1
Encarsia,llera,1,1,1
Encarsia,llerica,1,1,1
Encarsia,longicauda,1,1,2
Encarsia,longicornis,1,3,9
Encarsia,longifasciata,1,1,11
Encarsia,longisetae,0,0,0
Encarsia,longisetosa,0,0,0
Encarsia,longispina,0,0,0
Encarsia,longivalvula,1,1,4
Encarsia,lopezi,0,0,0
Encarsia,lougae,0,0,0
Encarsia,lounsburyi,1,1,49
Encarsia,luoae,1,1,2
Encarsia,lutea,3,4,62
Encarsia,luteola,2,2,20
Encarsia,lycopersici,1,1,1
Encarsia,macoensis,1,1,1
Encarsia,macroptera,1,1,1
Encarsia,macula,1,1,3
Encarsia,maculata,1,1,1
Encarsia,maculiformis,1,1,1
Encarsia,madera,1,1,1
Encarsia,magnalata,1,1,1
Encarsia,magniclava,1,1,2
Encarsia,magnivena,1,1,2
Encarsia,mahoniae,1,1,2
Encarsia,margaritiventris,1,1,3
Encarsia,marginata,0,0,0
Encarsia,maria,1,2,2
Encarsia,marinikia,1,1,1
Encarsia,maritima,1,1,1
Encarsia,marxi,0,0,0
Encarsia,maura,0,0,0
Encarsia,meghalayana,0,0,0
Encarsia,melanostoma,2,2,7
Encarsia,merceti,1,1,3
Encarsia,meritoria,3,3,22
Encarsia,mescheryakovi,1,1,1
Encarsia,metallicus,0,0,0
Encarsia,mexicana,1,1,2
Encarsia,mexicella,1,1,1
Encarsia,microtricha,0,0,0
Encarsia,mineoi,1,1,5
Encarsia,minuta,0,0,0
Encarsia,moctezumana,1,1,1
Encarsia,moffsi,1,1,1
Encarsia,mohyuddini,1,1,1
Encarsia,mollicellae,1,1,1
Encarsia,morela,1,1,1
Encarsia,muliyali,1,1,1
Encarsia,multiciliata,0,0,0
Encarsia,nanjingensis,0,0,0
Encarsia,narayanani,1,2,2
Encarsia,narroi,2,2,2
Encarsia,nayarita,1,1,1
Encarsia,neocala,1,1,1
Encarsia,neocitricola,1,1,1
Encarsia,neoporteri,1,1,5
Encarsia,nepalensis,0,0,0
Encarsia,nigricephala,1,1,15
Encarsia,nigrifemur,1,1,1
Encarsia,nigriventris,2,2,8
Encarsia,niigatae,1,1,1
Encarsia,nipponica,1,1,1
Encarsia,nitella,1,1,2
Encarsia,noahi,1,1,8
Encarsia,noordami,1,1,2
Encarsia,norani,0,0,0
Encarsia,normarki,1,1,1
Encarsia,notha,0,0,0
Encarsia,noyesana,0,0,0
Encarsia,noyesi,1,2,9
Encarsia,nupta,1,1,1
Encarsia,oakeyensis,1,1,4
Encarsia,oaxaca,0,0,0
Encarsia,obliqua,1,1,1
Encarsia,obtusiclava,1,1,1
Encarsia,occultans,0,0,0
Encarsia,olgae,1,1,1
Encarsia,olivina,1,1,5
Encarsia,opulenta,2,2,6
Encarsia,orangae,1,1,1
Encarsia,ossira,0,0,0
Encarsia,papaceki,1,1,2
Encarsia,paracitrella,1,1,3
Encarsia,paradiaspidicola,0,0,0
Encarsia,parvella,1,1,1
Encarsia,paucisetosa,1,1,3
Encarsia,pauliani,0,0,0
Encarsia,pedana,1,1,1
Encarsia,peltata,1,1,3
Encarsia,perconfusa,1,1,1
Encarsia,perflava,0,0,0
Encarsia,pergandiella,2,3,42
Encarsia,perniciosi,2,2,17
Encarsia,perplexa,1,1,8
Encarsia,perpulchella,1,1,1
Encarsia,persequens,1,1,1
Encarsia,perseus,0,0,0
Encarsia,perstrenua,1,1,1
Encarsia,peruviana,1,1,3
Encarsia,phaea,0,0,0
Encarsia,picithorax,0,0,0
Encarsia,picta,0,0,0
Encarsia,pilosa,1,1,1
Encarsia,pinella,1,1,1
Encarsia,pineti,1,1,1
Encarsia,pithecura,1,1,1
Encarsia,pitilla,1,1,1
Encarsia,plana,1,1,2
Encarsia,planchoniae,1,2,2
Encarsia,plaumanni,0,0,0
Encarsia,polaszeki,1,1,1
Encarsia,porteri,2,7,31
Encarsia,portoricensis,1,2,8
Encarsia,praecipua,0,0,0
Encarsia,praegrandis,0,0,0
Encarsia,primitiva,0,0,0
Encarsia,prinslooi,0,0,0
Encarsia,prolata,1,1,1
Encarsia,protransvena,1,2,22
Encarsia,pseudoaonidiae,1,1,3
Encarsia,pseudocitrella,1,1,4
Encarsia,pseudococci,1,1,1
Encarsia,pulliclava,1,2,5
Encarsia,punicae,1,1,1
Encarsia,pura,0,0,0
Encarsia,quaintancei,1,1,8
Encarsia,quercicola,1,1,3
Encarsia,ramsesi,1,1,1
Encarsia,reeda,0,0,0
Encarsia,rentzi,0,0,0
Encarsia,reticulata,1,1,1
Encarsia,ruizi,1,1,1
Encarsia,sankarani,1,1,1
Encarsia,santaelenae,0,0,0
Encarsia,scapeata,1,1,1
Encarsia,schmidti,1,1,1
Encarsia,scylla,1,1,1
Encarsia,seminigriclava,0,0,0
Encarsia,septentrionalis,1,1,4
Encarsia,setata,0,0,0
Encarsia,shutovae,0,0,0
Encarsia,sikkimiana,0,0,0
Encarsia,silvestrii,1,1,4
Encarsia,silvifilia,0,0,0
Encarsia,singularis,1,1,2
Encarsia,sinica,1,1,1
Encarsia,siphonini,1,1,1
Encarsia,smithi,2,3,11
Encarsia,socratis,0,0,0
Encarsia,sophia,2,5,42
Encarsia,spinosa,1,1,1
Encarsia,stirlingia,0,0,0
Encarsia,strenua,1,1,14
Encarsia,subelongata,1,1,4
Encarsia,subhyalina,1,1,2
Encarsia,submetallica,0,0,0
Encarsia,sueloderi,1,1,1
Encarsia,superba,1,1,1
Encarsia,swifti,0,0,0
Encarsia,synaptocera,1,1,12
Encarsia,tabacivora,2,2,8
Encarsia,tachii,0,0,0
Encarsia,taciti,0,0,0
Encarsia,taiwanensis,1,1,1
Encarsia,tamaulipeca,1,1,2
Encarsia,tampicana,1,1,1
Encarsia,tapachula,1,1,1
Encarsia,tarsalis,1,1,1
Encarsia,telemachusi,1,1,1
Encarsia,tennysoni,0,0,0
Encarsia,terebrator,0,0,0
Encarsia,terebrella,1,1,1
Encarsia,tetraleurodis,1,1,1
Encarsia,thoracaphis,1,1,2
Encarsia,thoreauini,1,1,2
Encarsia,tinctoriae,1,1,2
Encarsia,titillata,1,1,2
Encarsia,totiaurea,0,0,0
Encarsia,toticilia,0,0,0
Encarsia,townsendi,1,1,1
Encarsia,tremblayi,1,1,1
Encarsia,trialeurodis,1,1,1
Encarsia,tricolor,2,3,24
Encarsia,trilineata,1,1,2
Encarsia,tristis,1,2,4
Encarsia,trivittata,1,1,1
Encarsia,trjapitzini,1,1,1
Encarsia,tuxpan,1,1,1
Encarsia,tuxtla,1,1,1
Encarsia,udaipuriensis,2,4,5
Encarsia,uncinata,1,1,1
Encarsia,unfasciata,0,0,0
Encarsia,unicitrella,0,0,0
Encarsia,unisetae,1,1,2
Encarsia,ustulata,1,1,2
Encarsia,vandrieschei,1,1,1
Encarsia,vanharteni,0,0,0
Encarsia,variegata,1,3,21
Encarsia,verticina,0,0,0
Encarsia,verticinella,0,0,0
Encarsia,viggianii,0,0,0
Encarsia,whittieri,1,1,2
Encarsia,woolleyi,1,1,1
Encarsia,xilitla,0,0,0
Encarsia,yumka,0,0,0
Eretmocerus,adustiscutum,1,1,3
Eretmocerus,aegypticus,1,1,1
Eretmocerus,aleurolobi,1,1,1
Eretmocerus,aleurothrixus,1,1,1
Eretmocerus,aleuroviggianus,1,1,1
Eretmocerus,aleyrodesii,1,1,1
Eretmocerus,aleyrodiphagus,1,1,1
Eretmocerus,ampliatus,1,1,1
Eretmocerus,antennator,1,1,2
Eretmocerus,australis,0,0,0
Eretmocerus,bisetae,1,1,1
Eretmocerus,breviclavus,1,1,2
Eretmocerus,cadabae,1,1,2
Eretmocerus,californicus,1,1,7
Eretmocerus,clauseni,0,0,0
Eretmocerus,clavator,0,0,0
Eretmocerus,cocois,1,1,1
Eretmocerus,comperei,1,1,3
Eretmocerus,corni,2,3,16
Eretmocerus,debachi,1,1,1
Eretmocerus,delhiensis,1,1,3
Eretmocerus,desantisi,1,1,2
Eretmocerus,dialeurolongae,1,1,1
Eretmocerus,diversiciliatus,1,1,6
Eretmocerus,dozieri,1,1,1
Eretmocerus,emiratus,1,1,3
Eretmocerus,eremicus,3,3,8
Eretmocerus,evansi,1,1,2
Eretmocerus,exilis,1,1,1
Eretmocerus,flavus,1,1,1
Eretmocerus,furuhashii,1,1,3
Eretmocerus,gracilis,1,1,3
Eretmocerus,gunturiensis,1,1,2
Eretmocerus,haldemani,2,2,12
Eretmocerus,hayati,1,1,3
Eretmocerus,hederae,1,1,1
Eretmocerus,hoelmeri,1,1,1
Eretmocerus,hydrabadensis,0,0,0
Eretmocerus,illinoisensis,0,0,0
Eretmocerus,indicus,1,1,2
Eretmocerus,jimenezi,1,1,3
Eretmocerus,joeballi,1,1,3
Eretmocerus,lativentris,0,0,0
Eretmocerus,leucaenae,1,1,1
Eretmocerus,longicornis,1,1,2
Eretmocerus,longipes,1,1,2
Eretmocerus,longiscapus,1,1,4
Eretmocerus,longiterebrus,1,1,2
Eretmocerus,melanoscutus,1,1,2
Eretmocerus,montanus,1,1,2
Eretmocerus,mundus,2,2,19
Eretmocerus,nairobii,1,1,2
Eretmocerus,naranjae,1,1,1
Eretmocerus,nativus,0,0,0
Eretmocerus,neobemisiae,1,1,3
Eretmocerus,neomaskelliae,0,0,0
Eretmocerus,nikolskajae,1,1,2
Eretmocerus,orchamoplati,1,1,2
Eretmocerus,orientalis,1,1,3
Eretmocerus,ostovani,0,0,0
Eretmocerus,pallidus,1,1,2
Eretmocerus,parasiphonini,1,1,1
Eretmocerus,paulistus,1,1,4
Eretmocerus,perseae,1,1,1
Eretmocerus,persiangulfus,1,1,1
Eretmocerus,picketti,1,1,1
Eretmocerus,portoricensis,1,1,3
Eretmocerus,queenslandensis,1,1,1
Eretmocerus,rajasthanicus,1,1,1
Eretmocerus,rosei,1,1,1
Eretmocerus,roseni,1,1,5
Eretmocerus,rui,1,1,2
Eretmocerus,sculpturatus,0,0,0
Eretmocerus,serius,1,1,6
Eretmocerus,silvestrii,0,0,0
Eretmocerus,siphonini,1,1,2
Eretmocerus,staufferi,1,1,4
Eretmocerus,tejanus,1,1,3
Eretmocerus,trialeurodis,1,1,1
Eretmocerus,warrae,1,1,1
Eretmocerus,zippanguiphagus,1,1,2
Eriaphytis,chackoi,1,1,2
Eriaphytis,orientalis,1,1,2
Eutrichosomella,aereiscapus,0,0,0
Eutrichosomella,albiclava,0,0,0
Eutrichosomella,albifemora,0,0,0
Eutrichosomella,blattophaga,0,0,0
Eutrichosomella,indica,0,0,0
Eutrichosomella,insularis,0,0,0
Eutrichosomella,keralaensis,0,0,0
Eutrichosomella,multifasciata,0,0,0
Eutrichosomella,veenakumariae,1,1,1
Eutrichosomella,voltairei,0,0,0
Glaesaphytis,interregni,0,0,0
Hirtaphelinus,smetanai,0,0,0
Idiococcobius,encarsoides,0,0,0
Indaphytis,veenakumariae,0,0,0
Lounsburyia,affinis,0,0,0
Lounsburyia,trifasciata,2,2,5
Marietta,albocephala,1,1,2
Marietta,asaphia,1,1,1
Marietta,busckii,2,6,13
Marietta,caridei,3,6,16
Marietta,carnesi,2,5,40
Marietta,connecta,1,3,24
Marietta,dozieri,1,3,4
Marietta,ghesquieri,1,1,2
Marietta,graminicola,2,5,8
Marietta,hispida,1,1,1
Marietta,intermedia,0,0,0
Marietta,karakalensis,1,1,2
Marietta,leopardina,4,19,118
Marietta,marchali,2,5,7
Marietta,mexicana,2,7,33
Marietta,montana,1,1,1
Marietta,nebulosa,1,1,1
Marietta,picta,2,17,66
Marietta,pulchella,2,6,25
Marietta,taeniola,1,1,1
Marietta,timberlakei,1,2,3
Marlattiella,maculata,1,1,1
Marlattiella,prima,1,1,2
Mashimaro,hawksi,0,0,0
Mashimaro,lasallei,0,0,0
Metanthemus,aureus,0,0,0
Mexidalgus,toumeyellus,1,1,1
Mexidalgus,veracruzanus,1,1,1
Neophytis,dealbatus,1,1,1
Neophytis,melanostictus,1,1,6
Neophytis,munroi,1,1,1
Neophytis,myartsevae,1,1,1
Oenrobia,kinabaluensis,0,0,0
Paraphytis,acutaspidis,1,1,1
Paraphytis,angustus,1,1,1
Paraphytis,anomalus,1,1,1
Paraphytis,argenticorpus,0,0,0
Paraphytis,australiensis,1,1,3
Paraphytis,benassyi,1,1,1
Paraphytis,breviclavatus,0,0,0
Paraphytis,capillatus,1,1,5
Paraphytis,ciliatus,1,1,1
Paraphytis,cochereaui,1,1,3
Paraphytis,costalimai,1,1,4
Paraphytis,densiciliatus,0,0,0
Paraphytis,fabresi,0,0,0
Paraphytis,haywardi,1,1,1
Paraphytis,hyalinipennis,1,1,1
Paraphytis,maculatipennis,1,2,3
Paraphytis,maculatus,0,0,0
Paraphytis,mandalayensis,1,1,1
Paraphytis,nigripes,0,0,0
Paraphytis,noumeaensis,1,1,1
Paraphytis,obscurus,1,1,2
Paraphytis,peculiaris,1,1,2
Paraphytis,perplexus,1,1,1
Paraphytis,transversus,0,0,0
Paraphytis,vittatus,1,1,2
Paraphytis,wallumbillae,0,0,0
Phtuaria,fimbriae,0,0,0
Proaphelinoides,anomalus,0,0,0
Proaphelinoides,assamensis,0,0,0
Proaphelinoides,australis,0,0,0
Proaphelinoides,bendovi,1,1,1
Proaphelinoides,chidambaramensis,0,0,0
Proaphelinoides,elongatiformis,1,2,3
Prococcobius,polaszeki,0,0,0
Prophyscus,desantisi,1,1,2
Prophyscus,latiscapus,1,1,2
Protaphelinus,nikolskajae,1,1,10
Pteroptrix,abnormis,0,0,0
Pteroptrix,addenda,0,0,0
Pteroptrix,aegyptica,1,1,1
Pteroptrix,aethiopica,1,1,2
Pteroptrix,albifemur,1,1,2
Pteroptrix,albocincta,1,1,1
Pteroptrix,aprica,0,0,0
Pteroptrix,arabica,1,1,1
Pteroptrix,aspidiotiphagoidea,0,0,0
Pteroptrix,aster,0,0,0
Pteroptrix,bicolor,1,1,35
Pteroptrix,biguttata,0,0,0
Pteroptrix,bisetae,1,1,1
Pteroptrix,bouceki,0,0,0
Pteroptrix,calva,1,1,3
Pteroptrix,cavana,0,0,0
Pteroptrix,chinensis,1,2,27
Pteroptrix,coloba,0,0,0
Pteroptrix,conifuniculata,1,1,1
Pteroptrix,deserta,0,0,0
Pteroptrix,dimidiata,1,4,23
Pteroptrix,dubia,1,1,1
Pteroptrix,fidalgoi,0,0,0
Pteroptrix,flagellata,0,0,0
Pteroptrix,gonzalezi,0,0,0
Pteroptrix,heracliti,0,0,0
Pteroptrix,howardi,1,1,2
Pteroptrix,incola,0,0,0
Pteroptrix,japonica,1,1,1
Pteroptrix,kamatai,1,1,1
Pteroptrix,koebelei,1,1,3
Pteroptrix,lauri,1,1,24
Pteroptrix,leptocera,0,0,0
Pteroptrix,longiclava,1,1,16
Pteroptrix,longiclavata,1,1,1
Pteroptrix,longicornis,0,0,0
Pteroptrix,luzonica,1,1,1
Pteroptrix,machiaveli,0,0,0
Pteroptrix,macropedicellata,1,1,1
Pteroptrix,maritima,1,2,16
Pteroptrix,matpada,0,0,0
Pteroptrix,maura,1,1,1
Pteroptrix,mexicana,0,0,0
Pteroptrix,nigra,0,0,0
Pteroptrix,nudicella,0,0,0
Pteroptrix,opaca,1,2,7
Pteroptrix,ordinis,0,0,0
Pteroptrix,orientalis,2,2,4
Pteroptrix,parvipennis,1,1,5
Pteroptrix,patriciae,0,0,0
Pteroptrix,perata,1,1,1
Pteroptrix,perkinsi,1,1,2
Pteroptrix,plana,1,1,1
Pteroptrix,processa,1,1,1
Pteroptrix,prolata,1,1,1
Pteroptrix,rolaspidis,1,1,2
Pteroptrix,rupina,0,0,0
Pteroptrix,serrata,1,1,2
Pteroptrix,silvestrii,1,1,1
Pteroptrix,sinica,0,0,0
Pteroptrix,smithi,1,1,5
Pteroptrix,sparsiciliata,0,0,0
Pteroptrix,stenoptera,0,0,0
Pteroptrix,sunae,1,1,1
Pteroptrix,tertia,1,1,1
Pteroptrix,unica,0,0,0
Pteroptrix,variicolor,0,0,0
Pteroptrix,vasta,1,1,2
Pteroptrix,wanhsiensis,1,1,4
Pteroptrix,xanthothoracalis,1,1,1
Pteroptrix,zoza,0,0,0
Punkaphytis,erwini,0,0,0
Punkaphytis,hayati,0,0,0
Saengella,gloria,0,0,0
Samariola,camerounensis,0,0,0
Timberlakiella,applanatonervus,1,1,1
Umairia,laiba,1,1,1
Umairia,zeera,0,0,0
Verekia,bruchocida,1,1,1
Wallaceaphytis,kikiae,0,0,0
Zubairia,mirifica,0,0,0
