genus,species,num_loc,lat_min,lon_min,lat_max,lon_max
Coccobius,assamensis,1,26.4073841,93.2551303,26.4073841,93.2551303
Coccobius,atrithorax,1,-21.9182855,144.4588889,-21.9182855,144.4588889
Coccobius,azumai,4,23.1357694,113.1982688,36.5748441,139.2394179
Coccobius,bifasciatus,1,36.5748441,139.2394179,36.5748441,139.2394179
Coccobius,bimaculatus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,binotatus,1,-28.8166235,24.991639,-28.8166235,24.991639
Coccobius,borovkovi,1,38.6281733,70.8156541,38.6281733,70.8156541
Coccobius,brachypterus,1,14.5203896,75.7223521,14.5203896,75.7223521
Coccobius,capensis,1,-28.8166235,24.991639,-28.8166235,24.991639
Coccobius,ceroplastidis,1,27.1303344,80.859666,27.1303344,80.859666
Coccobius,chaoi,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,comperei,2,10.3529588,75.7223521,14.5203896,76.5119752
Coccobius,confusus,2,17.1750495,78.6677428,22.3511148,95.9999652
Coccobius,contigaspidis,1,40.7696272,44.6736646,40.7696272,44.6736646
Coccobius,cosibus,4,10.9094334,77.1828462,31.9292352,91.2999102
Coccobius,costulatus,1,-28.8166235,24.991639,-28.8166235,24.991639
Coccobius,curtifuniculatus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,cussoniae,1,-18.9249603,46.4416422,-18.9249603,46.4416422
Coccobius,danzigae,1,45.0819456,134.726645,45.0819456,134.726645
Coccobius,debachi,3,14.8971921,78.6677428,22.3511148,100.83273
Coccobius,decemguttatus,1,-21.9182855,144.4588889,-21.9182855,144.4588889
Coccobius,diaspidis,1,-28.8166235,24.991639,-28.8166235,24.991639
Coccobius,donatellae,2,19.4325301,-99.1332101,27.7567667,-81.4639834
Coccobius,ephedraspidis,2,39.3763807,44.0287382,41.6809707,59.3924609
Coccobius,euphorbiae,1,-18.9249603,46.4416422,-18.9249603,46.4416422
Coccobius,fijiensis,1,-18.1239695,179.0122737,-18.1239695,179.0122737
Coccobius,flaviceps,3,-21.9182855,78.6677428,35.000074,144.4588889
Coccobius,flaviclavus,5,-10.3333332,-75.0,15.0000001,-53.1999999
Coccobius,flavicornis,3,23.1357694,109.0,26.5450001,117.842778
Coccobius,flavidus,1,-6.3472901,106.779011,-6.3472901,106.779011
Coccobius,flaviflagellatus,1,-34.9964962,-64.9672816,-34.9964962,-64.9672816
Coccobius,flaviventris,2,12.7503486,-99.5120985,31.8160381,122.7312101
Coccobius,fulvus,15,14.5203896,-118.7559973,46.603354,139.2394179
Coccobius,furviflagellatus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,furvus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,fusciventris,1,-21.9182855,144.4588889,-21.9182855,144.4588889
Coccobius,gracilis,1,-25.2303004,121.0187246,-25.2303004,121.0187246
Coccobius,graminis,1,-28.8166235,24.991639,-28.8166235,24.991639
Coccobius,granati,1,40.3936294,47.7872508,40.3936294,47.7872508
Coccobius,himalayanus,1,31.9292352,77.1828462,31.9292352,77.1828462
Coccobius,himpradianus,1,31.9292352,77.1828462,31.9292352,77.1828462
Coccobius,howardi,1,36.7014631,-118.7559973,36.7014631,-118.7559973
Coccobius,indefinitus,3,38.6281733,44.6736646,40.7696272,70.8156541
Coccobius,ineditus,1,-28.8166235,24.991639,-28.8166235,24.991639
Coccobius,intermedius,2,-18.1239695,106.779011,-6.3472901,179.0122737
Coccobius,jinshanensis,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,juliae,1,19.4325301,-99.1332101,19.4325301,-99.1332101
Coccobius,kato,1,41.6809707,44.0287382,41.6809707,44.0287382
Coccobius,kurbani,1,39.3763807,59.3924609,39.3763807,59.3924609
Coccobius,languidus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,leptocerus,1,24.0,109.0,24.0,109.0
Coccobius,longialatus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,longifuniculatus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,lucaris,1,-28.8166235,24.991639,-28.8166235,24.991639
Coccobius,luteolus,1,41.32373,63.9528098,41.32373,63.9528098
Coccobius,maculatus,1,26.5450001,117.842778,26.5450001,117.842778
Coccobius,mesasiaticus,4,32.9407496,47.7872508,40.3936294,64.9998468
Coccobius,mirus,5,10.2188344,76.5119752,27.1303344,93.2551303
Coccobius,miyatakei,1,36.5748441,139.2394179,36.5748441,139.2394179
Coccobius,multicolor,1,-21.9182855,144.4588889,-21.9182855,144.4588889
Coccobius,nigriceps,1,-21.9182855,144.4588889,-21.9182855,144.4588889
Coccobius,nigriclavus,2,-21.9182855,57.5703566,-20.275945,144.4588889
Coccobius,noaeae,2,40.3936294,44.0287382,41.6809707,47.7872508
Coccobius,notialis,1,10.9094334,78.3665347,10.9094334,78.3665347
Coccobius,nunu,1,41.6809707,44.0287382,41.6809707,44.0287382
Coccobius,octavia,1,-21.9182855,144.4588889,-21.9182855,144.4588889
Coccobius,odonaspidis,1,36.5748441,139.2394179,36.5748441,139.2394179
Coccobius,omari,1,41.6809707,44.0287382,41.6809707,44.0287382
Coccobius,paolii,1,8.3676771,49.083416,8.3676771,49.083416
Coccobius,phoebus,4,14.5203896,75.7223521,31.9292352,84.6897321
Coccobius,pistacicolus,2,40.3936294,44.0287382,41.6809707,47.7872508
Coccobius,popei,1,-31.8759834,147.2869493,-31.8759834,147.2869493
