family,genus,species,num_orders,num_fam,num_spp
Torymidae,Megastigmus,ezomatsuanus,1,1,4
Torymidae,Megastigmus,fidus,1,1,5
Torymidae,Megastigmus,fieldingi,0,0,0
Torymidae,Megastigmus,firmae,1,1,1
Torymidae,Megastigmus,flavivariegatus,0,0,0
Torymidae,Megastigmus,floridanus,1,1,2
Torymidae,Megastigmus,formosana,1,1,1
Torymidae,Megastigmus,formosus,1,1,2
Torymidae,Megastigmus,fulvipes,0,0,0
Torymidae,Megastigmus,fuscicornis,0,0,0
Torymidae,Megastigmus,gahani,1,1,1
Torymidae,Megastigmus,gravis,1,1,2
Torymidae,Megastigmus,grotiusi,0,0,0
Torymidae,Megastigmus,herndoni,0,0,0
Torymidae,Megastigmus,hilaris,0,0,0
Torymidae,Megastigmus,hilli,0,0,0
Torymidae,Megastigmus,hoffmeyeri,1,1,2
Torymidae,Megastigmus,hypogeus,0,0,0
Torymidae,Megastigmus,iamenus,1,1,2
Torymidae,Megastigmus,immaculatus,0,0,0
Torymidae,Megastigmus,inamurae,1,1,2
Torymidae,Megastigmus,judikingae,1,1,1
Torymidae,Megastigmus,juniperi,1,1,5
Torymidae,Megastigmus,karnatakensis,1,1,1
Torymidae,Megastigmus,kashmiricus,0,0,0
Torymidae,Megastigmus,koebelei,0,0,0
Torymidae,Megastigmus,laricis,1,1,1
Torymidae,Megastigmus,lasiocarpae,1,1,3
Torymidae,Megastigmus,lawsoni,0,0,0
Torymidae,Megastigmus,leeuweni,1,1,1
Torymidae,Megastigmus,leptocybus,1,1,1
Torymidae,Megastigmus,likiangensis,1,1,1
Torymidae,Megastigmus,limoni,0,0,0
Torymidae,Megastigmus,longicauda,0,0,0
Torymidae,Megastigmus,maculatipennis,0,0,0
Torymidae,Megastigmus,mali,0,0,0
Torymidae,Megastigmus,mariannensis,0,0,0
Torymidae,Megastigmus,melanus,0,0,0
Torymidae,Megastigmus,melleus,0,0,0
Torymidae,Megastigmus,mercatori,0,0,0
Torymidae,Megastigmus,milleri,1,1,12
Torymidae,Megastigmus,nigripropodeum,0,0,0
Torymidae,Megastigmus,nigrovariegatus,2,2,25
Torymidae,Megastigmus,pallidiocellus,0,0,0
Torymidae,Megastigmus,pascali,0,0,0
Torymidae,Megastigmus,pergracilis,0,0,0
Torymidae,Megastigmus,physocarpi,1,1,1
Torymidae,Megastigmus,pictus,1,1,11
Torymidae,Megastigmus,pingii,1,1,1
Torymidae,Megastigmus,pinsapinis,1,1,8
Torymidae,Megastigmus,pinus,2,4,23
Torymidae,Megastigmus,pistaciae,1,2,11
Torymidae,Megastigmus,pourthiaeae,1,1,1
Torymidae,Megastigmus,pretorianensis,1,1,1
Torymidae,Megastigmus,pseudomali,0,0,0
Torymidae,Megastigmus,pseudotsugaphilus,1,1,1
Torymidae,Megastigmus,quadrifasciativentris,0,0,0
Torymidae,Megastigmus,quadrisetae,0,0,0
Torymidae,Megastigmus,quinquefasciatus,0,0,0
Torymidae,Megastigmus,quinquesetae,0,0,0
Torymidae,Megastigmus,rafni,1,1,21
Torymidae,Megastigmus,rieki,0,0,0
Torymidae,Megastigmus,rigidae,1,1,1
Torymidae,Megastigmus,rosae,2,2,10
Torymidae,Megastigmus,sabinae,1,1,10
Torymidae,Megastigmus,schimitscheki,1,1,4
Torymidae,Megastigmus,sexsetae,0,0,0
Torymidae,Megastigmus,sinensis,0,0,0
Torymidae,Megastigmus,somaliensis,1,1,1
Torymidae,Megastigmus,sonneratiae,0,0,0
Torymidae,Megastigmus,speciosus,0,0,0
Torymidae,Megastigmus,specularis,1,1,19
Torymidae,Megastigmus,spermotrophus,2,2,14
Torymidae,Megastigmus,strobilobius,1,1,16
Torymidae,Megastigmus,sulcicollis,0,0,0
Torymidae,Megastigmus,suspectus,1,1,18
Torymidae,Megastigmus,tasmaniensis,0,0,0
Torymidae,Megastigmus,thailandiensis,0,0,0
Torymidae,Megastigmus,thitipornae,0,0,0
Torymidae,Megastigmus,thomseni,1,1,3
Torymidae,Megastigmus,thuriferana,1,1,1
Torymidae,Megastigmus,thuyopsis,1,1,1
Torymidae,Megastigmus,thyoides,1,1,1
Torymidae,Megastigmus,tostini,0,0,0
Torymidae,Megastigmus,transvaalensis,1,2,20
Torymidae,Megastigmus,trisulcatus,1,1,1
Torymidae,Megastigmus,tsugae,1,1,3
Torymidae,Megastigmus,tsugaphilus,1,1,2
Torymidae,Megastigmus,validus,1,1,1
Torymidae,Megastigmus,variegatus,0,0,0
Torymidae,Megastigmus,viggianii,1,1,1
Torymidae,Megastigmus,voltairei,0,0,0
Torymidae,Megastigmus,wachtli,1,1,9
Torymidae,Megastigmus,walsinghami,0,0,0
Torymidae,Megastigmus,zebrinus,1,1,2
Torymidae,Megastigmus,zvimendeli,1,1,1
Torymidae,Torymus,abbreviatus,2,3,14
Torymidae,Torymus,absonus,0,0,0
Torymidae,Torymus,aceris,1,1,2
Torymidae,Torymus,acrophilae,1,1,1
Torymidae,Torymus,advenus,2,3,8
Torymidae,Torymus,aea,2,2,3
Torymidae,Torymus,aeneoscapus,1,1,4
Torymidae,Torymus,aereus,1,1,1
Torymidae,Torymus,affinis,1,1,10
Torymidae,Torymus,africanus,0,0,0
Torymidae,Torymus,aiolomorphi,2,2,2
Torymidae,Torymus,alaskensis,1,1,1
Torymidae,Torymus,ambositrae,0,0,0
Torymidae,Torymus,amurensis,1,1,2
Torymidae,Torymus,anastativorus,2,2,2
Torymidae,Torymus,angelicae,1,2,21
Torymidae,Torymus,anthobiae,1,1,1
Torymidae,Torymus,anthomyiae,2,2,2
Torymidae,Torymus,antiquus,0,0,0
Torymidae,Torymus,anularius,0,0,0
Torymidae,Torymus,apiomyiae,1,1,1
Torymidae,Torymus,approximatus,0,0,0
Torymidae,Torymus,aprilis,0,0,0
Torymidae,Torymus,arcadius,0,0,0
Torymidae,Torymus,arcella,0,0,0
Torymidae,Torymus,arcticus,0,0,0
Torymidae,Torymus,argei,1,1,2
Torymidae,Torymus,armatus,1,3,10
Torymidae,Torymus,arrogans,1,1,1
Torymidae,Torymus,artemisiae,1,1,3
Torymidae,Torymus,arundinis,3,3,8
Torymidae,Torymus,asphondyliae,1,1,1
Torymidae,Torymus,associatus,0,0,0
Torymidae,Torymus,asteridis,0,0,0
Torymidae,Torymus,atheatus,1,1,1
Torymidae,Torymus,atriplicis,1,1,1
Torymidae,Torymus,aucupariae,2,2,4
Torymidae,Torymus,auratus,1,2,28
Torymidae,Torymus,austriacus,0,0,0
Torymidae,Torymus,aztecus,0,0,0
Torymidae,Torymus,azureus,4,4,9
Torymidae,Torymus,baccharidis,1,2,2
Torymidae,Torymus,barsulicus,0,0,0
Torymidae,Torymus,basalis,1,1,1
Torymidae,Torymus,baudysi,1,1,4
Torymidae,Torymus,bedeguaris,2,3,29
Torymidae,Torymus,beneficus,1,1,2
Torymidae,Torymus,biarticulatus,0,0,0
Torymidae,Torymus,bicoloratus,1,1,4
Torymidae,Torymus,bicolorus,0,0,0
Torymidae,Torymus,bifasciipennis,1,1,1
Torymidae,Torymus,biorhizae,1,1,1
Torymidae,Torymus,boharti,0,0,0
Torymidae,Torymus,boops,2,2,3
Torymidae,Torymus,borealis,1,1,1
Torymidae,Torymus,bouceki,1,1,1
Torymidae,Torymus,brachyurus,1,1,1
Torymidae,Torymus,brevicoxa,1,1,1
Torymidae,Torymus,breviscapus,0,0,0
Torymidae,Torymus,brodiei,2,2,4
Torymidae,Torymus,bruesi,0,0,0
Torymidae,Torymus,calcaratus,1,2,15
Torymidae,Torymus,caledonicus,0,0,0
Torymidae,Torymus,californicus,1,1,22
Torymidae,Torymus,campanulae,1,1,3
Torymidae,Torymus,canariensis,1,2,6
Torymidae,Torymus,capillaceus,2,3,11
Torymidae,Torymus,capitis,1,1,2
Torymidae,Torymus,capitonis,0,0,0
Torymidae,Torymus,caudatulus,0,0,0
Torymidae,Torymus,caudatus,1,1,2
Torymidae,Torymus,cecidicolus,1,1,1
Torymidae,Torymus,cecidomyae,1,1,4
Torymidae,Torymus,celticolus,1,1,1
Torymidae,Torymus,celtidigalla,1,1,1
Torymidae,Torymus,centor,0,0,0
Torymidae,Torymus,cerri,1,1,3
Torymidae,Torymus,chapadae,0,0,0
Torymidae,Torymus,chaubattiensis,1,1,2
Torymidae,Torymus,chilensis,0,0,0
Torymidae,Torymus,chlorocopes,1,1,1
Torymidae,Torymus,chloromerus,2,4,29
Torymidae,Torymus,chrysocephalus,0,0,0
Torymidae,Torymus,chrysochlorus,1,1,20
Torymidae,Torymus,cingulatus,1,2,17
Torymidae,Torymus,citripes,1,1,4
Torymidae,Torymus,coccineus,1,1,2
Torymidae,Torymus,coeruleus,1,1,3
Torymidae,Torymus,coloradensis,1,1,1
Torymidae,Torymus,condaliae,0,0,0
Torymidae,Torymus,confinis,1,1,1
Torymidae,Torymus,confluens,1,1,1
Torymidae,Torymus,contractus,0,0,0
Torymidae,Torymus,contubernalis,1,1,1
Torymidae,Torymus,corni,1,1,2
Torymidae,Torymus,crassiceps,0,0,0
Torymidae,Torymus,crassus,1,1,2
Torymidae,Torymus,cretaceus,0,0,0
Torymidae,Torymus,cribratus,1,1,1
Torymidae,Torymus,cruentatus,0,0,0
Torymidae,Torymus,cultratus,0,0,0
Torymidae,Torymus,cultriventris,2,3,6
Torymidae,Torymus,cupratus,0,0,0
Torymidae,Torymus,cupreus,1,2,5
Torymidae,Torymus,cuprigaster,0,0,0
Torymidae,Torymus,curticauda,0,0,0
Torymidae,Torymus,curtisi,1,1,2
Torymidae,Torymus,curvatulus,0,0,0
Torymidae,Torymus,cyaneus,1,1,16
Torymidae,Torymus,cyprianus,0,0,0
Torymidae,Torymus,dasyneurae,1,1,3
Torymidae,Torymus,dennoi,1,1,1
Torymidae,Torymus,denticulatus,1,1,10
Torymidae,Torymus,diabolus,1,1,1
Torymidae,Torymus,difficilis,0,0,0
Torymidae,Torymus,dorycnicola,1,1,1
Torymidae,Torymus,druparum,2,2,10
Torymidae,Torymus,dryophantae,1,1,2
Torymidae,Torymus,dubiosus,0,0,0
Torymidae,Torymus,duplicatus,1,1,1
Torymidae,Torymus,durus,1,2,3
Torymidae,Torymus,eadyi,1,1,1
Torymidae,Torymus,ebrius,1,1,1
Torymidae,Torymus,eglanteriae,2,2,6
Torymidae,Torymus,egypticus,1,1,1
Torymidae,Torymus,elegantissimus,1,1,4
Torymidae,Torymus,epilobii,1,1,1
Torymidae,Torymus,ermolenkoi,1,1,4
Torymidae,Torymus,erucarum,3,4,12
Torymidae,Torymus,eumelis,0,0,0
Torymidae,Torymus,euphorbiae,1,1,1
Torymidae,Torymus,eurytomae,2,3,4
Torymidae,Torymus,evansi,0,0,0
Torymidae,Torymus,ezomatsuanus,1,1,1
Torymidae,Torymus,fagi,1,1,1
Torymidae,Torymus,fagineus,1,1,1
Torymidae,Torymus,fagopirum,2,2,9
Torymidae,Torymus,fastuosus,1,1,2
Torymidae,Torymus,favardi,2,2,3
Torymidae,Torymus,femoralis,0,0,0
Torymidae,Torymus,ferrugineipes,0,0,0
Torymidae,Torymus,festivus,1,1,1
Torymidae,Torymus,filipendulae,1,1,1
Torymidae,Torymus,fischeri,1,1,1
Torymidae,Torymus,flavicollis,0,0,0
Torymidae,Torymus,flavicoxa,1,1,7
Torymidae,Torymus,flavigastris,1,1,1
Torymidae,Torymus,flavipes,2,7,49
Torymidae,Torymus,flaviventris,0,0,0
Torymidae,Torymus,flavocinctus,1,1,1
Torymidae,Torymus,flavovariegatus,1,1,1
Torymidae,Torymus,flavus,0,0,0
Torymidae,Torymus,floridensis,1,1,2
Torymidae,Torymus,fonscolombei,1,1,1
Torymidae,Torymus,formosus,1,1,2
Torymidae,Torymus,fractiosus,1,1,1
Torymidae,Torymus,frankiei,1,1,1
Torymidae,Torymus,frater,1,1,1
Torymidae,Torymus,frumenti,1,1,1
Torymidae,Torymus,fujianensis,0,0,0
Torymidae,Torymus,fullawayi,1,1,9
Torymidae,Torymus,fulvus,0,0,0
Torymidae,Torymus,fuscicornis,1,1,2
Torymidae,Torymus,fuscipes,1,1,2
Torymidae,Torymus,gahani,0,0,0
Torymidae,Torymus,galeobdolonis,1,1,1
Torymidae,Torymus,galii,2,2,3
Torymidae,Torymus,gansuensis,0,0,0
Torymidae,Torymus,genisticola,1,1,3
Torymidae,Torymus,geranii,2,2,10
Torymidae,Torymus,giraudianus,1,1,3
Torymidae,Torymus,globiceps,0,0,0
Torymidae,Torymus,gloriosus,0,0,0
Torymidae,Torymus,gracilior,0,0,0
Torymidae,Torymus,grahami,0,0,0
Torymidae,Torymus,graminis,0,0,0
Torymidae,Torymus,guyanaus,0,0,0
Torymidae,Torymus,hainesi,1,1,1
Torymidae,Torymus,halimi,1,1,1
Torymidae,Torymus,hederae,1,1,1
Torymidae,Torymus,helianthi,1,1,1
Torymidae,Torymus,helveticus,0,0,0
Torymidae,Torymus,heterobiae,1,1,1
Torymidae,Torymus,heyeri,1,1,4
Torymidae,Torymus,himachalicus,0,0,0
Torymidae,Torymus,hircinus,0,0,0
Torymidae,Torymus,hirsutus,1,1,1
Torymidae,Torymus,hobbsi,0,0,0
Torymidae,Torymus,holcaspoideus,0,0,0
Torymidae,Torymus,hornigi,1,1,3
Torymidae,Torymus,huberi,0,0,0
Torymidae,Torymus,hylesini,1,1,1
Torymidae,Torymus,iacchos,1,1,4
Torymidae,Torymus,igniceps,1,1,1
Torymidae,Torymus,impar,2,2,6
Torymidae,Torymus,imperatrix,0,0,0
Torymidae,Torymus,indicus,0,0,0
Torymidae,Torymus,interruptus,0,0,0
Torymidae,Torymus,inulae,1,1,2
Torymidae,Torymus,iraklii,1,1,1
Torymidae,Torymus,isajevi,1,1,1
Torymidae,Torymus,itoi,1,1,1
Torymidae,Torymus,janetiellae,1,1,1
Torymidae,Torymus,josefi,0,0,0
Torymidae,Torymus,josephinae,0,0,0
Torymidae,Torymus,juniperi,1,1,1
Torymidae,Torymus,kaltenbachi,0,0,0
Torymidae,Torymus,kiefferi,1,1,1
Torymidae,Torymus,kinseyi,1,2,3
Torymidae,Torymus,koebelei,1,2,3
Torymidae,Torymus,kononovae,0,0,0
Torymidae,Torymus,koponeni,0,0,0
Torymidae,Torymus,koreanus,0,0,0
Torymidae,Torymus,kovaci,1,1,1
Torymidae,Torymus,laetus,2,2,7
Torymidae,Torymus,lampros,0,0,0
Torymidae,Torymus,lapsanae,1,1,2
Torymidae,Torymus,laricis,1,1,1
Torymidae,Torymus,larreae,0,0,0
Torymidae,Torymus,lathyri,1,1,1
Torymidae,Torymus,latialatus,0,0,0
Torymidae,Torymus,lini,1,1,1
Torymidae,Torymus,lissus,1,1,8
Torymidae,Torymus,lividus,0,0,0
Torymidae,Torymus,longicalcar,2,2,4
Torymidae,Torymus,longicauda,0,0,0
Torymidae,Torymus,longior,1,1,1
Torymidae,Torymus,longiscapus,1,1,1
Torymidae,Torymus,longistigmus,1,1,1
Torymidae,Torymus,loranthi,0,0,0
Torymidae,Torymus,luridus,0,0,0
Torymidae,Torymus,lyciicola,0,0,0
Torymidae,Torymus,lythri,1,1,1
Torymidae,Torymus,macrurus,1,1,2
Torymidae,Torymus,maculatus,0,0,0
Torymidae,Torymus,maculipennis,0,0,0
Torymidae,Torymus,maculosus,0,0,0
Torymidae,Torymus,magnificus,1,1,2
Torymidae,Torymus,mandrakensis,0,0,0
Torymidae,Torymus,mayri,0,0,0
Torymidae,Torymus,mediocris,0,0,0
Torymidae,Torymus,mellipes,0,0,0
Torymidae,Torymus,memnonius,1,1,1
Torymidae,Torymus,mendocinus,1,1,1
Torymidae,Torymus,mexicanus,1,1,2
Torymidae,Torymus,microcerus,1,1,4
Torymidae,Torymus,micropterus,1,1,2
Torymidae,Torymus,microstigma,3,3,11
Torymidae,Torymus,micrurus,0,0,0
Torymidae,Torymus,millefolii,1,1,1
Torymidae,Torymus,minutus,0,0,0
Torymidae,Torymus,missouriensis,0,0,0
Torymidae,Torymus,montanus,1,1,5
Torymidae,Torymus,monticola,0,0,0
Torymidae,Torymus,montserrati,1,1,1
Torymidae,Torymus,multicolor,0,0,0
Torymidae,Torymus,myrtacearum,0,0,0
Torymidae,Torymus,narvikensis,1,1,1
Torymidae,Torymus,nebulosus,0,0,0
Torymidae,Torymus,neepalensis,0,0,0
Torymidae,Torymus,nemorum,0,0,0
Torymidae,Torymus,neuroterus,1,1,2
Torymidae,Torymus,nigritarsus,1,1,1
Torymidae,Torymus,nitidulus,1,1,3
Torymidae,Torymus,nobilis,1,1,11
Torymidae,Torymus,nonacris,0,0,0
Torymidae,Torymus,notatus,2,2,8
Torymidae,Torymus,novitzkyi,0,0,0
Torymidae,Torymus,nubilus,1,1,2
Torymidae,Torymus,nudus,1,1,2
Torymidae,Torymus,obscurus,1,1,1
Torymidae,Torymus,occidentalis,0,0,0
Torymidae,Torymus,ochreatus,0,0,0
Torymidae,Torymus,oreiplanus,1,1,1
Torymidae,Torymus,orientalis,1,1,1
Torymidae,Torymus,orissaensis,0,0,0
Torymidae,Torymus,orobi,1,1,1
Torymidae,Torymus,osborni,0,0,0
Torymidae,Torymus,oviperditor,1,1,3
Torymidae,Torymus,pachypsyllae,1,1,3
Torymidae,Torymus,pallidipes,0,0,0
Torymidae,Torymus,paludum,0,0,0
Torymidae,Torymus,paraguayensis,0,0,0
Torymidae,Torymus,partitus,1,1,1
Torymidae,Torymus,pascuorum,0,0,0
Torymidae,Torymus,pastinacae,1,1,1
Torymidae,Torymus,pavidus,0,0,0
Torymidae,Torymus,perplexus,1,1,2
Torymidae,Torymus,persicariae,1,1,2
Torymidae,Torymus,persimilis,0,0,0
Torymidae,Torymus,pertinax,0,0,0
Torymidae,Torymus,philippii,1,1,1
Torymidae,Torymus,phillyreae,2,2,10
Torymidae,Torymus,pimpinellifoliae,1,1,1
Torymidae,Torymus,poae,1,1,1
Torymidae,Torymus,potamius,1,1,1
Torymidae,Torymus,pretiosus,0,0,0
Torymidae,Torymus,problematicus,0,0,0
Torymidae,Torymus,prosopidis,1,1,2
Torymidae,Torymus,prunicola,0,0,0
Torymidae,Torymus,pseudotsugae,0,0,0
Torymidae,Torymus,pulchellus,1,1,1
Torymidae,Torymus,punctifrons,0,0,0
Torymidae,Torymus,purpurascens,1,1,1
Torymidae,Torymus,purpureae,1,1,1
Torymidae,Torymus,purpureomaculata,0,0,0
Torymidae,Torymus,putoniellae,2,2,3
Torymidae,Torymus,pygmaeus,2,2,2
Torymidae,Torymus,quadriceps,0,0,0
Torymidae,Torymus,quercinus,2,2,2
Torymidae,Torymus,ramicola,1,1,1
Torymidae,Torymus,ranomafanensis,0,0,0
Torymidae,Torymus,recemareae,1,1,16
Torymidae,Torymus,regalis,0,0,0
Torymidae,Torymus,resinanae,0,0,0
Torymidae,Torymus,rhamni,2,2,3
Torymidae,Torymus,rhoditidis,1,1,2
Torymidae,Torymus,ringofuschi,1,1,1
Torymidae,Torymus,roboris,1,1,1
Torymidae,Torymus,rosariae,1,1,3
Torymidae,Torymus,rubi,4,6,20
Torymidae,Torymus,rubigasterus,0,0,0
Torymidae,Torymus,rudbeckiae,0,0,0
Torymidae,Torymus,rufipes,0,0,0
Torymidae,Torymus,rugglesi,1,1,1
Torymidae,Torymus,rugosipunctatus,0,0,0
Torymidae,Torymus,ruschkai,1,1,4
Torymidae,Torymus,salicis,0,0,0
Torymidae,Torymus,sapporoensis,0,0,0
Torymidae,Torymus,sarothamni,1,2,3
Torymidae,Torymus,scalaris,1,1,1
Torymidae,Torymus,scandicus,0,0,0
Torymidae,Torymus,scaposus,0,0,0
Torymidae,Torymus,schizothecae,1,1,1
Torymidae,Torymus,scutellaris,1,1,7
Torymidae,Torymus,seminum,1,1,2
Torymidae,Torymus,sharmai,1,1,1
Torymidae,Torymus,silenus,0,0,0
Torymidae,Torymus,sinensis,1,1,1
Torymidae,Torymus,smithi,0,0,0
Torymidae,Torymus,socius,1,1,1
Torymidae,Torymus,solidaginis,0,0,0
Torymidae,Torymus,solitarius,1,1,6
Torymidae,Torymus,spaici,0,0,0
Torymidae,Torymus,speciosus,1,1,1
Torymidae,Torymus,spherocephalus,0,0,0
Torymidae,Torymus,spilopterus,2,2,2
Torymidae,Torymus,spinosus,0,0,0
Torymidae,Torymus,splendidulus,1,1,3
Torymidae,Torymus,stenus,0,0,0
Torymidae,Torymus,steposus,0,0,0
Torymidae,Torymus,stom,0,0,0
Torymidae,Torymus,strenuus,0,0,0
Torymidae,Torymus,subcalifornicus,1,1,1
Torymidae,Torymus,subigneus,0,0,0
Torymidae,Torymus,subnudus,0,0,0
Torymidae,Torymus,sulcatus,1,1,2
Torymidae,Torymus,superbus,1,1,1
Torymidae,Torymus,sylvicola,0,0,0
Torymidae,Torymus,tanaceticola,1,1,1
Torymidae,Torymus,tatianae,0,0,0
Torymidae,Torymus,terentianus,1,1,1
Torymidae,Torymus,texanus,1,1,15
Torymidae,Torymus,thalassinus,1,1,2
Torymidae,Torymus,theon,0,0,0
Torymidae,Torymus,thompsoni,1,1,1
Torymidae,Torymus,thoracicus,0,0,0
Torymidae,Torymus,thymi,1,1,3
Torymidae,Torymus,tilicola,1,1,1
Torymidae,Torymus,tipulariarum,1,1,7
Torymidae,Torymus,triangularis,0,0,0
Torymidae,Torymus,tsugae,1,1,1
Torymidae,Torymus,tubicola,2,3,62
Torymidae,Torymus,ulmariae,1,1,2
Torymidae,Torymus,umbilicatus,1,2,6
Torymidae,Torymus,valerii,1,1,1
Torymidae,Torymus,vallisnierii,1,1,2
Torymidae,Torymus,varians,2,2,20
Torymidae,Torymus,ventralis,1,1,3
Torymidae,Torymus,verbasci,1,1,1
Torymidae,Torymus,veronicae,1,1,3
Torymidae,Torymus,vesiculi,1,1,2
Torymidae,Torymus,violae,1,1,1
Torymidae,Torymus,virescens,1,1,1
Torymidae,Torymus,viridis,0,0,0
Torymidae,Torymus,wachtliellae,1,1,1
Torymidae,Torymus,warreni,1,1,12
Torymidae,Torymus,xanthopus,0,0,0
Torymidae,Torymus,zabriskii,1,3,12
Torymidae,Torymus,zhejiangensis,1,1,1
Trichogrammatidae,Megaphragma,amalphitanum,1,1,2
Trichogrammatidae,Megaphragma,anomalifuniculi,0,0,0
Trichogrammatidae,Megaphragma,caribea,1,1,1
Trichogrammatidae,Megaphragma,decochaetum,0,0,0
Trichogrammatidae,Megaphragma,deflectum,0,0,0
Trichogrammatidae,Megaphragma,ghesquierei,1,1,1
Trichogrammatidae,Megaphragma,longiciliatum,0,0,0
Trichogrammatidae,Megaphragma,macrostigmum,0,0,0
Trichogrammatidae,Megaphragma,magniclava,0,0,0
Trichogrammatidae,Megaphragma,mymaripenne,1,1,4
Trichogrammatidae,Megaphragma,polychaetum,0,0,0
Trichogrammatidae,Megaphragma,priesneri,1,1,1
Trichogrammatidae,Megaphragma,shimalianum,0,0,0
Trichogrammatidae,Megaphragma,stenopterum,0,0,0
Trichogrammatidae,Megaphragma,striatum,0,0,0
Trichogrammatidae,Trichogramma,acacioi,1,7,11
Trichogrammatidae,Trichogramma,acantholydae,1,1,2
Trichogrammatidae,Trichogramma,achaeae,2,12,32
Trichogrammatidae,Trichogramma,acuminatum,0,0,0
Trichogrammatidae,Trichogramma,acutovirilia,0,0,0
Trichogrammatidae,Trichogramma,adashkevitshi,0,0,0
Trichogrammatidae,Trichogramma,agriae,1,2,2
Trichogrammatidae,Trichogramma,agrotidis,1,4,5
Trichogrammatidae,Trichogramma,aldanense,1,1,1
Trichogrammatidae,Trichogramma,alloeovirilia,0,0,0
Trichogrammatidae,Trichogramma,alpha,1,2,2
Trichogrammatidae,Trichogramma,aomoriense,1,1,1
Trichogrammatidae,Trichogramma,arcanum,0,0,0
Trichogrammatidae,Trichogramma,artonae,1,1,1
Trichogrammatidae,Trichogramma,atopovirilia,2,7,26
Trichogrammatidae,Trichogramma,atropos,0,0,0
Trichogrammatidae,Trichogramma,aurosum,2,4,8
Trichogrammatidae,Trichogramma,australicum,2,13,62
Trichogrammatidae,Trichogramma,bactrianum,1,1,1
Trichogrammatidae,Trichogramma,ballmeri,1,1,5
Trichogrammatidae,Trichogramma,bellaunionense,1,1,2
Trichogrammatidae,Trichogramma,bennetti,1,4,4
Trichogrammatidae,Trichogramma,bertii,1,1,2
Trichogrammatidae,Trichogramma,bezdencovii,1,3,5
Trichogrammatidae,Trichogramma,bilingense,1,2,2
Trichogrammatidae,Trichogramma,bispinosum,0,0,0
Trichogrammatidae,Trichogramma,bistrae,0,0,0
Trichogrammatidae,Trichogramma,bourarachae,2,4,6
Trichogrammatidae,Trichogramma,bournieri,1,2,4
Trichogrammatidae,Trichogramma,brassicae,2,17,66
Trichogrammatidae,Trichogramma,brevicapillum,1,9,24
Trichogrammatidae,Trichogramma,breviciliata,1,1,1
Trichogrammatidae,Trichogramma,brevifringiata,1,1,1
Trichogrammatidae,Trichogramma,browningi,1,3,4
Trichogrammatidae,Trichogramma,bruni,1,5,13
Trichogrammatidae,Trichogramma,buluti,1,1,1
Trichogrammatidae,Trichogramma,cacaeciae,4,13,58
Trichogrammatidae,Trichogramma,californicum,1,3,9
Trichogrammatidae,Trichogramma,canadense,0,0,0
Trichogrammatidae,Trichogramma,canariense,1,1,1
Trichogrammatidae,Trichogramma,carina,0,0,0
Trichogrammatidae,Trichogramma,carverae,1,4,7
Trichogrammatidae,Trichogramma,castrense,1,1,1
Trichogrammatidae,Trichogramma,cephalciae,2,2,5
Trichogrammatidae,Trichogramma,chilonis,5,29,148
Trichogrammatidae,Trichogramma,chilotraeae,1,7,33
Trichogrammatidae,Trichogramma,choui,1,1,1
Trichogrammatidae,Trichogramma,chusniddini,0,0,0
Trichogrammatidae,Trichogramma,closterae,1,7,17
Trichogrammatidae,Trichogramma,clotho,0,0,0
