family,genus,species,num_orders,num_fam,num_spp
Encyrtidae,Habrolepis,aeruginosa,0,0,0
Encyrtidae,Habrolepis,algoensis,1,1,1
Encyrtidae,Habrolepis,apicalis,1,1,2
Encyrtidae,Habrolepis,dalmanni,2,5,14
Encyrtidae,Habrolepis,diaspidi,1,1,17
Encyrtidae,Habrolepis,guineensis,1,1,1
Encyrtidae,Habrolepis,italicus,1,1,4
Encyrtidae,Habrolepis,montenegrina,1,1,1
Encyrtidae,Habrolepis,namibensis,1,1,1
Encyrtidae,Habrolepis,neocaledonensis,1,1,1
Encyrtidae,Habrolepis,obscura,1,1,9
Encyrtidae,Habrolepis,occidua,1,1,5
Encyrtidae,Habrolepis,oppugnati,1,1,2
Encyrtidae,Habrolepis,pascuorum,1,2,10
Encyrtidae,Habrolepis,rouxi,1,1,16
Encyrtidae,Habrolepis,setigera,1,1,1
Encyrtidae,Habrolepis,tergrigorianae,1,2,3
Encyrtidae,Hambletonia,calvifrons,0,0,0
Encyrtidae,Hambletonia,marticephala,0,0,0
Encyrtidae,Hambletonia,pilosifrons,0,0,0
Encyrtidae,Hambletonia,pseudococcina,1,1,3
Encyrtidae,Hambletonia,punctifrons,0,0,0
Encyrtidae,Hambletonia,roseni,0,0,0
Encyrtidae,Hambletonia,setosifrons,0,0,0
Encyrtidae,Hambletonia,squalicephala,0,0,0
Encyrtidae,Hambletonia,undulitibiae,0,0,0
Encyrtidae,Microterys,aeneiventris,1,1,2
Encyrtidae,Microterys,aestivus,0,0,0
Encyrtidae,Microterys,africa,1,1,1
Encyrtidae,Microterys,agaeus,1,1,1
Encyrtidae,Microterys,aldreyi,1,1,1
Encyrtidae,Microterys,amamensis,1,1,1
Encyrtidae,Microterys,ambulator,0,0,0
Encyrtidae,Microterys,anneckei,1,1,6
Encyrtidae,Microterys,anomalococci,1,1,1
Encyrtidae,Microterys,anomalus,0,0,0
Encyrtidae,Microterys,anyangensis,1,1,1
Encyrtidae,Microterys,apicipennis,0,0,0
Encyrtidae,Microterys,aristotelea,0,0,0
Encyrtidae,Microterys,ashkhabadensis,1,1,1
Encyrtidae,Microterys,asoris,0,0,0
Encyrtidae,Microterys,atturensis,0,0,0
Encyrtidae,Microterys,australicus,1,1,2
Encyrtidae,Microterys,axius,0,0,0
Encyrtidae,Microterys,axonis,0,0,0
Encyrtidae,Microterys,bangalorensis,1,1,1
Encyrtidae,Microterys,barbarus,0,0,0
Encyrtidae,Microterys,bellae,1,1,7
Encyrtidae,Microterys,berberus,0,0,0
Encyrtidae,Microterys,bizanensis,1,1,3
Encyrtidae,Microterys,brachypterus,0,0,0
Encyrtidae,Microterys,breviventris,1,1,2
Encyrtidae,Microterys,calatia,0,0,0
Encyrtidae,Microterys,calyptici,0,0,0
Encyrtidae,Microterys,capensis,1,1,1
Encyrtidae,Microterys,carpathicus,0,0,0
Encyrtidae,Microterys,caudatus,0,0,0
Encyrtidae,Microterys,cedrenus,0,0,0
Encyrtidae,Microterys,ceroplastae,1,1,2
Encyrtidae,Microterys,chaetococci,1,1,1
Encyrtidae,Microterys,chalcostomus,1,4,15
Encyrtidae,Microterys,chommati,1,1,1
Encyrtidae,Microterys,choui,1,1,2
Encyrtidae,Microterys,cincticornis,1,1,1
Encyrtidae,Microterys,clauseni,1,2,8
Encyrtidae,Microterys,cneus,1,2,2
Encyrtidae,Microterys,coffeae,1,1,1
Encyrtidae,Microterys,colligatus,0,0,0
Encyrtidae,Microterys,continentalis,1,1,1
Encyrtidae,Microterys,contractus,0,0,0
Encyrtidae,Microterys,contumo,0,0,0
Encyrtidae,Microterys,crescocci,1,1,1
Encyrtidae,Microterys,cuprinus,1,1,2
Encyrtidae,Microterys,curio,0,0,0
Encyrtidae,Microterys,cyanocephalus,1,1,4
Encyrtidae,Microterys,cyzicus,0,0,0
Encyrtidae,Microterys,danzigae,1,1,3
Encyrtidae,Microterys,darevskii,1,2,2
Encyrtidae,Microterys,darganatensis,0,0,0
Encyrtidae,Microterys,degeneratus,0,0,0
Encyrtidae,Microterys,dichrous,1,1,1
Encyrtidae,Microterys,didesmococci,1,1,1
Encyrtidae,Microterys,dimorphus,0,0,0
Encyrtidae,Microterys,diogenes,0,0,0
Encyrtidae,Microterys,ditaeniatus,1,1,2
Encyrtidae,Microterys,drosichaphagus,1,1,1
Encyrtidae,Microterys,duplicatus,1,1,12
Encyrtidae,Microterys,elegans,1,1,3
Encyrtidae,Microterys,eleutherococci,1,1,2
Encyrtidae,Microterys,ericeri,1,2,4
Encyrtidae,Microterys,eridanus,1,1,1
Encyrtidae,Microterys,eriococci,1,1,1
Encyrtidae,Microterys,erythea,0,0,0
Encyrtidae,Microterys,euryas,0,0,0
Encyrtidae,Microterys,ferrugineus,1,3,7
Encyrtidae,Microterys,flavitibiaris,0,0,0
Encyrtidae,Microterys,frugax,0,0,0
Encyrtidae,Microterys,fuscicornis,1,1,2
Encyrtidae,Microterys,fuscipennis,1,1,4
Encyrtidae,Microterys,gansuensis,1,1,1
Encyrtidae,Microterys,garibaldia,1,1,2
Encyrtidae,Microterys,gilberti,0,0,0
Encyrtidae,Microterys,godoyae,1,1,1
Encyrtidae,Microterys,haroldi,1,1,2
Encyrtidae,Microterys,hei,0,0,0
Encyrtidae,Microterys,henna,0,0,0
Encyrtidae,Microterys,herbaceus,1,1,1
Encyrtidae,Microterys,hermonicus,0,0,0
Encyrtidae,Microterys,hesperidum,1,1,1
Encyrtidae,Microterys,hortulanus,1,1,6
Encyrtidae,Microterys,hunanensis,1,1,1
Encyrtidae,Microterys,ilus,0,0,0
Encyrtidae,Microterys,imphalensis,0,0,0
Encyrtidae,Microterys,incertus,0,0,0
Encyrtidae,Microterys,indicus,1,1,1
Encyrtidae,Microterys,intermedius,1,1,3
Encyrtidae,Microterys,interpunctus,1,2,4
Encyrtidae,Microterys,iranicus,1,1,1
Encyrtidae,Microterys,ishiii,1,1,3
Encyrtidae,Microterys,itylus,0,0,0
Encyrtidae,Microterys,japonicus,1,1,1
Encyrtidae,Microterys,jiamusiensis,0,0,0
Encyrtidae,Microterys,jorhatensis,0,0,0
Encyrtidae,Microterys,kenyaensis,1,1,5
Encyrtidae,Microterys,kerrichi,1,1,2
Encyrtidae,Microterys,kotinskyi,2,3,13
Encyrtidae,Microterys,kuwanai,1,3,10
Encyrtidae,Microterys,lachni,1,1,2
Encyrtidae,Microterys,ladogensis,0,0,0
Encyrtidae,Microterys,lehri,1,1,1
Encyrtidae,Microterys,liaoi,1,1,1
Encyrtidae,Microterys,lii,1,2,2
Encyrtidae,Microterys,lilyae,1,1,2
Encyrtidae,Microterys,longiclavatus,1,1,1
Encyrtidae,Microterys,longifuniculus,0,0,0
Encyrtidae,Microterys,lunatus,1,3,17
Encyrtidae,Microterys,masii,1,3,16
Encyrtidae,Microterys,matritensis,1,2,3
Encyrtidae,Microterys,mazzinini,1,1,1
Encyrtidae,Microterys,melanostomatus,1,1,1
Encyrtidae,Microterys,menapus,0,0,0
Encyrtidae,Microterys,mesasiaticus,1,1,5
Encyrtidae,Microterys,metaceronemae,1,1,1
Encyrtidae,Microterys,mirzai,1,1,1
Encyrtidae,Microterys,moneta,0,0,0
Encyrtidae,Microterys,monixys,0,0,0
Encyrtidae,Microterys,montinus,3,3,3
Encyrtidae,Microterys,nanus,0,0,0
Encyrtidae,Microterys,narzykulovi,1,1,2
Encyrtidae,Microterys,nevoi,0,0,0
Encyrtidae,Microterys,newcombi,1,1,4
Encyrtidae,Microterys,nicholsoni,1,1,8
Encyrtidae,Microterys,nietneri,1,3,48
Encyrtidae,Microterys,notus,1,1,3
Encyrtidae,Microterys,nuticaudatus,1,1,1
Encyrtidae,Microterys,obventionis,1,1,2
Encyrtidae,Microterys,okitsuensis,1,1,7
Encyrtidae,Microterys,ouasii,0,0,0
Encyrtidae,Microterys,ovaliscapus,1,1,1
Encyrtidae,Microterys,pavliceki,0,0,0
Encyrtidae,Microterys,physokermis,1,1,2
Encyrtidae,Microterys,polylaus,0,0,0
Encyrtidae,Microterys,postmarginis,1,1,2
Encyrtidae,Microterys,potosinus,1,1,1
Encyrtidae,Microterys,praedator,1,1,5
Encyrtidae,Microterys,priapus,0,0,0
Encyrtidae,Microterys,problematicus,0,0,0
Encyrtidae,Microterys,provisorius,0,0,0
Encyrtidae,Microterys,pseudocrescocci,1,2,2
Encyrtidae,Microterys,pseudonietneri,2,4,8
Encyrtidae,Microterys,psoraleococci,1,1,1
Encyrtidae,Microterys,purpureiventris,0,0,0
Encyrtidae,Microterys,roseni,1,1,1
Encyrtidae,Microterys,rufofulvus,1,2,6
Encyrtidae,Microterys,rufulus,1,1,4
Encyrtidae,Microterys,sagaris,0,0,0
Encyrtidae,Microterys,sasae,1,1,1
Encyrtidae,Microterys,satura,0,0,0
Encyrtidae,Microterys,scarlatoi,1,1,1
Encyrtidae,Microterys,sceptriger,1,1,1
Encyrtidae,Microterys,seyon,1,1,1
Encyrtidae,Microterys,shaanxiensis,1,1,1
Encyrtidae,Microterys,sinicus,1,1,1
Encyrtidae,Microterys,skotasmos,1,1,1
Encyrtidae,Microterys,speciosissimus,1,1,1
Encyrtidae,Microterys,speciosus,1,1,6
Encyrtidae,Microterys,spinozai,0,0,0
Encyrtidae,Microterys,steinbergi,1,1,2
Encyrtidae,Microterys,stepanovi,0,0,0
Encyrtidae,Microterys,subcupratus,1,1,2
Encyrtidae,Microterys,sublestus,1,1,1
Encyrtidae,Microterys,sugonjaevi,0,0,0
Encyrtidae,Microterys,sylvius,1,1,24
Encyrtidae,Microterys,tanais,0,0,0
Encyrtidae,Microterys,tarumiensis,1,1,2
Encyrtidae,Microterys,temporarius,1,1,1
Encyrtidae,Microterys,tenuifasciatus,0,0,0
Encyrtidae,Microterys,tenuifrons,0,0,0
Encyrtidae,Microterys,tessellatus,1,1,5
Encyrtidae,Microterys,tianchiensis,0,0,0
Encyrtidae,Microterys,tianshanicus,1,1,1
Encyrtidae,Microterys,tranusideltus,0,0,0
Encyrtidae,Microterys,tranusimarginis,0,0,0
Encyrtidae,Microterys,tricoloricornis,1,1,6
Encyrtidae,Microterys,triguttatus,1,1,6
Encyrtidae,Microterys,trjapitzini,1,1,1
Encyrtidae,Microterys,tshumakovae,1,1,1
Encyrtidae,Microterys,turanicus,1,1,10
Encyrtidae,Microterys,tymi,1,1,1
Encyrtidae,Microterys,ulmi,1,1,1
Encyrtidae,Microterys,unicoloris,1,1,1
Encyrtidae,Microterys,varicoloris,0,0,0
Encyrtidae,Microterys,vashlovanicus,1,1,1
Encyrtidae,Microterys,vecoris,0,0,0
Encyrtidae,Microterys,veolia,0,0,0
Encyrtidae,Microterys,vichrenkoi,0,0,0
Encyrtidae,Microterys,vitripennis,0,0,0
Encyrtidae,Microterys,vladimiri,1,1,1
Encyrtidae,Microterys,wasseri,0,0,0
Encyrtidae,Microterys,weyericus,0,0,0
Encyrtidae,Microterys,xanthopsis,1,1,2
Encyrtidae,Microterys,xenos,0,0,0
Encyrtidae,Microterys,yolandae,1,1,1
Encyrtidae,Microterys,yunnanensis,1,1,2
Encyrtidae,Microterys,zarina,1,2,7
Encyrtidae,Microterys,zhaoi,1,1,2
Encyrtidae,Microterys,zygophylli,1,1,1
Encyrtidae,Ooencyrtus,acamas,0,0,0
Encyrtidae,Ooencyrtus,acastus,0,0,0
Encyrtidae,Ooencyrtus,acca,0,0,0
Encyrtidae,Ooencyrtus,acedes,1,1,1
Encyrtidae,Ooencyrtus,acestes,0,0,0
Encyrtidae,Ooencyrtus,acus,2,2,2
Encyrtidae,Ooencyrtus,admetus,0,0,0
Encyrtidae,Ooencyrtus,adonis,0,0,0
Encyrtidae,Ooencyrtus,aemilius,0,0,0
Encyrtidae,Ooencyrtus,aeneas,0,0,0
Encyrtidae,Ooencyrtus,aesar,0,0,0
Encyrtidae,Ooencyrtus,aethes,0,0,0
Encyrtidae,Ooencyrtus,afer,1,1,1
Encyrtidae,Ooencyrtus,agalmatus,0,0,0
Encyrtidae,Ooencyrtus,agastus,0,0,0
Encyrtidae,Ooencyrtus,agraulus,0,0,0
Encyrtidae,Ooencyrtus,albicrus,1,2,4
Encyrtidae,Ooencyrtus,alboantennatus,1,1,1
Encyrtidae,Ooencyrtus,aleaus,0,0,0
Encyrtidae,Ooencyrtus,alpes,0,0,0
Encyrtidae,Ooencyrtus,alrake,1,1,1
Encyrtidae,Ooencyrtus,alvaroi,0,0,0
Encyrtidae,Ooencyrtus,anabrivorus,1,1,1
Encyrtidae,Ooencyrtus,anasae,2,6,10
Encyrtidae,Ooencyrtus,angolensis,1,1,1
Encyrtidae,Ooencyrtus,antares,0,0,0
Encyrtidae,Ooencyrtus,aphidius,0,0,0
Encyrtidae,Ooencyrtus,ascalaphi,1,1,1
Encyrtidae,Ooencyrtus,australiensis,0,0,0
Encyrtidae,Ooencyrtus,austrinus,0,0,0
Encyrtidae,Ooencyrtus,azai,0,0,0
Encyrtidae,Ooencyrtus,azofeifai,0,0,0
Encyrtidae,Ooencyrtus,azul,1,1,1
Encyrtidae,Ooencyrtus,azureus,3,4,4
Encyrtidae,Ooencyrtus,bacchus,0,0,0
Encyrtidae,Ooencyrtus,bambeyi,1,1,1
Encyrtidae,Ooencyrtus,bedfordi,1,1,3
Encyrtidae,Ooencyrtus,belus,0,0,0
Encyrtidae,Ooencyrtus,berytus,0,0,0
Encyrtidae,Ooencyrtus,beya,0,0,0
Encyrtidae,Ooencyrtus,bicolor,0,0,0
Encyrtidae,Ooencyrtus,bidentatus,0,0,0
Encyrtidae,Ooencyrtus,blastothricoide,1,1,2
Encyrtidae,Ooencyrtus,borata,0,0,0
Encyrtidae,Ooencyrtus,boreas,1,1,1
Encyrtidae,Ooencyrtus,brisea,0,0,0
Encyrtidae,Ooencyrtus,brunneipes,0,0,0
Encyrtidae,Ooencyrtus,bucculatrix,3,3,6
Encyrtidae,Ooencyrtus,bukula,0,0,0
Encyrtidae,Ooencyrtus,californicus,2,3,4
Encyrtidae,Ooencyrtus,caligo,1,1,5
Encyrtidae,Ooencyrtus,calpodicus,1,1,1
Encyrtidae,Ooencyrtus,camerounensis,1,1,2
Encyrtidae,Ooencyrtus,caribeus,0,0,0
Encyrtidae,Ooencyrtus,castneus,1,1,1
Encyrtidae,Ooencyrtus,caurus,1,1,2
Encyrtidae,Ooencyrtus,ceatotis,0,0,0
Encyrtidae,Ooencyrtus,cereicornis,0,0,0
Encyrtidae,Ooencyrtus,ceres,1,1,1
Encyrtidae,Ooencyrtus,cervantesi,0,0,0
Encyrtidae,Ooencyrtus,charas,0,0,0
Encyrtidae,Ooencyrtus,charisma,0,0,0
Encyrtidae,Ooencyrtus,charybidis,0,0,0
Encyrtidae,Ooencyrtus,chloe,0,0,0
Encyrtidae,Ooencyrtus,cinctus,1,1,2
Encyrtidae,Ooencyrtus,circe,0,0,0
Encyrtidae,Ooencyrtus,cirinae,1,1,1
Encyrtidae,Ooencyrtus,clanius,1,1,1
Encyrtidae,Ooencyrtus,clavatus,0,0,0
Encyrtidae,Ooencyrtus,clio,0,0,0
Encyrtidae,Ooencyrtus,clisiocampae,1,2,6
Encyrtidae,Ooencyrtus,clotho,0,0,0
Encyrtidae,Ooencyrtus,congensis,1,1,1
Encyrtidae,Ooencyrtus,conops,0,0,0
Encyrtidae,Ooencyrtus,consona,0,0,0
Encyrtidae,Ooencyrtus,corbetti,2,2,3
Encyrtidae,Ooencyrtus,corei,1,1,1
Encyrtidae,Ooencyrtus,corinna,0,0,0
Encyrtidae,Ooencyrtus,coroebus,0,0,0
Encyrtidae,Ooencyrtus,crassulus,1,1,1
Encyrtidae,Ooencyrtus,crepana,1,1,1
Encyrtidae,Ooencyrtus,cretatus,0,0,0
Encyrtidae,Ooencyrtus,cybele,1,1,1
Encyrtidae,Ooencyrtus,dakshina,0,0,0
Encyrtidae,Ooencyrtus,daphne,0,0,0
Encyrtidae,Ooencyrtus,daritshevae,1,1,3
Encyrtidae,Ooencyrtus,deianira,0,0,0
Encyrtidae,Ooencyrtus,delatus,0,0,0
Encyrtidae,Ooencyrtus,delobella,0,0,0
Encyrtidae,Ooencyrtus,demodoci,1,1,2
Encyrtidae,Ooencyrtus,desdemona,0,0,0
Encyrtidae,Ooencyrtus,destructor,1,1,3
Encyrtidae,Ooencyrtus,dichromus,1,1,1
Encyrtidae,Ooencyrtus,dictyoplocae,1,1,1
Encyrtidae,Ooencyrtus,dione,1,1,1
Encyrtidae,Ooencyrtus,dipterae,2,2,3
Encyrtidae,Ooencyrtus,dis,0,0,0
Encyrtidae,Ooencyrtus,distatus,2,2,2
Encyrtidae,Ooencyrtus,dryas,0,0,0
Encyrtidae,Ooencyrtus,eburon,0,0,0
Encyrtidae,Ooencyrtus,edessa,0,0,0
Encyrtidae,Ooencyrtus,egeria,0,0,0
Encyrtidae,Ooencyrtus,elea,0,0,0
Encyrtidae,Ooencyrtus,elissa,0,0,0
Encyrtidae,Ooencyrtus,endymion,1,2,3
Encyrtidae,Ooencyrtus,ennomophagus,1,10,68
Encyrtidae,Ooencyrtus,epilachnae,1,1,1
Encyrtidae,Ooencyrtus,erdoesi,0,0,0
Encyrtidae,Ooencyrtus,erebus,0,0,0
Encyrtidae,Ooencyrtus,eulia,0,0,0
Encyrtidae,Ooencyrtus,euxoae,1,1,2
Encyrtidae,Ooencyrtus,eversi,1,1,1
Encyrtidae,Ooencyrtus,exallus,0,0,0
Encyrtidae,Ooencyrtus,fasciatus,1,1,1
Encyrtidae,Ooencyrtus,faunus,0,0,0
Encyrtidae,Ooencyrtus,ferdowsii,1,1,1
Encyrtidae,Ooencyrtus,ferrierei,0,0,0
Encyrtidae,Ooencyrtus,flavipes,0,0,0
Encyrtidae,Ooencyrtus,flavipterus,1,1,1
Encyrtidae,Ooencyrtus,forulus,0,0,0
Encyrtidae,Ooencyrtus,fulvipes,1,1,1
Encyrtidae,Ooencyrtus,furius,0,0,0
Encyrtidae,Ooencyrtus,galba,0,0,0
Encyrtidae,Ooencyrtus,garisa,0,0,0
Encyrtidae,Ooencyrtus,gelonus,0,0,0
Encyrtidae,Ooencyrtus,georyx,0,0,0
Encyrtidae,Ooencyrtus,glyco,0,0,0
Encyrtidae,Ooencyrtus,gonoceri,1,2,3
Encyrtidae,Ooencyrtus,gravis,1,1,1
Encyrtidae,Ooencyrtus,guamensis,3,4,9
Encyrtidae,Ooencyrtus,guerrierii,0,0,0
Encyrtidae,Ooencyrtus,hayatii,0,0,0
Encyrtidae,Ooencyrtus,hera,1,1,1
Encyrtidae,Ooencyrtus,hercle,1,1,1
Encyrtidae,Ooencyrtus,homoeoceri,1,2,3
Encyrtidae,Ooencyrtus,hortensa,0,0,0
Encyrtidae,Ooencyrtus,hyalinipennis,0,0,0
Encyrtidae,Ooencyrtus,hymen,0,0,0
Encyrtidae,Ooencyrtus,icarus,1,1,1
Encyrtidae,Ooencyrtus,ilion,1,1,1
Encyrtidae,Ooencyrtus,inconspicuus,0,0,0
Encyrtidae,Ooencyrtus,indefinitus,1,1,1
Encyrtidae,Ooencyrtus,indi,0,0,0
Encyrtidae,Ooencyrtus,infelix,0,0,0
Encyrtidae,Ooencyrtus,ingua,0,0,0
Encyrtidae,Ooencyrtus,insignis,0,0,0
Encyrtidae,Ooencyrtus,insulanus,0,0,0
Encyrtidae,Ooencyrtus,iris,0,0,0
Encyrtidae,Ooencyrtus,isabellae,1,1,1
Encyrtidae,Ooencyrtus,iulus,1,1,1
Encyrtidae,Ooencyrtus,ixion,0,0,0
Encyrtidae,Ooencyrtus,javanicus,0,0,0
Encyrtidae,Ooencyrtus,jeani,2,2,2
Encyrtidae,Ooencyrtus,johnsoni,1,3,8
Encyrtidae,Ooencyrtus,junoobi,0,0,0
Encyrtidae,Ooencyrtus,keralensis,1,1,1
Encyrtidae,Ooencyrtus,kerriae,1,1,2
Encyrtidae,Ooencyrtus,krasilnikovae,1,1,1
Encyrtidae,Ooencyrtus,kuvanae,4,7,25
Encyrtidae,Ooencyrtus,kyra,0,0,0
Encyrtidae,Ooencyrtus,lacteiclavus,0,0,0
Encyrtidae,Ooencyrtus,laius,0,0,0
Encyrtidae,Ooencyrtus,lamborni,3,3,6
Encyrtidae,Ooencyrtus,larvarum,1,1,1
Encyrtidae,Ooencyrtus,latiscapus,1,2,2
Encyrtidae,Ooencyrtus,leander,0,0,0
Encyrtidae,Ooencyrtus,leogyna,0,0,0
Encyrtidae,Ooencyrtus,libitina,0,0,0
Encyrtidae,Ooencyrtus,likinis,0,0,0
Encyrtidae,Ooencyrtus,longicauda,1,1,1
Encyrtidae,Ooencyrtus,longiclavae,1,1,1
Encyrtidae,Ooencyrtus,longivenosus,2,2,2
Encyrtidae,Ooencyrtus,lucens,1,1,1
Encyrtidae,Ooencyrtus,lucina,1,1,2
Encyrtidae,Ooencyrtus,lupercus,0,0,0
Encyrtidae,Ooencyrtus,lyaeus,0,0,0
Encyrtidae,Ooencyrtus,lycia,0,0,0
Encyrtidae,Ooencyrtus,lyras,0,0,0
Encyrtidae,Ooencyrtus,macula,1,1,1
Encyrtidae,Ooencyrtus,maenas,0,0,0
Encyrtidae,Ooencyrtus,maender,0,0,0
Encyrtidae,Ooencyrtus,maera,0,0,0
Encyrtidae,Ooencyrtus,maevius,0,0,0
Encyrtidae,Ooencyrtus,major,1,2,2
Encyrtidae,Ooencyrtus,manii,1,1,2
Encyrtidae,Ooencyrtus,marcelloi,1,1,1
Encyrtidae,Ooencyrtus,marimba,0,0,0
Encyrtidae,Ooencyrtus,mars,0,0,0
Encyrtidae,Ooencyrtus,masicus,0,0,0
Encyrtidae,Ooencyrtus,masii,1,3,6
Encyrtidae,Ooencyrtus,masneri,0,0,0
Encyrtidae,Ooencyrtus,melia,0,0,0
Encyrtidae,Ooencyrtus,mesasiaticus,1,1,1
Encyrtidae,Ooencyrtus,metallicus,1,1,1
Encyrtidae,Ooencyrtus,midas,0,0,0
Encyrtidae,Ooencyrtus,mimus,0,0,0
Encyrtidae,Ooencyrtus,minax,0,0,0
Encyrtidae,Ooencyrtus,minerva,0,0,0
Encyrtidae,Ooencyrtus,minnae,1,1,1
Encyrtidae,Ooencyrtus,minor,1,1,1
Encyrtidae,Ooencyrtus,minutus,0,0,0
Encyrtidae,Ooencyrtus,moneilemae,1,1,2
Encyrtidae,Ooencyrtus,musa,0,0,0
Encyrtidae,Ooencyrtus,nanus,0,0,0
Encyrtidae,Ooencyrtus,nepos,0,0,0
Encyrtidae,Ooencyrtus,neptunus,0,0,0
Encyrtidae,Ooencyrtus,neustriae,1,2,3
Encyrtidae,Ooencyrtus,nexus,0,0,0
Encyrtidae,Ooencyrtus,nezarae,2,5,16
Encyrtidae,Ooencyrtus,nigricorpus,0,0,0
Encyrtidae,Ooencyrtus,notialis,0,0,0
Encyrtidae,Ooencyrtus,notodontae,1,1,1
Encyrtidae,Ooencyrtus,noyesi,0,0,0
Encyrtidae,Ooencyrtus,obscurus,2,4,4
Encyrtidae,Ooencyrtus,ooii,1,1,2
Encyrtidae,Ooencyrtus,orielus,0,0,0
Encyrtidae,Ooencyrtus,ovidivorus,1,1,2
Encyrtidae,Ooencyrtus,pacificus,1,1,1
Encyrtidae,Ooencyrtus,pallidipes,2,7,8
Encyrtidae,Ooencyrtus,pamirensis,1,1,1
Encyrtidae,Ooencyrtus,papilionidis,1,1,1
Encyrtidae,Ooencyrtus,papilionis,3,16,53
Encyrtidae,Ooencyrtus,paratachardinae,1,1,1
Encyrtidae,Ooencyrtus,parties,1,1,1
Encyrtidae,Ooencyrtus,parvatianus,0,0,0
Encyrtidae,Ooencyrtus,peechianus,0,0,0
Encyrtidae,Ooencyrtus,pergama,0,0,0
Encyrtidae,Ooencyrtus,pericles,0,0,0
Encyrtidae,Ooencyrtus,persa,0,0,0
Encyrtidae,Ooencyrtus,phaneta,0,0,0
Encyrtidae,Ooencyrtus,philopapilionis,1,3,3
Encyrtidae,Ooencyrtus,phoebi,1,1,1
Encyrtidae,Ooencyrtus,phongi,1,2,3
Encyrtidae,Ooencyrtus,phymatidivorus,0,0,0
Encyrtidae,Ooencyrtus,piezodori,1,1,1
Encyrtidae,Ooencyrtus,pilosus,0,0,0
Encyrtidae,Ooencyrtus,pindarus,1,1,1
Encyrtidae,Ooencyrtus,pinguis,0,0,0
Encyrtidae,Ooencyrtus,pinicola,1,3,17
Encyrtidae,Ooencyrtus,pityocampae,2,7,28
Encyrtidae,Ooencyrtus,plautus,1,1,2
Encyrtidae,Ooencyrtus,podontiae,1,1,2
Encyrtidae,Ooencyrtus,polyphagus,2,2,5
Encyrtidae,Ooencyrtus,populicola,1,1,1
Encyrtidae,Ooencyrtus,prenidis,1,1,4
Encyrtidae,Ooencyrtus,proetus,0,0,0
Encyrtidae,Ooencyrtus,protohermesis,0,0,0
Encyrtidae,Ooencyrtus,proximus,0,0,0
Encyrtidae,Ooencyrtus,puparum,1,1,1
Encyrtidae,Ooencyrtus,quercicola,0,0,0
Encyrtidae,Ooencyrtus,quibus,0,0,0
Encyrtidae,Ooencyrtus,reducea,0,0,0
Encyrtidae,Ooencyrtus,rigemae,1,2,2
Encyrtidae,Ooencyrtus,risbeci,0,0,0
Encyrtidae,Ooencyrtus,rufogaster,1,1,1
Encyrtidae,Ooencyrtus,saccharalis,2,2,2
Encyrtidae,Ooencyrtus,salicinus,1,1,1
Encyrtidae,Ooencyrtus,segestes,0,0,0
Encyrtidae,Ooencyrtus,seles,0,0,0
Encyrtidae,Ooencyrtus,selinus,0,0,0
Encyrtidae,Ooencyrtus,semirame,1,1,1
Encyrtidae,Ooencyrtus,senegalensis,1,1,1
Encyrtidae,Ooencyrtus,seronis,0,0,0
Encyrtidae,Ooencyrtus,sesbaniae,0,0,0
Encyrtidae,Ooencyrtus,shakespearei,0,0,0
Encyrtidae,Ooencyrtus,simpliciscapus,0,0,0
Encyrtidae,Ooencyrtus,sinis,1,1,2
Encyrtidae,Ooencyrtus,smirnovi,1,1,1
Encyrtidae,Ooencyrtus,solidus,1,1,1
Encyrtidae,Ooencyrtus,solisi,0,0,0
Encyrtidae,Ooencyrtus,sorkula,1,1,1
Encyrtidae,Ooencyrtus,sphingidarum,0,0,0
Encyrtidae,Ooencyrtus,suada,0,0,0
Encyrtidae,Ooencyrtus,submetallicus,3,7,21
Encyrtidae,Ooencyrtus,sucro,0,0,0
Encyrtidae,Ooencyrtus,swezeyi,1,1,1
Encyrtidae,Ooencyrtus,syrphidis,1,1,1
Encyrtidae,Ooencyrtus,tamira,0,0,0
Encyrtidae,Ooencyrtus,tardus,1,2,3
Encyrtidae,Ooencyrtus,taverneae,0,0,0
Encyrtidae,Ooencyrtus,telenomicida,3,11,45
Encyrtidae,Ooencyrtus,thaiensis,1,1,1
Encyrtidae,Ooencyrtus,tibialis,0,0,0
Encyrtidae,Ooencyrtus,tricolor,0,0,0
Encyrtidae,Ooencyrtus,tumidiclava,0,0,0
Encyrtidae,Ooencyrtus,unicus,0,0,0
Encyrtidae,Ooencyrtus,uniformis,1,2,3
Encyrtidae,Ooencyrtus,urania,0,0,0
Encyrtidae,Ooencyrtus,ustica,0,0,0
Encyrtidae,Ooencyrtus,utetheisae,2,5,17
Encyrtidae,Ooencyrtus,utpradianus,0,0,0
Encyrtidae,Ooencyrtus,uturna,0,0,0
Encyrtidae,Ooencyrtus,vagus,0,0,0
Encyrtidae,Ooencyrtus,valcanus,0,0,0
Encyrtidae,Ooencyrtus,venatorius,1,1,9
Encyrtidae,Ooencyrtus,ventralis,0,0,0
Encyrtidae,Ooencyrtus,vertumnus,0,0,0
Encyrtidae,Ooencyrtus,vesta,0,0,0
Encyrtidae,Ooencyrtus,vinulae,1,2,3
Encyrtidae,Ooencyrtus,xanthogaster,0,0,0
Encyrtidae,Ooencyrtus,xiloe,0,0,0
