nbr_country,0,0,-13.789
max_dist_eq,0,0,-2.545
min_dist_eq,0.4,0.8,0.386
lat_mean,0,0,-1.792
lat_median,0,0,-2.182
nbr_country,0,0,-13.789
max_dist_eq,0,0,-2.545
min_dist_eq,0.1,0.2,0.386
lat_mean,0,0,-1.792
lat_median,0,0,-2.182
nbr_country,0,0,-13.789
max_dist_eq,0,0,-2.545
min_dist_eq,0.3,0.6,0.386
lat_mean,0,0,-1.792
lat_median,0,0,-2.182
nbr_country,0,0,-13.789
max_dist_eq,0,0,-2.545
min_dist_eq,0.5,1,0.386
lat_mean,0.1,0.2,-1.792
lat_median,0,0,-2.182
