family,genus,species,syn,mode,min_body_length,max_body_length,ref_body_size,latitude_min,latitude_max,latitude_mean,latitude_median,max_dist_equator,latitude_range,min_dist_equator,nbr_country,ref_distribution_data,host_spp,ref_nbr_host_spp,pair,ref_phylogeny_pair,phylogeny_inferred_from,Notes:
Torymidae,Torymus,impar,NA,sex,3.5,3.9,"Zavada F. 2001. New palearctic species of Torymus (Hymenoptera, Torymidae)",32,62,49,51,62,30,32,16,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?VALSPECIES=impar&VALDATE=1877&FamilyCode=VTT&HOMCODE=0&ValidAuthBracket=false&VALGENUS=Torymus&TAXONCODE=Torymu+drewsZa&VALAUTHOR=Rondani+&searchPageURL=indexValidName%2edsml%3fSpecies%3ddrewseni%26Familyqtype%3dequals%26Genusqtype%3dequals%26Family%3dTorymidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dTorymus&listPageURL=validName%2edsml%3fSpecies%3ddrewseni%26Familyqtype%3dequals%26Genusqtype%3dequals%26Family%3dTorymidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dTorymus&tab=distribution,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?VALSPECIES=impar&VALDATE=1877&FamilyCode=VTT&HOMCODE=0&ValidAuthBracket=false&VALGENUS=Torymus&TAXONCODE=Torymu+drewsZa&VALAUTHOR=Rondani+&searchPageURL=indexValidName%2edsml%3fSpecies%3ddrewseni%26Genusqtype%3dequals%26Familyqtype%3dequals%26Family%3dTorymidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dTorymus&listPageURL=validName%2edsml%3fSpecies%3ddrewseni%26Genusqtype%3dequals%26Familyqtype%3dequals%26Family%3dTorymidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dTorymus&tab=associates,25,"Zavada A. G. 2001. New Palearctic Species of Torymus (Hymenoptera, Torymidae). Entomological Problems. 32(1): 85-90",morphology,
Trichogrammatidae,Megaphragma,amalphitanum,NA,sex,0.225,0.275,"Viggiani G. and Bernardo U. 1997. Two species of Megaphragma (Hymenoptera Trichogrammatidae), egg-parasitoids of Heliothrips haemorrhoidalis Bouchí© (Thysanoptera) in southern Italy, with description of a new species. Boll. Zool. Agric. Bach. Ser. 11 29(1): 51-55",39,46,42,42,46,7,39,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WOO&VALAUTHOR=Viggiani+&VALGENUS=Megaphragma&HOMCODE=0&VALDATE=1997&TAXONCODE=Megaph+amalpV&VALSPECIES=amalphitanum&ValidAuthBracket=false&searchPageURL=indexValidName%2edsml%3famp%3bFamily%3dTrichogrammatidae%26Species%3damalphitanum%26amp%3bSpeciesqtype%3dequals%26amp%3bFamilyqtype%3dequals%26amp%3bGenusqtype%3dequals%26amp%3bGenus%3dMegaphragma%26amp%3bindex%3dValidName&listPageURL=validName%2edsml%3famp%3bFamily%3dTrichogrammatidae%26Species%3damalphitanum%26amp%3bSpeciesqtype%3dequals%26amp%3bFamilyqtype%3dequals%26amp%3bGenusqtype%3dequals%26amp%3bGenus%3dMegaphragma%26amp%3bindex%3dValidName&tab=distribution,2,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WOO&VALAUTHOR=Viggiani&VALGENUS=Megaphragma&HOMCODE=0&VALDATE=1997&VALSPECIES=amalphitanum&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dMegaphragma&tab=associates,26,"Viggiani G. and Bernardo U. 1997. Two species of Megaphragma (Hymenoptera Trichogrammatidae), egg-parasitoids of Heliothrips haemorrhoidalis Bouchí© (Thysanoptera) in southern Italy, with description of a new species. Boll. Zool. Agric. Bach. Ser. 11 29(1): 51-55",morphology,
Trichogrammatidae,Megaphragma,mymaripenne,NA,asex,0.252,0.252,Timberlake P. H. 1923. Descriptions of New Chaldid Flies from Hawaii and Mexico (Hymenoptera). ,-38,38,11,19,38,76,16,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WOO&VALAUTHOR=Timberlake&VALGENUS=Megaphragma&HOMCODE=0&VALDATE=1924&VALSPECIES=mymaripenne&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dMegaphragma&tab=distribution,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WOO&VALAUTHOR=Timberlake&VALGENUS=Megaphragma&HOMCODE=0&VALDATE=1924&VALSPECIES=mymaripenne&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dMegaphragma&tab=associates,26,"Viggiani G. and Bernardo U. 1997. Two species of Megaphragma (Hymenoptera Trichogrammatidae), egg-parasitoids of Heliothrips haemorrhoidalis Bouchí© (Thysanoptera) in southern Italy, with description of a new species. Boll. Zool. Agric. Bach. Ser. 11 29(1): 51-55",morphology,
Trichogrammatidae,Trichogramma,alpha,NA,sex,NA,NA,Pinto J. D. 1999. Systematics of the North American species of Trichogramma Westwood (Hymenoptera: Trichogrammatidae). Memoirs of the Entomological Society of Washington 22:111-114.,34,54,42,39,54,20,34,9,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=alpha&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,2,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=alpha&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,21,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,clustered with second occurence of sibericum
Trichogrammatidae,Trichogramma,atopovirilla,NA,asex,NA,NA,NA,-25,32,5,10,32,57,5,12,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Oatman+%26+Platner&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1983&VALSPECIES=atopovirilia&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,26,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Oatman+%26+Platner&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1983&VALSPECIES=atopovirilia&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,31,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,aurosum,NA,sex,NA,NA,Pinto J. D. 1999. Systematics of the North American species of Trichogramma Westwood (Hymenoptera: Trichogrammatidae). Memoirs of the Entomological Society of Washington 22:111-114.,34,64,45,44,64,30,34,18,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Sugonjaev+%26+Sorokina&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1976&VALSPECIES=aurosum&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Sugonjaev+%26+Sorokina&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1976&VALSPECIES=aurosum&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,21,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,clustered with second occurence of sibericum
Trichogrammatidae,Trichogramma,australicum,NA,sex,NA,NA,NA,-28,36,9,13,36,64,4,37,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Girault&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1912&VALSPECIES=australicum&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,62,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Girault&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1912&VALSPECIES=australicum&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,23,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,bourarachae,NA,sex,NA,NA,NA,32,39,35,34,39,7,32,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pintureau+%26+Babault&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1988&VALSPECIES=bourarachae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pintureau+%26+Babault&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1988&VALSPECIES=bourarachae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,23,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,cacoeciae,NA,asex,NA,NA,NA,-38,59,41,46,59,97,9,40,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Marchal&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1927&VALSPECIES=cacaeciae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,58,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Marchal&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1927&VALSPECIES=cacaeciae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,24,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,closterae,NA,sex,NA,NA,NA,30,42,35,34,42,12,30,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pang+%26+Chen&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1974&VALSPECIES=closterae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,17,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pang+%26+Chen&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1974&VALSPECIES=closterae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,21,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,lasallei,NA,sex,NA,NA,NA,-33,28,4,14,33,61,6,12,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=lasallei&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=lasallei&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,31,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,lopezandinensis,NA,sex,NA,NA,NA,5,5,5,5,5,0.001,5,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Sarmiento&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1993&VALSPECIES=lopezandinense&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Sarmiento&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1993&VALSPECIES=lopezandinense&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,31,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,nerudai,NA,sex,NA,NA,NA,-38,-36,-37,-37,38,2,36,2,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pintureau+%26+Gerding&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=nerudai&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pintureau+%26+Gerding&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=nerudai&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,23,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,nubilale,NA,asex,NA,NA,Pinto J. D. 1999. Systematics of the North American species of Trichogramma Westwood (Hymenoptera: Trichogrammatidae). Memoirs of the Entomological Society of Washington 22:111-114.,23,47,36,38,47,24,23,11,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Ertle+%26+Davis&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1975&VALSPECIES=nubilale&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,14,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Ertle+%26+Davis&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1975&VALSPECIES=nubilale&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,23,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,oleae,NA,asex,NA,NA,NA,-38,46,22,40,46,84,38,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Voegel%e9+%26+Pointel&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1979&VALSPECIES=oleae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Voegel%e9+%26+Pointel&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1979&VALSPECIES=oleae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,20,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,ostriniae,NA,sex,0.5,0.65,Pang H. F. and Chen T. L. 1974. Trichogramma of China. Acta Entomologica Sinica. 17: 441-454,-31,46,33,37,46,77,23,18,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pang+%26+Chen&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1974&VALSPECIES=ostriniae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,23,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pang+%26+Chen&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1974&VALSPECIES=ostriniae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,21,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,pratti,NA,sex,NA,NA,Pinto J. D. 1999. Systematics of the North American species of Trichogramma Westwood (Hymenoptera: Trichogrammatidae). Memoirs of the Entomological Society of Washington 22:111-114.,37,37,37,37,37,0.001,37,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=pratti&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=pratti&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,20,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
Trichogrammatidae,Trichogramma,sathon,NA,sex,NA,NA,Pinto J. D. 1999. Systematics of the North American species of Trichogramma Westwood (Hymenoptera: Trichogrammatidae). Memoirs of the Entomological Society of Washington 22:111-114.,24,37,32,34,37,13,24,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=sathon&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Superfamily%3dChalcidoidea%26Family%3dTrichogrammatidae%26Genus%3dTrichogramma&tab=distribution,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=WTT&VALAUTHOR=Pinto&VALGENUS=Trichogramma&HOMCODE=0&VALDATE=1999&VALSPECIES=sathon&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dstenopterum%26Family%3dTrichogrammatidae%26Superfamily%3dChalcidoidea%26Genus%3dTrichogramma&tab=associates,20,Yoon Seo et al. 2014. Molecular identification of Trichogramma (Hymenopteraæ: Trichogrammatidae) Egg Parasitoids of the Asian Corn Borer Ostriniae furnacalis Based on ITS2 rDNA sequence Analysis. Korean Journal of Applied Entomology. 53(3): 247-260,ITS2,
