family,genus,species,ref
Eulophidae,Baryscapus,endofiticus,6
Eulophidae,Baryscapus,erynniae,2
Eulophidae,Baryscapus,eudolichocerus,2
Eulophidae,Baryscapus,euphorbiae,3
Eulophidae,Baryscapus,evonymellae,18
Eulophidae,Baryscapus,fechteri,2
Eulophidae,Baryscapus,fennahi,2
Eulophidae,Baryscapus,fossarum,3
Eulophidae,Baryscapus,fumipennis,3
Eulophidae,Baryscapus,galactopus,19
Eulophidae,Baryscapus,garganus,4
Eulophidae,Baryscapus,gaziantepensis,2
Eulophidae,Baryscapus,gerstaeckeriae,2
Eulophidae,Baryscapus,gigas,2
Eulophidae,Baryscapus,globosiclava,2
Eulophidae,Baryscapus,gradwelli,4
Eulophidae,Baryscapus,grafi,2
Eulophidae,Baryscapus,granulatus,4
Eulophidae,Baryscapus,haeselbarthi,2
Eulophidae,Baryscapus,hedysari,1
Eulophidae,Baryscapus,hemigaster,1
Eulophidae,Baryscapus,holbeini,2
Eulophidae,Baryscapus,hunteri,5
Eulophidae,Baryscapus,hylesini,2
Eulophidae,Baryscapus,ichthyus,2
Eulophidae,Baryscapus,impeditus,17
Eulophidae,Baryscapus,insularis,5
Eulophidae,Baryscapus,irideus,3
Eulophidae,Baryscapus,jicus,1
Eulophidae,Baryscapus,kilinceri,2
Eulophidae,Baryscapus,lissus,2
Eulophidae,Baryscapus,lotellae,3
Eulophidae,Baryscapus,luculentus,2
Eulophidae,Baryscapus,malacosomae,2
Eulophidae,Baryscapus,malophilus,2
Eulophidae,Baryscapus,megachilidis,2
Eulophidae,Baryscapus,megos,1
Eulophidae,Baryscapus,microrhopalae,2
Eulophidae,Baryscapus,modestus,6
Eulophidae,Baryscapus,moldovicus,1
Eulophidae,Baryscapus,mucronatus,1
Eulophidae,Baryscapus,multisetosus,1
Eulophidae,Baryscapus,nigroviolaceus,16
Eulophidae,Baryscapus,nordi,2
Eulophidae,Baryscapus,obesulus,2
Eulophidae,Baryscapus,oophagus,3
Eulophidae,Baryscapus,ordanus,3
Eulophidae,Baryscapus,orgyiae,2
Eulophidae,Baryscapus,pallasi,4
Eulophidae,Baryscapus,pallidae,1
Eulophidae,Baryscapus,papaveris,2
Eulophidae,Baryscapus,phidippi,6
Eulophidae,Baryscapus,philodromi,6
Eulophidae,Baryscapus,phytomyzae,6
Eulophidae,Baryscapus,pilicornis,1
Eulophidae,Baryscapus,planipectus,3
Eulophidae,Baryscapus,pospelovi,10
Eulophidae,Baryscapus,prionomeri,3
Eulophidae,Baryscapus,protasis,1
Eulophidae,Baryscapus,racemariae,11
Eulophidae,Baryscapus,repulsus,2
Eulophidae,Baryscapus,rugglesi,2
Eulophidae,Baryscapus,salsolae,1
Eulophidae,Baryscapus,sana,2
Eulophidae,Baryscapus,servadeii,5
Eulophidae,Baryscapus,shawkahensis,1
Eulophidae,Baryscapus,silvestrii,1
Eulophidae,Baryscapus,spartifoliellae,2
Eulophidae,Baryscapus,spenceri,1
Eulophidae,Baryscapus,stanfordiensis,2
Eulophidae,Baryscapus,starki,5
Eulophidae,Baryscapus,sugonjaevi,5
Eulophidae,Baryscapus,szocsi,8
Eulophidae,Baryscapus,talitzkii,9
Eulophidae,Baryscapus,thanasimi,4
Eulophidae,Baryscapus,theclae,9
Eulophidae,Baryscapus,tineivorus,8
Eulophidae,Baryscapus,tortricis,8
Eulophidae,Baryscapus,transversalis,4
Eulophidae,Baryscapus,turionum,14
Eulophidae,Baryscapus,uetzi,3
Eulophidae,Baryscapus,virens,1
Eulophidae,Ceranisus,adiyamanensis,2
Eulophidae,Ceranisus,africanensis,1
Eulophidae,Ceranisus,amanosus,2
Eulophidae,Ceranisus,americensis,7
Eulophidae,Ceranisus,antalyacus,1
Eulophidae,Ceranisus,atcanacus,2
Eulophidae,Ceranisus,auriventris,4
Eulophidae,Ceranisus,barsoomensis,2
Eulophidae,Ceranisus,bozovaensis,3
Eulophidae,Ceranisus,femoratus,4
Eulophidae,Ceranisus,filizinancae,1
Eulophidae,Ceranisus,hirsutus,3
Eulophidae,Ceranisus,hoddlei,1
Eulophidae,Ceranisus,jabanitarlensis,1
Eulophidae,Ceranisus,javae,1
Eulophidae,Ceranisus,karacadagi,2
Eulophidae,Ceranisus,karkamisus,2
Eulophidae,Ceranisus,kemalae,1
Eulophidae,Ceranisus,kirimensis,1
Eulophidae,Ceranisus,kocaki,1
Eulophidae,Ceranisus,komurcukurus,2
Eulophidae,Ceranisus,lepidotus,3
Eulophidae,Ceranisus,loomansi,3
Eulophidae,Ceranisus,menes,20
Eulophidae,Ceranisus,nigricornis,3
Eulophidae,Ceranisus,nigrifemora,4
Eulophidae,Ceranisus,nizipus,2
Eulophidae,Ceranisus,oezdikmeni,1
Eulophidae,Ceranisus,oguzeliensis,2
Eulophidae,Ceranisus,onuri,1
Eulophidae,Ceranisus,pacuvius,23
Eulophidae,Ceranisus,planitianus,3
Eulophidae,Ceranisus,rubensteina,4
Eulophidae,Ceranisus,russelli,9
Eulophidae,Ceranisus,sekilinensis,2
Eulophidae,Ceranisus,semitestaceus,4
Eulophidae,Ceranisus,sincanus,2
Eulophidae,Ceranisus,udnamtak,3
Eulophidae,Ceranisus,ukrainensis,1
Eulophidae,Ceranisus,votetoda,1
Eulophidae,Leptocybe,invasa,1
Eulophidae,Neochrysocharis,achrysocharoides,4
Eulophidae,Neochrysocharis,acuminatus,3
Eulophidae,Neochrysocharis,agromyzae,7
Eulophidae,Neochrysocharis,albicoxa,1
Eulophidae,Neochrysocharis,albiscapus,11
Eulophidae,Neochrysocharis,ambitiosus,1
Eulophidae,Neochrysocharis,aratus,24
Eulophidae,Neochrysocharis,arizonensis,5
Eulophidae,Neochrysocharis,arvensis,4
Eulophidae,Neochrysocharis,aversiflexus,1
Eulophidae,Neochrysocharis,beasleyi,2
Eulophidae,Neochrysocharis,bipunctata,1
Eulophidae,Neochrysocharis,chalybeus,3
Eulophidae,Neochrysocharis,chlorogaster,6
Eulophidae,Neochrysocharis,clarus,3
Eulophidae,Neochrysocharis,clavatus,1
Eulophidae,Neochrysocharis,clinias,10
Eulophidae,Neochrysocharis,conglomeratae,1
Eulophidae,Neochrysocharis,convexus,1
Eulophidae,Neochrysocharis,cuprifrons,5
Eulophidae,Neochrysocharis,cyaneoviridis,1
Eulophidae,Neochrysocharis,diastatae,34
Eulophidae,Neochrysocharis,dimas,5
Eulophidae,Neochrysocharis,donna,7
Eulophidae,Neochrysocharis,elongatus,1
Eulophidae,Neochrysocharis,epimeralis,1
Eulophidae,Neochrysocharis,formosus,54
Eulophidae,Neochrysocharis,hartigi,2
Eulophidae,Neochrysocharis,hirsutus,1
Eulophidae,Neochrysocharis,horticola,1
Eulophidae,Neochrysocharis,hyphantriae,2
Eulophidae,Neochrysocharis,indicus,2
Eulophidae,Neochrysocharis,iris,4
Eulophidae,Neochrysocharis,jazyga,2
Eulophidae,Neochrysocharis,liriomyzae,1
Eulophidae,Neochrysocharis,longiventris,2
Eulophidae,Neochrysocharis,marginalis,1
Eulophidae,Neochrysocharis,microstoma,4
Eulophidae,Neochrysocharis,moczari,2
Eulophidae,Neochrysocharis,nunbergi,5
Eulophidae,Neochrysocharis,okazakii,5
Eulophidae,Neochrysocharis,pallidicornis,1
Eulophidae,Neochrysocharis,pictipes,14
Eulophidae,Neochrysocharis,pilosus,1
Eulophidae,Neochrysocharis,sericeus,2
Eulophidae,Neochrysocharis,texensis,3
Eulophidae,Neochrysocharis,trifolii,4
Eulophidae,Neochrysocharis,tumidiscapus,1
Eulophidae,Neochrysocharis,villosicornis,2
Eulophidae,Neochrysocharis,violaceus,8
Eulophidae,Neochrysocharis,washingtoni,2
Eulophidae,Pnigalio,achalicus,2
Eulophidae,Pnigalio,agraules,26
Eulophidae,Pnigalio,albicoxa,2
Eulophidae,Pnigalio,albiformis,1
Eulophidae,Pnigalio,ameti,1
Eulophidae,Pnigalio,anoti,1
Eulophidae,Pnigalio,attis,2
Eulophidae,Pnigalio,audax,1
Eulophidae,Pnigalio,bengali,1
Eulophidae,Pnigalio,boharti,1
Eulophidae,Pnigalio,brachysellus,1
Eulophidae,Pnigalio,cadoti,1
Eulophidae,Pnigalio,calamagrostidis,2
Eulophidae,Pnigalio,camicalis,1
Eulophidae,Pnigalio,coloni,2
Eulophidae,Pnigalio,cristatus,8
Eulophidae,Pnigalio,cruciatus,3
Eulophidae,Pnigalio,elongatus,1
Eulophidae,Pnigalio,epilobii,1
Eulophidae,Pnigalio,externa,2
Eulophidae,Pnigalio,glaber,1
Eulophidae,Pnigalio,gyamiensis,2
Eulophidae,Pnigalio,hirtulus,2
Eulophidae,Pnigalio,incompletus,4
Eulophidae,Pnigalio,katonis,2
Eulophidae,Pnigalio,kopetdagensis,2
Eulophidae,Pnigalio,kukakensis,2
Eulophidae,Pnigalio,levis,1
Eulophidae,Pnigalio,longulus,9
Eulophidae,Pnigalio,maculipes,6
Eulophidae,Pnigalio,maijishanensis,2
Eulophidae,Pnigalio,mediterraneus,16
Eulophidae,Pnigalio,minio,34
Eulophidae,Pnigalio,monilicornis,3
Eulophidae,Pnigalio,nemati,9
Eulophidae,Pnigalio,neolongulus,1
Eulophidae,Pnigalio,obscurus,3
Eulophidae,Pnigalio,okutanii,1
Eulophidae,Pnigalio,pallipes,22
Eulophidae,Pnigalio,pectinicornis,2
Eulophidae,Pnigalio,persimilis,2
Eulophidae,Pnigalio,phragmitis,3
Eulophidae,Pnigalio,pristiphorae,1
Eulophidae,Pnigalio,rotundiventris,3
Eulophidae,Pnigalio,rugatus,1
Eulophidae,Pnigalio,sarasolai,1
Eulophidae,Pnigalio,scabraxillae,2
Eulophidae,Pnigalio,soemius,21
Eulophidae,Pnigalio,strigiscuta,3
Eulophidae,Pnigalio,subconicus,2
Eulophidae,Pnigalio,tardulus,5
Eulophidae,Pnigalio,ternatus,1
Eulophidae,Pnigalio,tobiasi,1
Eulophidae,Pnigalio,tricuspis,2
Eulophidae,Pnigalio,tridentatus,2
Eulophidae,Pnigalio,trjapitzini,1
Eulophidae,Pnigalio,tyrrhenus,4
Eulophidae,Pnigalio,uroplatae,7
Eulophidae,Pnigalio,vidanoi,1
Eulophidae,Pnigalio,xerophilus,2
Eulophidae,Pnigalio,zandani,1
Eulophidae,Tetrastichus,abalosi,1
Eulophidae,Tetrastichus,abatus,2
Eulophidae,Tetrastichus,abdominalis,2
Eulophidae,Tetrastichus,aberrans,2
Eulophidae,Tetrastichus,abnormis,2
Eulophidae,Tetrastichus,acuticlavus,2
Eulophidae,Tetrastichus,acutiusculus,1
Eulophidae,Tetrastichus,acutus,3
Eulophidae,Tetrastichus,aenellus,2
Eulophidae,Tetrastichus,aeneoviridis,3
Eulophidae,Tetrastichus,aestivus,1
Eulophidae,Tetrastichus,aethognathi,1
Eulophidae,Tetrastichus,africanus,2
Eulophidae,Tetrastichus,agrili,2
Eulophidae,Tetrastichus,agrilocidus,2
Eulophidae,Tetrastichus,ahmetcitiri,4
Eulophidae,Tetrastichus,alaskensis,2
Eulophidae,Tetrastichus,albipes,1
Eulophidae,Tetrastichus,albisensillis,2
Eulophidae,Tetrastichus,albitarsis,2
Eulophidae,Tetrastichus,albocoxalis,1
Eulophidae,Tetrastichus,amgun,2
Eulophidae,Tetrastichus,amurensis,2
Eulophidae,Tetrastichus,amurzetus,2
Eulophidae,Tetrastichus,anamikicus,1
Eulophidae,Tetrastichus,ancyferovi,3
Eulophidae,Tetrastichus,angeloni,2
Eulophidae,Tetrastichus,angolensis,4
Eulophidae,Tetrastichus,anosibei,1
Eulophidae,Tetrastichus,apanteles,1
Eulophidae,Tetrastichus,apantelicida,1
Eulophidae,Tetrastichus,aplanfacis,2
Eulophidae,Tetrastichus,aponiusi,1
Eulophidae,Tetrastichus,archideus,5
Eulophidae,Tetrastichus,ardisiae,1
Eulophidae,Tetrastichus,argentinacus,5
Eulophidae,Tetrastichus,armandii,1
Eulophidae,Tetrastichus,arnoldi,3
Eulophidae,Tetrastichus,arsenjevi,3
Eulophidae,Tetrastichus,artem,2
Eulophidae,Tetrastichus,arucicus,1
Eulophidae,Tetrastichus,atratulus,9
Eulophidae,Tetrastichus,atriclavus,11
Eulophidae,Tetrastichus,atrocoeruleus,4
Eulophidae,Tetrastichus,auplopus,1
Eulophidae,Tetrastichus,australasiae,1
Eulophidae,Tetrastichus,autonae,2
Eulophidae,Tetrastichus,axia,1
Eulophidae,Tetrastichus,axyllaris,2
Eulophidae,Tetrastichus,baccharidis,1
Eulophidae,Tetrastichus,badius,1
Eulophidae,Tetrastichus,balteatus,1
Eulophidae,Tetrastichus,bambeyi,1
Eulophidae,Tetrastichus,baricatus,1
Eulophidae,Tetrastichus,basilewskyi,2
Eulophidae,Tetrastichus,basokoi,1
Eulophidae,Tetrastichus,beardsleyi,1
Eulophidae,Tetrastichus,bekiliensis,1
Eulophidae,Tetrastichus,bellus,1
Eulophidae,Tetrastichus,belokobylskyi,2
Eulophidae,Tetrastichus,benoiti,1
Eulophidae,Tetrastichus,bharathi,1
Eulophidae,Tetrastichus,bicolor,4
Eulophidae,Tetrastichus,bilgiricus,1
Eulophidae,Tetrastichus,bispinus,1
Eulophidae,Tetrastichus,boninensis,1
Eulophidae,Tetrastichus,brachyopae,1
Eulophidae,Tetrastichus,brevicalcar,3
Eulophidae,Tetrastichus,breviclava,2
Eulophidae,Tetrastichus,brevidorsellum,2
Eulophidae,Tetrastichus,brevimarginatus,2
Eulophidae,Tetrastichus,breviosus,2
Eulophidae,Tetrastichus,breviscapella,7
Eulophidae,Tetrastichus,breviscapus,2
Eulophidae,Tetrastichus,brevitarsis,2
Eulophidae,Tetrastichus,breviventris,2
Eulophidae,Tetrastichus,brontispae,4
Eulophidae,Tetrastichus,brunifuniculus,1
Eulophidae,Tetrastichus,bruninervis,2
Eulophidae,Tetrastichus,bruniscapus,2
Eulophidae,Tetrastichus,brunistigma,2
Eulophidae,Tetrastichus,brunitibialis,2
Eulophidae,Tetrastichus,bruniventris,2
Eulophidae,Tetrastichus,budaicus,1
Eulophidae,Tetrastichus,bureja,2
Eulophidae,Tetrastichus,burrus,1
Eulophidae,Tetrastichus,byersi,1
Eulophidae,Tetrastichus,calicuticus,1
Eulophidae,Tetrastichus,capitatus,3
Eulophidae,Tetrastichus,capreae,1
Eulophidae,Tetrastichus,carbonelli,1
Eulophidae,Tetrastichus,caridei,1
Eulophidae,Tetrastichus,carinatus,2
Eulophidae,Tetrastichus,casuarinae,1
Eulophidae,Tetrastichus,cecidivorus,1
Eulophidae,Tetrastichus,cecidomyiae,1
Eulophidae,Tetrastichus,ceroplastidis,1
Eulophidae,Tetrastichus,chakrataensis,1
Eulophidae,Tetrastichus,chindakicus,1
Eulophidae,Tetrastichus,chinicus,1
Eulophidae,Tetrastichus,cincinnatus,3
Eulophidae,Tetrastichus,circularis,3
Eulophidae,Tetrastichus,claudii,4
Eulophidae,Tetrastichus,clavatus,2
Eulophidae,Tetrastichus,clavicornis,1
Eulophidae,Tetrastichus,clito,12
Eulophidae,Tetrastichus,clypeatus,1
Eulophidae,Tetrastichus,coelarchus,1
Eulophidae,Tetrastichus,coelioxydis,2
Eulophidae,Tetrastichus,coeruleus,12
Eulophidae,Tetrastichus,colemani,1
Eulophidae,Tetrastichus,compsivorus,2
Eulophidae,Tetrastichus,contiguus,2
Eulophidae,Tetrastichus,convexi,2
Eulophidae,Tetrastichus,coorgensis,2
Eulophidae,Tetrastichus,cotesiae,1
Eulophidae,Tetrastichus,crinicornis,7
Eulophidae,Tetrastichus,crioceridis,3
Eulophidae,Tetrastichus,cupressi,1
Eulophidae,Tetrastichus,cuproideus,3
Eulophidae,Tetrastichus,curtiscapus,1
Eulophidae,Tetrastichus,cyaniventris,3
Eulophidae,Tetrastichus,cydoniae,2
Eulophidae,Tetrastichus,dalotus,1
Eulophidae,Tetrastichus,damitus,1
Eulophidae,Tetrastichus,dasi,1
Eulophidae,Tetrastichus,dasyops,3
Eulophidae,Tetrastichus,decrescens,1
Eulophidae,Tetrastichus,demonaxi,1
Eulophidae,Tetrastichus,denuntiativus,2
Eulophidae,Tetrastichus,dignella,8
Eulophidae,Tetrastichus,dignitosus,2
Eulophidae,Tetrastichus,dignus,3
Eulophidae,Tetrastichus,dinoticus,1
Eulophidae,Tetrastichus,diospiri,1
Eulophidae,Tetrastichus,dipterae,2
Eulophidae,Tetrastichus,djuritschae,1
Eulophidae,Tetrastichus,dulciculus,1
Eulophidae,Tetrastichus,echthrus,1
Eulophidae,Tetrastichus,elegans,1
Eulophidae,Tetrastichus,enchorius,1
Eulophidae,Tetrastichus,ennii,1
Eulophidae,Tetrastichus,epilachnae,10
Eulophidae,Tetrastichus,euplanipectus,5
Eulophidae,Tetrastichus,euplectrae,3
Eulophidae,Tetrastichus,euplectri,1
Eulophidae,Tetrastichus,euprimoricus,6
Eulophidae,Tetrastichus,eurinus,1
Eulophidae,Tetrastichus,femoralis,3
Eulophidae,Tetrastichus,flagelatus,1
Eulophidae,Tetrastichus,flaviclavus,1
Eulophidae,Tetrastichus,flavifemoralis,1
Eulophidae,Tetrastichus,flavilatus,1
Eulophidae,Tetrastichus,flavinervis,1
Eulophidae,Tetrastichus,flavipediceli,2
Eulophidae,Tetrastichus,flavipes,3
Eulophidae,Tetrastichus,flaviscapus,1
Eulophidae,Tetrastichus,flavopictus,3
Eulophidae,Tetrastichus,fuscipennis,2
Eulophidae,Tetrastichus,fuscous,2
Eulophidae,Tetrastichus,gadagkari,1
Eulophidae,Tetrastichus,gahani,1
Eulophidae,Tetrastichus,gardneri,1
Eulophidae,Tetrastichus,garicus,1
Eulophidae,Tetrastichus,giffardianus,3
Eulophidae,Tetrastichus,giffardii,3
Eulophidae,Tetrastichus,girishi,1
Eulophidae,Tetrastichus,gozelae,2
Eulophidae,Tetrastichus,graminicola,1
Eulophidae,Tetrastichus,graminum,2
Eulophidae,Tetrastichus,gressitti,1
Eulophidae,Tetrastichus,guamensis,1
Eulophidae,Tetrastichus,gyrolasiaeformis,1
Eulophidae,Tetrastichus,hakonensis,1
Eulophidae,Tetrastichus,halidayi,7
Eulophidae,Tetrastichus,hanka,1
Eulophidae,Tetrastichus,harteni,1
Eulophidae,Tetrastichus,hasanicus,1
Eulophidae,Tetrastichus,heeringi,3
Eulophidae,Tetrastichus,hehcirus,1
Eulophidae,Tetrastichus,helianthemellae,1
Eulophidae,Tetrastichus,hellburgi,1
Eulophidae,Tetrastichus,helviscapus,1
Eulophidae,Tetrastichus,heterus,3
Eulophidae,Tetrastichus,heydoni,1
Eulophidae,Tetrastichus,hindicus,5
Eulophidae,Tetrastichus,hippasus,3
Eulophidae,Tetrastichus,hispidivertex,2
Eulophidae,Tetrastichus,hotspoticus,1
Eulophidae,Tetrastichus,howardi,3
Eulophidae,Tetrastichus,hydrelliae,1
Eulophidae,Tetrastichus,hylotomarum,6
Eulophidae,Tetrastichus,iaricus,2
Eulophidae,Tetrastichus,ibseni,2
Eulophidae,Tetrastichus,idothea,2
Eulophidae,Tetrastichus,ilithyia,8
Eulophidae,Tetrastichus,imitator,2
Eulophidae,Tetrastichus,inaequalis,1
Eulophidae,Tetrastichus,incongruus,2
Eulophidae,Tetrastichus,inferens,5
Eulophidae,Tetrastichus,injuriosus,1
Eulophidae,Tetrastichus,inunctus,5
Eulophidae,Tetrastichus,isis,1
Eulophidae,Tetrastichus,jantarae,2
Eulophidae,Tetrastichus,janusi,1
Eulophidae,Tetrastichus,jinzhouicus,2
Eulophidae,Tetrastichus,johnsoni,5
Eulophidae,Tetrastichus,juglansi,1
Eulophidae,Tetrastichus,julis,8
Eulophidae,Tetrastichus,kamenushka,1
Eulophidae,Tetrastichus,khabarovskensis,7
Eulophidae,Tetrastichus,kievka,1
Eulophidae,Tetrastichus,kisenyensis,2
Eulophidae,Tetrastichus,kitegaensis,2
Eulophidae,Tetrastichus,kivuensis,1
Eulophidae,Tetrastichus,kodaikanalensis,1
Eulophidae,Tetrastichus,komarovi,1
Eulophidae,Tetrastichus,kostjukovi,6
Eulophidae,Tetrastichus,kottiyooricus,1
Eulophidae,Tetrastichus,kovalevi,1
Eulophidae,Tetrastichus,kraussi,1
Eulophidae,Tetrastichus,krishnaiahi,1
Eulophidae,Tetrastichus,krishnieri,4
Eulophidae,Tetrastichus,kukitamabae,1
Eulophidae,Tetrastichus,kumaonensis,2
Eulophidae,Tetrastichus,kurandensis,5
Eulophidae,Tetrastichus,laddi,2
Eulophidae,Tetrastichus,laminatus,1
Eulophidae,Tetrastichus,lankicus,2
Eulophidae,Tetrastichus,laparus,1
Eulophidae,Tetrastichus,largicapicus,1
Eulophidae,Tetrastichus,largiorisus,1
Eulophidae,Tetrastichus,largipterus,1
Eulophidae,Tetrastichus,largistigma,1
Eulophidae,Tetrastichus,largithorax,1
Eulophidae,Tetrastichus,lasiopterae,2
Eulophidae,Tetrastichus,lasiopterinus,5
Eulophidae,Tetrastichus,laudabilis,1
Eulophidae,Tetrastichus,ledrae,1
Eulophidae,Tetrastichus,legionarius,4
Eulophidae,Tetrastichus,leionotus,1
Eulophidae,Tetrastichus,lemae,2
Eulophidae,Tetrastichus,leocrates,6
Eulophidae,Tetrastichus,lepidus,1
Eulophidae,Tetrastichus,leptosoma,1
Eulophidae,Tetrastichus,litoreus,1
Eulophidae,Tetrastichus,longicapus,2
Eulophidae,Tetrastichus,longicauda,1
Eulophidae,Tetrastichus,longiclava,1
Eulophidae,Tetrastichus,longidorsellum,1
Eulophidae,Tetrastichus,longifimbriatus,1
Eulophidae,Tetrastichus,longipronotum,1
Eulophidae,Tetrastichus,longiradius,1
Eulophidae,Tetrastichus,longiscaposus,6
Eulophidae,Tetrastichus,longiscutum,1
Eulophidae,Tetrastichus,longispinis,2
Eulophidae,Tetrastichus,longistigma,1
Eulophidae,Tetrastichus,longithorax,1
Eulophidae,Tetrastichus,lopezi,2
Eulophidae,Tetrastichus,lugubris,1
Eulophidae,Tetrastichus,luridiceps,1
Eulophidae,Tetrastichus,luteorubidus,1
Eulophidae,Tetrastichus,lyridice,6
Eulophidae,Tetrastichus,macrops,4
Eulophidae,Tetrastichus,maculifer,1
Eulophidae,Tetrastichus,madagascariensis,1
Eulophidae,Tetrastichus,magnicorpus,1
Eulophidae,Tetrastichus,magnus,6
Eulophidae,Tetrastichus,maidaqensis,1
Eulophidae,Tetrastichus,mangifera,3
Eulophidae,Tetrastichus,manilensis,4
Eulophidae,Tetrastichus,manjumalaicus,1
Eulophidae,Tetrastichus,maritimus,1
Eulophidae,Tetrastichus,mascalicornis,1
Eulophidae,Tetrastichus,mediocris,1
Eulophidae,Tetrastichus,melasomae,1
Eulophidae,Tetrastichus,meridionalis,8
Eulophidae,Tetrastichus,metallicus,2
Eulophidae,Tetrastichus,micans,2
Eulophidae,Tetrastichus,mimus,3
Eulophidae,Tetrastichus,minasensis,2
Eulophidae,Tetrastichus,mindicus,3
Eulophidae,Tetrastichus,minimus,1
Eulophidae,Tetrastichus,miser,17
Eulophidae,Tetrastichus,mittagongensis,2
Eulophidae,Tetrastichus,mohani,1
Eulophidae,Tetrastichus,moldovicus,2
Eulophidae,Tetrastichus,momardicae,5
Eulophidae,Tetrastichus,monstrabilis,1
Eulophidae,Tetrastichus,monsus,1
Eulophidae,Tetrastichus,muhavurae,3
Eulophidae,Tetrastichus,mukatus,1
Eulophidae,Tetrastichus,murakamii,3
Eulophidae,Tetrastichus,murcia,11
Eulophidae,Tetrastichus,muricolaris,1
Eulophidae,Tetrastichus,narendrani,1
Eulophidae,Tetrastichus,neocupressi,1
Eulophidae,Tetrastichus,neothoracicus,4
Eulophidae,Tetrastichus,niger,1
Eulophidae,Tetrastichus,nigricornis,2
Eulophidae,Tetrastichus,nigricoxa,1
Eulophidae,Tetrastichus,nigricoxae,1
Eulophidae,Tetrastichus,nigrinervis,1
Eulophidae,Tetrastichus,nigriocellus,1
Eulophidae,Tetrastichus,nigriscapus,2
Eulophidae,Tetrastichus,nikolskajae,2
Eulophidae,Tetrastichus,nilamburensis,1
Eulophidae,Tetrastichus,novoselische,1
Eulophidae,Tetrastichus,obliqua,1
Eulophidae,Tetrastichus,oeceticola,1
Eulophidae,Tetrastichus,ooctonus,3
Eulophidae,Tetrastichus,ootyensis,1
Eulophidae,Tetrastichus,ophiusae,1
Eulophidae,Tetrastichus,orgyae,2
Eulophidae,Tetrastichus,orientalis,1
Eulophidae,Tetrastichus,orissaensis,7
Eulophidae,Tetrastichus,orthagae,1
Eulophidae,Tetrastichus,oryzae,1
Eulophidae,Tetrastichus,ovicida,1
Eulophidae,Tetrastichus,ovipransus,1
Eulophidae,Tetrastichus,ovivorus,1
Eulophidae,Tetrastichus,oxyurus,2
Eulophidae,Tetrastichus,pachycerus,1
Eulophidae,Tetrastichus,pachylophusae,2
Eulophidae,Tetrastichus,palauensis,1
Eulophidae,Tetrastichus,palgravei,1
Eulophidae,Tetrastichus,pallipes,1
Eulophidae,Tetrastichus,pantnagarensis,1
Eulophidae,Tetrastichus,paracholus,1
Eulophidae,Tetrastichus,paratemplae,2
Eulophidae,Tetrastichus,partellus,1
Eulophidae,Tetrastichus,patannas,2
Eulophidae,Tetrastichus,pauliani,1
Eulophidae,Tetrastichus,paulisiensis,1
Eulophidae,Tetrastichus,paululus,1
Eulophidae,Tetrastichus,pavinantoae,1
Eulophidae,Tetrastichus,pehlivani,7
Eulophidae,Tetrastichus,peischula,1
Eulophidae,Tetrastichus,pellucidinervis,1
Eulophidae,Tetrastichus,perineti,1
Eulophidae,Tetrastichus,periplanetae,1
Eulophidae,Tetrastichus,perkinsorum,2
Eulophidae,Tetrastichus,philippiae,1
Eulophidae,Tetrastichus,philippinensis,1
Eulophidae,Tetrastichus,piceae,1
Eulophidae,Tetrastichus,pilemostomae,1
Eulophidae,Tetrastichus,planipennisi,1
Eulophidae,Tetrastichus,planiscutellum,1
Eulophidae,Tetrastichus,platensis,1
Eulophidae,Tetrastichus,plausibilis,1
Eulophidae,Tetrastichus,poincarei,2
Eulophidae,Tetrastichus,polygonae,1
Eulophidae,Tetrastichus,polynemae,1
Eulophidae,Tetrastichus,polyporinus,1
Eulophidae,Tetrastichus,pompilicola,1
Eulophidae,Tetrastichus,porteri,1
Eulophidae,Tetrastichus,primoricus,6
Eulophidae,Tetrastichus,productus,2
Eulophidae,Tetrastichus,prospaltae,1
Eulophidae,Tetrastichus,pseudoeceticola,1
Eulophidae,Tetrastichus,pulvinariae,2
Eulophidae,Tetrastichus,punctatifacies,2
Eulophidae,Tetrastichus,punctifrons,2
Eulophidae,Tetrastichus,punctipronotum,1
Eulophidae,Tetrastichus,punctivertex,1
Eulophidae,Tetrastichus,punjabensis,6
Eulophidae,Tetrastichus,pupivorus,1
Eulophidae,Tetrastichus,pyrrhalti,1
Eulophidae,Tetrastichus,quadriseta,1
Eulophidae,Tetrastichus,ramakrishnae,1
Eulophidae,Tetrastichus,ramamurthyi,1
Eulophidae,Tetrastichus,raphnusae,1
Eulophidae,Tetrastichus,rasnitsyni,1
Eulophidae,Tetrastichus,regionibus,1
Eulophidae,Tetrastichus,rhinocori,2
Eulophidae,Tetrastichus,rivalis,1
Eulophidae,Tetrastichus,rjazanovka,1
Eulophidae,Tetrastichus,rotundus,2
Eulophidae,Tetrastichus,ruandensis,2
Eulophidae,Tetrastichus,rufiventris,1
Eulophidae,Tetrastichus,rugosus,1
Eulophidae,Tetrastichus,ruskini,3
Eulophidae,Tetrastichus,rwankwiensis,1
Eulophidae,Tetrastichus,sahalinicus,1
Eulophidae,Tetrastichus,santhoshi,1
Eulophidae,Tetrastichus,sapari,2
Eulophidae,Tetrastichus,saundersii,8
Eulophidae,Tetrastichus,sceliphroni,1
Eulophidae,Tetrastichus,schoenobii,4
Eulophidae,Tetrastichus,schuvachinae,1
