family,genus,species,ref
Aphelinidae,Eretmocerus,aleyrodesii,3
Aphelinidae,Eretmocerus,aleyrodiphagus,3
Aphelinidae,Eretmocerus,ampliatus,2
Aphelinidae,Eretmocerus,antennator,2
Aphelinidae,Eretmocerus,australis,2
Aphelinidae,Eretmocerus,bisetae,2
Aphelinidae,Eretmocerus,breviclavus,2
Aphelinidae,Eretmocerus,cadabae,1
Aphelinidae,Eretmocerus,californicus,4
Aphelinidae,Eretmocerus,clauseni,1
Aphelinidae,Eretmocerus,clavator,1
Aphelinidae,Eretmocerus,cocois,2
Aphelinidae,Eretmocerus,comperei,4
Aphelinidae,Eretmocerus,corni,8
Aphelinidae,Eretmocerus,debachi,4
Aphelinidae,Eretmocerus,delhiensis,8
Aphelinidae,Eretmocerus,desantisi,1
Aphelinidae,Eretmocerus,dialeurolongae,1
Aphelinidae,Eretmocerus,diversiciliatus,3
Aphelinidae,Eretmocerus,dozieri,3
Aphelinidae,Eretmocerus,emiratus,1
Aphelinidae,Eretmocerus,eremicus,3
Aphelinidae,Eretmocerus,evansi,1
Aphelinidae,Eretmocerus,exilis,3
Aphelinidae,Eretmocerus,flavus,2
Aphelinidae,Eretmocerus,furuhashii,3
Aphelinidae,Eretmocerus,gracilis,2
Aphelinidae,Eretmocerus,gunturiensis,4
Aphelinidae,Eretmocerus,haldemani,8
Aphelinidae,Eretmocerus,hayati,2
Aphelinidae,Eretmocerus,hederae,1
Aphelinidae,Eretmocerus,hoelmeri,1
Aphelinidae,Eretmocerus,hydrabadensis,2
Aphelinidae,Eretmocerus,illinoisensis,1
Aphelinidae,Eretmocerus,indicus,2
Aphelinidae,Eretmocerus,jimenezi,1
Aphelinidae,Eretmocerus,joeballi,6
Aphelinidae,Eretmocerus,lannae,1
Aphelinidae,Eretmocerus,lativentris,2
Aphelinidae,Eretmocerus,leucaenae,1
Aphelinidae,Eretmocerus,longicornis,1
Aphelinidae,Eretmocerus,longipes,5
Aphelinidae,Eretmocerus,longiscapus,1
Aphelinidae,Eretmocerus,longiterebrus,2
Aphelinidae,Eretmocerus,melanoscutus,1
Aphelinidae,Eretmocerus,montanus,1
Aphelinidae,Eretmocerus,mundus,9
Aphelinidae,Eretmocerus,nairobii,2
Aphelinidae,Eretmocerus,naranjae,1
Aphelinidae,Eretmocerus,nativus,2
Aphelinidae,Eretmocerus,neobemisiae,2
Aphelinidae,Eretmocerus,neomaskelliae,1
Aphelinidae,Eretmocerus,nikolskajae,2
Aphelinidae,Eretmocerus,orchamoplati,2
Aphelinidae,Eretmocerus,orientalis,1
Aphelinidae,Eretmocerus,ostovani,1
Aphelinidae,Eretmocerus,pallidus,7
Aphelinidae,Eretmocerus,parasiphonini,4
Aphelinidae,Eretmocerus,paulistus,5
Aphelinidae,Eretmocerus,perseae,3
Aphelinidae,Eretmocerus,persiangulfus,1
Aphelinidae,Eretmocerus,picketti,4
Aphelinidae,Eretmocerus,portoricensis,5
Aphelinidae,Eretmocerus,queenslandensis,2
Aphelinidae,Eretmocerus,rajasthanicus,2
Aphelinidae,Eretmocerus,rosei,3
Aphelinidae,Eretmocerus,roseni,3
Aphelinidae,Eretmocerus,rui,4
Aphelinidae,Eretmocerus,sculpturatus,1
Aphelinidae,Eretmocerus,serius,4
Aphelinidae,Eretmocerus,silvestrii,1
Aphelinidae,Eretmocerus,siphonini,2
Aphelinidae,Eretmocerus,staufferi,4
Aphelinidae,Eretmocerus,tejanus,5
Aphelinidae,Eretmocerus,tongxiaoensis,1
Aphelinidae,Eretmocerus,trialeurodis,4
Aphelinidae,Eretmocerus,warrae,1
Aphelinidae,Eretmocerus,zippanguiphagus,1
Encyrtidae,Anagyrus,abatos,2
Encyrtidae,Anagyrus,abdulrassouli,2
Encyrtidae,Anagyrus,abyssinicus,1
Encyrtidae,Anagyrus,aceris,1
Encyrtidae,Anagyrus,aciculatus,7
Encyrtidae,Anagyrus,adamsoni,1
Encyrtidae,Anagyrus,aega,4
Encyrtidae,Anagyrus,aegyptiacus,1
Encyrtidae,Anagyrus,agraensis,12
Encyrtidae,Anagyrus,alami,3
Encyrtidae,Anagyrus,albatus,1
Encyrtidae,Anagyrus,alienus,1
Encyrtidae,Anagyrus,aligarhensis,24
Encyrtidae,Anagyrus,almoriensis,2
Encyrtidae,Anagyrus,amnestos,2
Encyrtidae,Anagyrus,amnicus,1
Encyrtidae,Anagyrus,amoenus,1
Encyrtidae,Anagyrus,amudaryensis,2
Encyrtidae,Anagyrus,ananatis,2
Encyrtidae,Anagyrus,antoninae,3
Encyrtidae,Anagyrus,aper,1
Encyrtidae,Anagyrus,aquilonaris,15
Encyrtidae,Anagyrus,arambourgi,1
Encyrtidae,Anagyrus,aranzadii,4
Encyrtidae,Anagyrus,archangelskayae,5
Encyrtidae,Anagyrus,arenaria,1
Encyrtidae,Anagyrus,argyrus,8
Encyrtidae,Anagyrus,ashkhabadensis,2
Encyrtidae,Anagyrus,aurantifrons,2
Encyrtidae,Anagyrus,australiensis,2
Encyrtidae,Anagyrus,azolus,2
Encyrtidae,Anagyrus,bambeyi,4
Encyrtidae,Anagyrus,belibus,30
Encyrtidae,Anagyrus,bellator,15
Encyrtidae,Anagyrus,bellus,2
Encyrtidae,Anagyrus,beneficians,2
Encyrtidae,Anagyrus,bermudensis,4
Encyrtidae,Anagyrus,bicolor,3
Encyrtidae,Anagyrus,bifasciatus,11
Encyrtidae,Anagyrus,bohemanni,13
Encyrtidae,Anagyrus,bouceki,2
Encyrtidae,Anagyrus,brachyclavae,7
Encyrtidae,Anagyrus,brevicornis,8
Encyrtidae,Anagyrus,brevifuniculus,2
Encyrtidae,Anagyrus,brevistigma,1
Encyrtidae,Anagyrus,bugandaensis,1
Encyrtidae,Anagyrus,cachamai,2
Encyrtidae,Anagyrus,californicus,4
Encyrtidae,Anagyrus,calyxtoi,1
Encyrtidae,Anagyrus,caracus,1
Encyrtidae,Anagyrus,cepio,1
Encyrtidae,Anagyrus,cercides,2
Encyrtidae,Anagyrus,chilensis,1
Encyrtidae,Anagyrus,chrysos,3
Encyrtidae,Anagyrus,cilla,1
Encyrtidae,Anagyrus,ciomperliki,1
Encyrtidae,Anagyrus,clauseni,4
Encyrtidae,Anagyrus,coccidivorus,2
Encyrtidae,Anagyrus,coccurae,1
Encyrtidae,Anagyrus,comptoni,3
Encyrtidae,Anagyrus,cooki,4
Encyrtidae,Anagyrus,costalis,1
Encyrtidae,Anagyrus,coxalis,1
Encyrtidae,Anagyrus,cristinae,2
Encyrtidae,Anagyrus,cyrenis,1
Encyrtidae,Anagyrus,dactylopii,9
Encyrtidae,Anagyrus,darevskii,2
Encyrtidae,Anagyrus,descriptus,1
Encyrtidae,Anagyrus,diffinis,1
Encyrtidae,Anagyrus,dilectus,1
Encyrtidae,Anagyrus,discolor,1
Encyrtidae,Anagyrus,diversicornis,8
Encyrtidae,Anagyrus,dozieri,6
Encyrtidae,Anagyrus,dzhanokmenae,2
Encyrtidae,Anagyrus,echion,1
Encyrtidae,Anagyrus,elgeri,4
Encyrtidae,Anagyrus,elizabethae,1
Encyrtidae,Anagyrus,elpis,1
Encyrtidae,Anagyrus,emeljanovi,1
Encyrtidae,Anagyrus,ephyra,1
Encyrtidae,Anagyrus,eudora,1
Encyrtidae,Anagyrus,euroto,1
Encyrtidae,Anagyrus,fasciiscapus,2
Encyrtidae,Anagyrus,fatimae,2
Encyrtidae,Anagyrus,ferus,7
Encyrtidae,Anagyrus,flaviceps,1
Encyrtidae,Anagyrus,flaviclavatus,1
Encyrtidae,Anagyrus,flavimesopleurum,2
Encyrtidae,Anagyrus,floris,3
Encyrtidae,Anagyrus,foersteri,2
Encyrtidae,Anagyrus,fraternus,2
Encyrtidae,Anagyrus,frontolatus,1
Encyrtidae,Anagyrus,fujianensis,1
Encyrtidae,Anagyrus,fujikona,2
Encyrtidae,Anagyrus,fusciventris,7
Encyrtidae,Anagyrus,fuscus,2
Encyrtidae,Anagyrus,galinae,4
Encyrtidae,Anagyrus,gaudens,4
Encyrtidae,Anagyrus,gemma,1
Encyrtidae,Anagyrus,gracilis,4
Encyrtidae,Anagyrus,gravis,1
Encyrtidae,Anagyrus,greeni,3
Encyrtidae,Anagyrus,grenfelli,2
Encyrtidae,Anagyrus,hainanensis,1
Encyrtidae,Anagyrus,haloxyli,1
Encyrtidae,Anagyrus,hammadae,1
Encyrtidae,Anagyrus,hansoni,1
Encyrtidae,Anagyrus,haroldi,5
Encyrtidae,Anagyrus,hebes,1
Encyrtidae,Anagyrus,henanensis,3
Encyrtidae,Anagyrus,hippocoon,3
Encyrtidae,Anagyrus,impar,1
Encyrtidae,Anagyrus,incongruens,1
Encyrtidae,Anagyrus,indicus,12
Encyrtidae,Anagyrus,inermis,1
Encyrtidae,Anagyrus,insolitus,5
Encyrtidae,Anagyrus,ishaqi,1
Encyrtidae,Anagyrus,jacksoni,1
Encyrtidae,Anagyrus,jenniferae,1
Encyrtidae,Anagyrus,jowaianus,1
Encyrtidae,Anagyrus,juani,1
Encyrtidae,Anagyrus,jucundus,2
Encyrtidae,Anagyrus,juno,1
Encyrtidae,Anagyrus,kamali,23
Encyrtidae,Anagyrus,kilinceri,1
Encyrtidae,Anagyrus,kivuensis,4
Encyrtidae,Anagyrus,kurilensis,2
Encyrtidae,Anagyrus,laeviceps,1
Encyrtidae,Anagyrus,lampe,3
Encyrtidae,Anagyrus,lebadeia,1
Encyrtidae,Anagyrus,levis,1
Encyrtidae,Anagyrus,lilacini,1
Encyrtidae,Anagyrus,lineatipes,4
Encyrtidae,Anagyrus,livens,1
Encyrtidae,Anagyrus,lizanorum,1
Encyrtidae,Anagyrus,loecki,3
Encyrtidae,Anagyrus,longicornis,3
Encyrtidae,Anagyrus,longipennis,1
Encyrtidae,Anagyrus,longiventris,2
Encyrtidae,Anagyrus,lopezi,7
Encyrtidae,Anagyrus,luci,1
Encyrtidae,Anagyrus,lutescens,1
Encyrtidae,Anagyrus,maculistigmus,2
Encyrtidae,Anagyrus,major,1
Encyrtidae,Anagyrus,malayensis,1
Encyrtidae,Anagyrus,malenotus,7
Encyrtidae,Anagyrus,mandibularis,1
Encyrtidae,Anagyrus,mangicola,2
Encyrtidae,Anagyrus,maritzae,1
Encyrtidae,Anagyrus,marquesanus,2
Encyrtidae,Anagyrus,matho,1
Encyrtidae,Anagyrus,matritensis,15
Encyrtidae,Anagyrus,mazaces,1
Encyrtidae,Anagyrus,minium,5
Encyrtidae,Anagyrus,mirtesae,1
Encyrtidae,Anagyrus,mirus,2
Encyrtidae,Anagyrus,mirzai,14
Encyrtidae,Anagyrus,montivagus,5
Encyrtidae,Anagyrus,mumfordi,1
Encyrtidae,Anagyrus,mycale,1
Encyrtidae,Anagyrus,narcicius,1
Encyrtidae,Anagyrus,nesticoccus,1
Encyrtidae,Anagyrus,nesus,1
Encyrtidae,Anagyrus,niger,3
Encyrtidae,Anagyrus,nigrescens,1
Encyrtidae,Anagyrus,nigricans,2
Encyrtidae,Anagyrus,nigricorpus,2
Encyrtidae,Anagyrus,nigriflagellum,2
Encyrtidae,Anagyrus,nigritus,2
Encyrtidae,Anagyrus,nishidai,1
Encyrtidae,Anagyrus,nitidus,2
Encyrtidae,Anagyrus,novickyi,1
Encyrtidae,Anagyrus,obodas,1
Encyrtidae,Anagyrus,ocellatus,1
Encyrtidae,Anagyrus,odacon,1
Encyrtidae,Anagyrus,orbitalis,1
Encyrtidae,Anagyrus,pallidipes,5
Encyrtidae,Anagyrus,paralia,1
Encyrtidae,Anagyrus,pergandei,1
Encyrtidae,Anagyrus,petronae,1
Encyrtidae,Anagyrus,phaena,1
Encyrtidae,Anagyrus,phasis,1
Encyrtidae,Anagyrus,phya,1
Encyrtidae,Anagyrus,pilosus,3
Encyrtidae,Anagyrus,porteri,3
Encyrtidae,Anagyrus,procles,1
Encyrtidae,Anagyrus,pseudobicolor,2
Encyrtidae,Anagyrus,pseudococci,4
Encyrtidae,Anagyrus,pulcher,4
Encyrtidae,Anagyrus,pulchricornis,8
Encyrtidae,Anagyrus,pullus,1
Encyrtidae,Anagyrus,punctifrons,2
Encyrtidae,Anagyrus,putonophilus,4
Encyrtidae,Anagyrus,qadrii,3
Encyrtidae,Anagyrus,quadrimaculatus,1
Encyrtidae,Anagyrus,quilmes,2
Encyrtidae,Anagyrus,raidahensis,2
Encyrtidae,Anagyrus,ranchiensis,1
Encyrtidae,Anagyrus,rapo,1
Encyrtidae,Anagyrus,regis,1
Encyrtidae,Anagyrus,remotor,1
Encyrtidae,Anagyrus,rhopaloides,1
Encyrtidae,Anagyrus,rifens,1
Encyrtidae,Anagyrus,rosichoni,1
Encyrtidae,Anagyrus,rotundiceps,4
Encyrtidae,Anagyrus,rubellus,4
Encyrtidae,Anagyrus,rubinae,1
Encyrtidae,Anagyrus,rufoscutatus,6
Encyrtidae,Anagyrus,rugas,1
Encyrtidae,Anagyrus,rusticus,3
Encyrtidae,Anagyrus,sabas,3
Encyrtidae,Anagyrus,saccharicola,1
Encyrtidae,Anagyrus,sachalinensis,1
Encyrtidae,Anagyrus,saintpierrei,1
Encyrtidae,Anagyrus,saipanensis,1
Encyrtidae,Anagyrus,salazari,1
Encyrtidae,Anagyrus,sameenae,1
Encyrtidae,Anagyrus,sawadai,8
Encyrtidae,Anagyrus,scaea,1
Encyrtidae,Anagyrus,scapularis,2
Encyrtidae,Anagyrus,schmuttereri,1
Encyrtidae,Anagyrus,schoenherri,11
Encyrtidae,Anagyrus,scimitar,1
Encyrtidae,Anagyrus,securicornis,10
Encyrtidae,Anagyrus,semifulvus,1
Encyrtidae,Anagyrus,shadabi,1
Encyrtidae,Anagyrus,shahidi,2
Encyrtidae,Anagyrus,siccus,3
Encyrtidae,Anagyrus,similis,2
Encyrtidae,Anagyrus,sinensis,2
Encyrtidae,Anagyrus,sinope,3
Encyrtidae,Anagyrus,smithi,3
Encyrtidae,Anagyrus,sogdianus,2
Encyrtidae,Anagyrus,sophax,1
Encyrtidae,Anagyrus,spaici,3
Encyrtidae,Anagyrus,spica,3
Encyrtidae,Anagyrus,subalbipes,6
Encyrtidae,Anagyrus,subflaviceps,6
Encyrtidae,Anagyrus,subnigricornis,2
Encyrtidae,Anagyrus,subproximus,2
Encyrtidae,Anagyrus,subtilis,1
Encyrtidae,Anagyrus,sucro,1
Encyrtidae,Anagyrus,sugonjaevi,1
Encyrtidae,Anagyrus,suia,1
Encyrtidae,Anagyrus,surekhae,1
Encyrtidae,Anagyrus,swezeyi,1
Encyrtidae,Anagyrus,szodensis,1
Encyrtidae,Anagyrus,tamaricicola,2
Encyrtidae,Anagyrus,tantaleus,2
Encyrtidae,Anagyrus,tanystis,1
Encyrtidae,Anagyrus,telon,1
Encyrtidae,Anagyrus,tenuis,1
Encyrtidae,Anagyrus,terebratus,10
Encyrtidae,Anagyrus,thailandicus,8
Encyrtidae,Anagyrus,theana,1
Encyrtidae,Anagyrus,theon,1
Encyrtidae,Anagyrus,thoe,1
Encyrtidae,Anagyrus,thyridopterygis,2
Encyrtidae,Anagyrus,tibimaculatus,1
Encyrtidae,Anagyrus,townsendi,2
Encyrtidae,Anagyrus,tricolor,1
Encyrtidae,Anagyrus,trinidadensis,5
Encyrtidae,Anagyrus,tristis,1
Encyrtidae,Anagyrus,trjapitzini,2
Encyrtidae,Anagyrus,turkmenicus,6
Encyrtidae,Anagyrus,tyana,1
Encyrtidae,Anagyrus,tymber,1
Encyrtidae,Anagyrus,umairi,1
Encyrtidae,Anagyrus,ussuriensis,1
Encyrtidae,Anagyrus,varithorax,3
Encyrtidae,Anagyrus,verides,1
Encyrtidae,Anagyrus,villalobosi,1
Encyrtidae,Anagyrus,vochos,1
Encyrtidae,Anagyrus,vulso,1
Encyrtidae,Anagyrus,wayfoongi,1
Encyrtidae,Anagyrus,xanthogaster,1
Encyrtidae,Anagyrus,yuccae,9
Encyrtidae,Anagyrus,zaitzevi,4
Encyrtidae,Anagyrus,zama,1
Encyrtidae,Anagyrus,zubairi,1
Encyrtidae,Anagyrus,zygia,5
Encyrtidae,Arrhenophagus,albitibiae,4
Encyrtidae,Arrhenophagus,chionaspidis,14
Encyrtidae,Arrhenophagus,confusus,1
Encyrtidae,Arrhenophagus,longicalcaratus,1
Encyrtidae,Comperiella,apoda,1
Encyrtidae,Comperiella,aspidiotiphaga,1
Encyrtidae,Comperiella,bifasciata,14
Encyrtidae,Comperiella,calauanica,1
Encyrtidae,Comperiella,diversifasciata,1
Encyrtidae,Comperiella,indica,2
Encyrtidae,Comperiella,karoo,1
Encyrtidae,Comperiella,lemniscata,5
Encyrtidae,Comperiella,pia,3
Encyrtidae,Comperiella,ponticula,1
Encyrtidae,Comperiella,unifasciata,6
Encyrtidae,Copidosoma,abulense,3
Encyrtidae,Copidosoma,aeneum,1
Encyrtidae,Copidosoma,aeripes,4
Encyrtidae,Copidosoma,agrotis,15
Encyrtidae,Copidosoma,aithyia,31
Encyrtidae,Copidosoma,albipes,12
Encyrtidae,Copidosoma,alhagiae,1
Encyrtidae,Copidosoma,amarginalia,1
Encyrtidae,Copidosoma,amurense,1
Encyrtidae,Copidosoma,anceus,12
Encyrtidae,Copidosoma,ancharus,18
Encyrtidae,Copidosoma,archeodominica,1
Encyrtidae,Copidosoma,arenarium,3
Encyrtidae,Copidosoma,arenicola,4
Encyrtidae,Copidosoma,aretas,18
Encyrtidae,Copidosoma,arvense,1
Encyrtidae,Copidosoma,athepi,1
Encyrtidae,Copidosoma,augasmatis,1
Encyrtidae,Copidosoma,auriceps,6
Encyrtidae,Copidosoma,australia,1
Encyrtidae,Copidosoma,australicum,1
Encyrtidae,Copidosoma,australis,2
Encyrtidae,Copidosoma,autumnale,1
Encyrtidae,Copidosoma,babas,10
Encyrtidae,Copidosoma,baii,2
Encyrtidae,Copidosoma,bakeri,13
Encyrtidae,Copidosoma,balchanense,1
Encyrtidae,Copidosoma,bicoloricornis,2
Encyrtidae,Copidosoma,bohemicum,5
Encyrtidae,Copidosoma,bolivari,3
Encyrtidae,Copidosoma,boreale,1
Encyrtidae,Copidosoma,bouceki,1
Encyrtidae,Copidosoma,boucheanum,11
Encyrtidae,Copidosoma,breviclava,1
Encyrtidae,Copidosoma,brevitruncatellum,1
Encyrtidae,Copidosoma,breviusculum,2
Encyrtidae,Copidosoma,bucculatricis,6
Encyrtidae,Copidosoma,bucharicum,1
Encyrtidae,Copidosoma,budense,2
Encyrtidae,Copidosoma,calligoni,1
Encyrtidae,Copidosoma,caspicum,1
Encyrtidae,Copidosoma,celaenae,3
Encyrtidae,Copidosoma,cervius,16
Encyrtidae,Copidosoma,chalconotum,18
Encyrtidae,Copidosoma,charon,1
Encyrtidae,Copidosoma,chilense,4
Encyrtidae,Copidosoma,clavatum,4
Encyrtidae,Copidosoma,coimbatorense,1
Encyrtidae,Copidosoma,compressiventris,1
Encyrtidae,Copidosoma,coni,2
Encyrtidae,Copidosoma,convexum,2
Encyrtidae,Copidosoma,cubense,1
Encyrtidae,Copidosoma,cuproviride,3
Encyrtidae,Copidosoma,cyaneum,3
Encyrtidae,Copidosoma,dasi,3
Encyrtidae,Copidosoma,deceptor,3
Encyrtidae,Copidosoma,delattrei,2
Encyrtidae,Copidosoma,dendrophilum,1
Encyrtidae,Copidosoma,desantisi,6
Encyrtidae,Copidosoma,dioryctria,1
Encyrtidae,Copidosoma,distinctum,2
Encyrtidae,Copidosoma,dius,28
Encyrtidae,Copidosoma,dudichi,2
Encyrtidae,Copidosoma,dushakense,1
Encyrtidae,Copidosoma,eucalypti,3
Encyrtidae,Copidosoma,eurystomum,1
Encyrtidae,Copidosoma,exiguum,1
Encyrtidae,Copidosoma,exortivum,1
Encyrtidae,Copidosoma,extraneum,3
Encyrtidae,Copidosoma,exvallis,2
Encyrtidae,Copidosoma,fadus,5
Encyrtidae,Copidosoma,falkovitshi,1
Encyrtidae,Copidosoma,farabense,1
Encyrtidae,Copidosoma,fasciatum,2
Encyrtidae,Copidosoma,filicorne,6
Encyrtidae,Copidosoma,firli,1
Encyrtidae,Copidosoma,flagellare,10
Encyrtidae,Copidosoma,floridanum,73
Encyrtidae,Copidosoma,fulgens,1
Encyrtidae,Copidosoma,fuscisquama,4
Encyrtidae,Copidosoma,gelechiae,8
Encyrtidae,Copidosoma,genale,8
Encyrtidae,Copidosoma,gibbosum,1
Encyrtidae,Copidosoma,gloriosum,3
Encyrtidae,Copidosoma,gracile,3
Encyrtidae,Copidosoma,graminis,2
Encyrtidae,Copidosoma,hanzhongenum,1
Encyrtidae,Copidosoma,herbaceum,8
Encyrtidae,Copidosoma,herbicola,1
Encyrtidae,Copidosoma,hispanicum,5
Encyrtidae,Copidosoma,hofferi,1
Encyrtidae,Copidosoma,horaxis,1
Encyrtidae,Copidosoma,howardi,8
Encyrtidae,Copidosoma,hyalinistigma,2
Encyrtidae,Copidosoma,ilaman,1
Encyrtidae,Copidosoma,indicum,1
Encyrtidae,Copidosoma,insulare,2
Encyrtidae,Copidosoma,intermedium,1
Encyrtidae,Copidosoma,iole,1
Encyrtidae,Copidosoma,ipswichia,2
Encyrtidae,Copidosoma,iracundum,4
Encyrtidae,Copidosoma,iridescens,1
Encyrtidae,Copidosoma,javense,2
Encyrtidae,Copidosoma,jucundum,1
Encyrtidae,Copidosoma,juliae,5
Encyrtidae,Copidosoma,katuniense,3
Encyrtidae,Copidosoma,kirghizicum,1
Encyrtidae,Copidosoma,koehleri,3
Encyrtidae,Copidosoma,komabae,4
Encyrtidae,Copidosoma,kuhitangense,1
Encyrtidae,Copidosoma,kushkense,2
Encyrtidae,Copidosoma,lepidopterophagum,2
Encyrtidae,Copidosoma,longiartus,2
Encyrtidae,Copidosoma,longicaudata,2
Encyrtidae,Copidosoma,longiclavatum,1
Encyrtidae,Copidosoma,longiventre,2
Encyrtidae,Copidosoma,lotae,3
Encyrtidae,Copidosoma,lucetius,3
Encyrtidae,Copidosoma,lucidum,1
Encyrtidae,Copidosoma,luciphilum,3
Encyrtidae,Copidosoma,lymani,1
Encyrtidae,Copidosoma,malacosoma,1
Encyrtidae,Copidosoma,manaliense,1
Encyrtidae,Copidosoma,manilae,2
Encyrtidae,Copidosoma,melanocerum,3
Encyrtidae,Copidosoma,meridionale,1
Encyrtidae,Copidosoma,minutum,3
Encyrtidae,Copidosoma,mohelnense,2
Encyrtidae,Copidosoma,monochroum,1
Encyrtidae,Copidosoma,myartsevae,1
Encyrtidae,Copidosoma,nacoleiae,5
Encyrtidae,Copidosoma,naevia,1
Encyrtidae,Copidosoma,naurzumense,1
Encyrtidae,Copidosoma,nekrasovi,2
Encyrtidae,Copidosoma,nepalense,1
Encyrtidae,Copidosoma,nijasovi,3
Encyrtidae,Copidosoma,nocturnum,1
Encyrtidae,Copidosoma,notatum,1
Encyrtidae,Copidosoma,noyesi,1
Encyrtidae,Copidosoma,nubilosum,1
Encyrtidae,Copidosoma,oreinos,1
Encyrtidae,Copidosoma,orientale,2
Encyrtidae,Copidosoma,ortyx,1
Encyrtidae,Copidosoma,paralios,1
Encyrtidae,Copidosoma,parkeri,2
Encyrtidae,Copidosoma,perminutum,1
Encyrtidae,Copidosoma,perpunctatum,2
Encyrtidae,Copidosoma,perseverans,6
Encyrtidae,Copidosoma,peticus,33
Encyrtidae,Copidosoma,phaloniae,2
Encyrtidae,Copidosoma,phthorimaeae,2
Encyrtidae,Copidosoma,pilosum,2
Encyrtidae,Copidosoma,pistacinellae,1
Encyrtidae,Copidosoma,plethoricum,7
Encyrtidae,Copidosoma,primulum,21
Encyrtidae,Copidosoma,pyralidis,6
Encyrtidae,Copidosoma,radnense,3
Encyrtidae,Copidosoma,rarum,1
Encyrtidae,Copidosoma,ratzeburgi,2
Encyrtidae,Copidosoma,recurvariae,1
Encyrtidae,Copidosoma,remotum,1
Encyrtidae,Copidosoma,salacon,3
Encyrtidae,Copidosoma,sashegyense,2
Encyrtidae,Copidosoma,saxaulicum,1
Encyrtidae,Copidosoma,scutellare,3
Encyrtidae,Copidosoma,serricorne,16
Encyrtidae,Copidosoma,shakespearei,1
Encyrtidae,Copidosoma,shawi,1
Encyrtidae,Copidosoma,silvestrii,2
Encyrtidae,Copidosoma,sinevi,1
Encyrtidae,Copidosoma,slavai,1
Encyrtidae,Copidosoma,songinum,4
Encyrtidae,Copidosoma,sosares,31
Encyrtidae,Copidosoma,spinosum,1
Encyrtidae,Copidosoma,stylatum,4
Encyrtidae,Copidosoma,subalbicorne,4
Encyrtidae,Copidosoma,tamilanum,5
Encyrtidae,Copidosoma,tanytmemum,4
Encyrtidae,Copidosoma,teciae,1
Encyrtidae,Copidosoma,tenue,2
Encyrtidae,Copidosoma,terebrator,7
Encyrtidae,Copidosoma,thebe,22
Encyrtidae,Copidosoma,thompsoni,3
Encyrtidae,Copidosoma,tibiale,2
Encyrtidae,Copidosoma,transversum,1
Encyrtidae,Copidosoma,tremblayi,1
Encyrtidae,Copidosoma,trisegmentis,1
Encyrtidae,Copidosoma,trjapitzini,1
Encyrtidae,Copidosoma,truncatellum,7
Encyrtidae,Copidosoma,tugaicum,1
Encyrtidae,Copidosoma,turanicum,1
Encyrtidae,Copidosoma,ultimum,1
Encyrtidae,Copidosoma,uruguayensis,4
Encyrtidae,Copidosoma,varicorne,33
Encyrtidae,Copidosoma,variventris,4
Encyrtidae,Copidosoma,venustum,1
Encyrtidae,Copidosoma,vicinum,2
Encyrtidae,Copidosoma,vinnulum,1
Encyrtidae,Copidosoma,virescens,2
Encyrtidae,Copidosoma,viridiaeneum,2
Encyrtidae,Copidosoma,zdeneki,1
Encyrtidae,Copidosoma,zolta,2
Encyrtidae,Protyndarichoides,aligarhensis,4
Encyrtidae,Protyndarichoides,cinctiventris,3
Encyrtidae,Protyndarichoides,indicus,5
Encyrtidae,Protyndarichoides,longicornis,1
Encyrtidae,Protyndarichoides,nigriceps,1
Eulophidae,Baryscapus,adalia,11
Eulophidae,Baryscapus,aenescens,1
Eulophidae,Baryscapus,agrilorum,9
Eulophidae,Baryscapus,albitarsis,2
Eulophidae,Baryscapus,americanus,3
Eulophidae,Baryscapus,anasillus,1
Eulophidae,Baryscapus,andriescui,1
Eulophidae,Baryscapus,arabica,1
Eulophidae,Baryscapus,artemisiae,1
Eulophidae,Baryscapus,babiyi,2
Eulophidae,Baryscapus,bachmaieri,2
Eulophidae,Baryscapus,barbarae,2
Eulophidae,Baryscapus,barica,1
Eulophidae,Baryscapus,beijingensis,2
Eulophidae,Baryscapus,berhidanus,6
Eulophidae,Baryscapus,bewicki,2
Eulophidae,Baryscapus,bonessi,1
Eulophidae,Baryscapus,bouceki,1
Eulophidae,Baryscapus,brevicornis,1
Eulophidae,Baryscapus,breviscapus,9
Eulophidae,Baryscapus,bruchidii,6
Eulophidae,Baryscapus,bruchivorus,2
Eulophidae,Baryscapus,bruchophagi,10
Eulophidae,Baryscapus,bruniqueli,3
Eulophidae,Baryscapus,buxi,4
Eulophidae,Baryscapus,carthami,1
Eulophidae,Baryscapus,cecidophagus,2
Eulophidae,Baryscapus,ceroplastophilus,2
Eulophidae,Baryscapus,chlamytis,3
Eulophidae,Baryscapus,chrysopae,11
Eulophidae,Baryscapus,cimbiciphilus,7
Eulophidae,Baryscapus,cirsiicola,1
Eulophidae,Baryscapus,coerulescens,8
Eulophidae,Baryscapus,contingens,1
Eulophidae,Baryscapus,conwentziae,3
Eulophidae,Baryscapus,cormus,2
Eulophidae,Baryscapus,crassicornis,7
Eulophidae,Baryscapus,daira,15
Eulophidae,Baryscapus,diaphantus,14
Eulophidae,Baryscapus,diorhabdivorus,2
Eulophidae,Baryscapus,dolosus,6
Eulophidae,Baryscapus,dryocoetae,2
Eulophidae,Baryscapus,elasmi,3
Eulophidae,Baryscapus,embolicus,6
Eulophidae,Baryscapus,endemus,13
