family,genus,species,nbr_country,lat_min,lon_min,lat_max,lon_max,lat_mean,lon_mean,lat_median,lon_median,host_order,host_fam,host_spp
Chalcididae,Brachymeria,truncata,1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0
Chalcididae,Brachymeria,truncatella,10,19.4326009,-118.7559973,54.0,71.247499,35.99824214,-87.36875057,35.6361399,-102.59754905,0,0,0
Chalcididae,Brachymeria,ucalegon,5,-36.5986095,135.6301212,-21.3019904,165.4880773,-31.14261024,148.40591496,-31.8759834,147.2869493,1,1,4
Chalcididae,Brachymeria,unguttifemur,1,-31.8759834,147.2869493,-31.8759834,147.2869493,-31.8759834,147.2869493,-31.8759834,147.2869493,0,0,0
Chalcididae,Brachymeria,varipes,2,-28.8166235,24.991639,-18.4554962,29.7468414,-23.63605985,27.3692402,-23.63605985,27.3692402,1,2,2
Chalcididae,Brachymeria,vergilii,1,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,0,0,0
Chalcididae,Brachymeria,veronesini,1,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,-42.0350669,146.6366887,0,0,0
Chalcididae,Brachymeria,vesparum,2,-34.9964962,-64.9672816,-4.7493932,-52.8973005,-19.8729447,-58.93229105,-19.8729447,-58.93229105,1,1,1
Chalcididae,Brachymeria,victoria,3,-42.0350669,144.4588889,-21.9182855,146.6366887,-33.5173206333,145.257860933,-36.5986095,144.6780052,1,1,2
Chalcididae,Brachymeria,vitripennis,15,32.9407496,8.2319736,51.0834196,52.9471344,44.2916536133,22.2398979133,45.5643442,20.55144,1,2,13
Chalcididae,Brachymeria,vulcani,1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0
Chalcididae,Brachymeria,wanei,1,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,0,0,0
Chalcididae,Brachymeria,weemsi,2,27.7567667,-81.4639834,41.6809707,44.0287382,34.7188687,-18.7176226,34.7188687,-18.7176226,0,0,0
Chalcididae,Brachymeria,westwoodi,2,4.1413025,-58.641689,4.8417097,-56.0771186,4.4915061,-57.3594038,4.4915061,-57.3594038,1,1,1
Chalcididae,Brachymeria,wiebesina,3,2.3926225,85.906508,25.6440845,113.646867,13.7757032333,102.6599621,13.2904027,108.4265113,0,0,0
Chalcididae,Brachymeria,xanthopus,1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0
Chalcididae,Brachymeria,yamalae,1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0
Chalcididae,Brachymeria,yunnanensis,1,25.0,102.0,25.0,102.0,25.0,102.0,25.0,102.0,0,0,0
Encyrtidae,Adelencyrtus,antennatus,2,-28.8166235,24.991639,25.0,102.0,-1.90831175,63.4958195,-1.90831175,63.4958195,1,1,1
Encyrtidae,Adelencyrtus,aulacaspidis,35,-41.500083,-118.7559973,59.9393657,172.8344077,34.18812687,30.6388792708,42.6073975,30.3153628,1,2,9
Encyrtidae,Adelencyrtus,axillaris,2,-21.9182855,76.5119752,10.3529588,144.4588889,-5.78266335,110.48543205,-5.78266335,110.48543205,1,1,1
Encyrtidae,Adelencyrtus,bengalensis,1,22.9964948,87.6855882,22.9964948,87.6855882,22.9964948,87.6855882,22.9964948,87.6855882,0,0,0
Encyrtidae,Adelencyrtus,biannulatus,1,25.0,102.0,25.0,102.0,25.0,102.0,25.0,102.0,0,0,0
Encyrtidae,Adelencyrtus,bifasciatus,15,14.5203896,-157.9752029,36.5748441,139.2394179,27.1185673067,87.8949051667,27.9995878,112.009538,1,2,14
Encyrtidae,Adelencyrtus,bimaculatus,6,10.2188344,73.7684549,27.1303344,92.5771329,21.29670025,82.3483073333,24.5500327,83.05769805,1,1,1
Encyrtidae,Adelencyrtus,brachycaudae,3,19.2000001,102.0,27.9995878,112.009538,24.0665293,107.869845967,25.0,109.5999999,0,0,0
Encyrtidae,Adelencyrtus,chinensis,2,24.0,109.0,27.9995878,112.009538,25.9997939,110.504769,25.9997939,110.504769,1,1,1
Encyrtidae,Adelencyrtus,chionaspidis,4,7.878,-62.7687276,26.5450001,117.842778,18.530085675,53.6114044469,19.8486713,79.6857836937,1,2,5
Encyrtidae,Adelencyrtus,coxalis,5,10.90253775,77.2219388,28.6517178,102.0,18.27755589,83.5500182871,15.9240905,79.9752370356,1,2,2
Encyrtidae,Adelencyrtus,depressus,1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0
Encyrtidae,Adelencyrtus,flagellatus,1,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,0,0,0
Encyrtidae,Adelencyrtus,funicularis,1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,1,1,1
Encyrtidae,Adelencyrtus,inglisiae,3,-28.8166235,24.991639,22.9964948,87.6855882,-8.09187496667,47.4746895333,-18.4554962,29.7468414,1,1,12
Encyrtidae,Adelencyrtus,lagnebus,1,22.9964948,87.6855882,22.9964948,87.6855882,22.9964948,87.6855882,22.9964948,87.6855882,0,0,0
Encyrtidae,Adelencyrtus,longiclavatus,1,26.8105777,73.7684549,26.8105777,73.7684549,26.8105777,73.7684549,26.8105777,73.7684549,0,0,0
Encyrtidae,Adelencyrtus,mangiphila,1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,1,1,1
Encyrtidae,Adelencyrtus,mayurai,9,10.90253775,-9.2399262,28.6517178,80.859666,19.00186735,67.8978404706,19.531932,77.2219388,2,2,3
Encyrtidae,Adelencyrtus,minutus,1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0
Encyrtidae,Adelencyrtus,moderatus,31,-20.275945,-81.4639834,39.3763807,179.0122737,14.6408216274,48.3275525915,17.3462278,76.0554568,1,3,13
Encyrtidae,Adelencyrtus,noyesi,1,32.41875,102.6366383,32.41875,102.6366383,32.41875,102.6366383,32.41875,102.6366383,0,0,0
Encyrtidae,Adelencyrtus,oceanicus,3,5.5600565,133.313631,13.4501257,150.1982846,8.36918306667,142.756488877,6.097367,144.75755103,1,1,1
Encyrtidae,Adelencyrtus,odonaspidis,13,-28.8166235,-157.9752029,36.5748441,139.2394179,17.5707580462,-33.8702832846,21.2160437,-64.7603582,1,2,6
Encyrtidae,Adelencyrtus,orientalis,1,32.41875,102.6366383,32.41875,102.6366383,32.41875,102.6366383,32.41875,102.6366383,0,0,0
Encyrtidae,Adelencyrtus,orissanus,1,20.5431241,84.6897321,20.5431241,84.6897321,20.5431241,84.6897321,20.5431241,84.6897321,0,0,0
Encyrtidae,Adelencyrtus,perniciosus,1,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,1,1,1
Encyrtidae,Adelencyrtus,quadridentatus,1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0
Encyrtidae,Adelencyrtus,quadriguttus,1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,1,1,1
Encyrtidae,Adelencyrtus,quinquedentatus,1,-36.5986095,144.6780052,-36.5986095,144.6780052,-36.5986095,144.6780052,-36.5986095,144.6780052,1,1,1
Encyrtidae,Adelencyrtus,sarawaki,1,2.3926225,113.646867,2.3926225,113.646867,2.3926225,113.646867,2.3926225,113.646867,1,1,1
Encyrtidae,Adelencyrtus,simmondsi,1,-30.5343664,135.6301212,-30.5343664,135.6301212,-30.5343664,135.6301212,-30.5343664,135.6301212,1,1,1
Encyrtidae,Adelencyrtus,subapterus,2,49.4871968,31.2718321,64.6863136,97.7453061,57.0867552,64.5085691,57.0867552,64.5085691,1,1,2
Encyrtidae,Adelencyrtus,tibialis,1,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,0,0,0
Encyrtidae,Anagyrus,abatos,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,abdulrassouli,1,33.0955793,44.1749775,33.0955793,44.1749775,33.0955793,44.1749775,33.0955793,44.1749775,1,1,1
Encyrtidae,Anagyrus,abyssinicus,3,8.0300284,-1.080027,15.9500319,38.6521203,11.3972435,25.1906867,10.2116702,37.9999668,1,1,2
Encyrtidae,Anagyrus,aceris,3,-1.97560385,78.3665347,23.1357694,120.295079345,10.6898663167,103.953294282,10.9094334,113.1982688,0,0,0
Encyrtidae,Anagyrus,aciculatus,1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,1,1,1
Encyrtidae,Anagyrus,adamsoni,1,-18.6243748,-144.6434897,-18.6243748,-144.6434897,-18.6243748,-144.6434897,-18.6243748,-144.6434897,0,0,0
Encyrtidae,Anagyrus,aega,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,aegyptiacus,3,-6.3472901,29.2675469,31.1667049,106.779011,17.0244880333,57.6627286333,26.2540493,36.941628,1,1,4
Encyrtidae,Anagyrus,agraensis,22,-28.8166235,-157.9752029,32.9407496,145.213452483,16.5861602318,73.950601046,19.8715621,76.8474107,1,1,10
Encyrtidae,Anagyrus,alami,2,14.5203896,75.7223521,19.531932,76.0554568,17.0261608,75.88890445,17.0261608,75.88890445,1,1,2
Encyrtidae,Anagyrus,albatus,1,46.8250388,103.8499736,46.8250388,103.8499736,46.8250388,103.8499736,46.8250388,103.8499736,0,0,0
Encyrtidae,Anagyrus,alienus,1,38.9597594,34.9249653,38.9597594,34.9249653,38.9597594,34.9249653,38.9597594,34.9249653,0,0,0
Encyrtidae,Anagyrus,aligarhensis,38,-1.97560385,-99.5120985,64.6863136,120.295079345,33.4745692526,43.4821957749,32.283896375,50.3671926,2,2,17
Encyrtidae,Anagyrus,almoriensis,4,23.9739374,79.089691,30.0417376,120.9820179,26.922752375,99.693538225,26.83766725,99.351222,1,1,2
Encyrtidae,Anagyrus,amnestos,4,14.5203896,-100.4458824,41.6809707,75.7223521,33.393221175,8.365063975,38.6857622,29.0918931,1,1,1
Encyrtidae,Anagyrus,amnicus,1,-22.5037497,17.0194784,-22.5037497,17.0194784,-22.5037497,17.0194784,-22.5037497,17.0194784,0,0,0
Encyrtidae,Anagyrus,amoenus,4,-28.8166235,-5.5679457,28.6517178,77.2219388,3.96371495,23.891401275,8.00988275,11.955806,1,1,3
Encyrtidae,Anagyrus,amudaryensis,1,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,1,1,1
Encyrtidae,Anagyrus,ananatis,13,-34.9964962,-157.9752029,21.2160437,-38.3087922,0.158929746154,-70.5327437154,8.0018709,-66.5841245,1,1,6
Encyrtidae,Anagyrus,antoninae,9,-21.9549805,-157.9752029,49.7219665,143.448533,25.6037490667,-21.2696787778,30.8703881,-81.4639834,1,3,7
Encyrtidae,Anagyrus,aper,4,10.2735633,-99.5120985,50.0000002,-71.6553991,33.893628725,-85.310351925,37.6504757,-85.03695505,0,0,0
Encyrtidae,Anagyrus,aquilonaris,12,10.3529588,75.7223521,34.0476564,100.83273,21.8319133417,82.5004938583,24.5500327,79.63803595,0,0,0
Encyrtidae,Anagyrus,arambourgi,1,1.4419683,38.4313975,1.4419683,38.4313975,1.4419683,38.4313975,1.4419683,38.4313975,0,0,0
Encyrtidae,Anagyrus,aranzadii,1,40.0028028,-4.0031039,40.0028028,-4.0031039,40.0028028,-4.0031039,40.0028028,-4.0031039,0,0,0
Encyrtidae,Anagyrus,archangelskayae,2,39.3763807,59.3924609,41.32373,63.9528098,40.35005535,61.67263535,40.35005535,61.67263535,1,1,3
Encyrtidae,Anagyrus,arenaria,1,-22.5037497,17.0194784,-22.5037497,17.0194784,-22.5037497,17.0194784,-22.5037497,17.0194784,0,0,0
Encyrtidae,Anagyrus,argyrus,3,31.8160381,-99.5120985,54.0,-71.9999999,40.9797542,-83.3349568,37.1232245,-78.492772,1,1,2
Encyrtidae,Anagyrus,ashkhabadensis,1,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,0,0,0
Encyrtidae,Anagyrus,aurantifrons,8,-28.8166235,-1.080027,35.000074,104.999927,-0.698258025,36.63748725,-0.769733,33.07342705,1,2,12
Encyrtidae,Anagyrus,australiensis,1,-24.7761085,134.755,-24.7761085,134.755,-24.7761085,134.755,-24.7761085,134.755,1,1,1
Encyrtidae,Anagyrus,azolus,1,25.6242618,42.3528328,25.6242618,42.3528328,25.6242618,42.3528328,25.6242618,42.3528328,0,0,0
Encyrtidae,Anagyrus,bambeyi,1,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,1,1,1
Encyrtidae,Anagyrus,belibus,25,32.75175465,-16.9817465613,64.574131,103.8499736,50.381466032,22.4396970341,49.8167003,19.5060937,1,1,4
Encyrtidae,Anagyrus,bellator,1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,0,0,0
Encyrtidae,Anagyrus,bellus,1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0
Encyrtidae,Anagyrus,beneficians,8,-28.8166235,-5.5679457,8.7800265,46.4416422,-4.15439855,21.297942075,1.48766185,28.6041484,1,1,8
Encyrtidae,Anagyrus,bermudensis,2,18.1850507,-77.3947692,32.3018217,-64.7603582,25.2434362,-71.0775637,25.2434362,-71.0775637,1,1,2
Encyrtidae,Anagyrus,bicolor,1,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,0,0,0
Encyrtidae,Anagyrus,bifasciatus,1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,1,2,2
Encyrtidae,Anagyrus,bohemanni,19,22.3511148,-16.9817465613,64.6863136,97.7453061,44.9167389816,18.2351802939,47.2000338,14.5208584,1,4,12
Encyrtidae,Anagyrus,bouceki,17,40.3936294,-3.7389299,59.6749712,134.726645,47.5725076971,32.2187949741,47.1817585,24.6859225,0,0,0
Encyrtidae,Anagyrus,brachyclavae,1,40.9975197,122.9955469,40.9975197,122.9955469,40.9975197,122.9955469,40.9975197,122.9955469,0,0,0
Encyrtidae,Anagyrus,brevicornis,3,14.5203896,75.7223521,25.6440845,85.906508,18.6961882,80.6050803333,15.9240905,80.1863809,1,1,1
Encyrtidae,Anagyrus,brevifuniculus,1,25.0,102.0,25.0,102.0,25.0,102.0,25.0,102.0,0,0,0
Encyrtidae,Anagyrus,brevistigma,3,-34.9964962,-64.9672816,-8.4127482,-38.3087922,-21.7880749667,-50.7664361667,-21.9549805,-49.0232347,1,1,1
Encyrtidae,Anagyrus,bugandaensis,4,1.4419683,-5.5679457,7.9897371,38.4313975,3.241265275,20.270027325,1.76667785,24.10832875,1,1,3
Encyrtidae,Anagyrus,cachamai,1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,1,1,2
Encyrtidae,Anagyrus,californicus,6,10.2735633,-157.9752029,36.7014631,114.1628131,25.4370844333,-73.3115926667,25.01804725,-97.91859275,1,1,3
Encyrtidae,Anagyrus,calyxtoi,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,caracus,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Encyrtidae,Anagyrus,cepio,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,cercides,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,chilensis,2,-32.8755547,-71.3187696,-31.7613364,-56.0201524,-32.31844555,-63.669461,-32.31844555,-63.669461,0,0,0
Encyrtidae,Anagyrus,chrysos,10,2.3923759,75.7223521,27.1303344,112.8471939,17.524639825,83.7746643936,17.72801125,80.0808089678,1,2,9
Encyrtidae,Anagyrus,cilla,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,clauseni,4,-31.7613364,-118.7559973,36.7014631,119.9999999,16.121281725,11.94200275,29.7725001,23.2620042,1,2,4
Encyrtidae,Anagyrus,coccidivorus,8,-34.9964962,-157.9752029,21.2160437,-53.1999999,5.40254655,-78.1602443,13.1018259,-68.4434635,1,1,5
Encyrtidae,Anagyrus,coccurae,1,59.9393657,30.3153628,59.9393657,30.3153628,59.9393657,30.3153628,59.9393657,30.3153628,1,1,1
Encyrtidae,Anagyrus,comptoni,3,-6.3472901,106.779011,19.2000001,120.295079345,3.62570205,112.224696748,-1.97560385,109.5999999,0,0,0
Encyrtidae,Anagyrus,cooki,1,-6.3472901,106.779011,-6.3472901,106.779011,-6.3472901,106.779011,-6.3472901,106.779011,0,0,0
Encyrtidae,Anagyrus,costalis,1,-41.500083,172.8344077,-41.500083,172.8344077,-41.500083,172.8344077,-41.500083,172.8344077,0,0,0
Encyrtidae,Anagyrus,coxalis,1,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,0,0,0
Encyrtidae,Anagyrus,cristinae,2,10.2735633,-99.1333415,19.4326009,-84.0739101,14.8530821,-91.6036258,14.8530821,-91.6036258,0,0,0
Encyrtidae,Anagyrus,cyrenis,1,-41.500083,172.8344077,-41.500083,172.8344077,-41.500083,172.8344077,-41.500083,172.8344077,0,0,0
Encyrtidae,Anagyrus,dactylopii,37,-24.7761085,-157.9752029,38.9597594,179.0122737,19.3662219311,78.6813051415,21.2160437,80.859666,1,3,23
Encyrtidae,Anagyrus,darevskii,1,-8.9999999,120.0,-8.9999999,120.0,-8.9999999,120.0,-8.9999999,120.0,0,0,0
Encyrtidae,Anagyrus,descriptus,1,38.9597594,34.9249653,38.9597594,34.9249653,38.9597594,34.9249653,38.9597594,34.9249653,0,0,0
Encyrtidae,Anagyrus,diffinis,1,4.4137155,114.5653908,4.4137155,114.5653908,4.4137155,114.5653908,4.4137155,114.5653908,0,0,0
Encyrtidae,Anagyrus,dilectus,1,46.8250388,103.8499736,46.8250388,103.8499736,46.8250388,103.8499736,46.8250388,103.8499736,0,0,0
Encyrtidae,Anagyrus,discolor,2,10.90253775,79.9752370356,27.1303344,80.859666,19.016436075,80.4174515178,19.016436075,80.4174515178,0,0,0
Encyrtidae,Anagyrus,diversicornis,33,-34.9964962,-84.0739101,54.7023545,94.7586273,3.87856488788,-13.1022758515,7.0323598,-10.7083586,1,1,4
Encyrtidae,Anagyrus,dozieri,2,10.2735633,-84.0739101,18.2017809,-66.5841245,14.2376721,-75.3290173,14.2376721,-75.3290173,0,0,0
Encyrtidae,Anagyrus,dzhanokmenae,1,19.4326009,-99.1333415,19.4326009,-99.1333415,19.4326009,-99.1333415,19.4326009,-99.1333415,0,0,0
Encyrtidae,Anagyrus,echion,1,22.2793278,114.1628131,22.2793278,114.1628131,22.2793278,114.1628131,22.2793278,114.1628131,0,0,0
Encyrtidae,Anagyrus,elgeri,2,-6.8699696,-75.0458514,2.893108,-73.7845142,-1.9884308,-74.4151828,-1.9884308,-74.4151828,1,1,3
Encyrtidae,Anagyrus,elizabethae,3,10.3529588,75.7223521,14.5203896,78.3665347,11.9275939333,76.866954,10.9094334,76.5119752,0,0,0
Encyrtidae,Anagyrus,elpis,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,emeljanovi,1,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,0,0,0
Encyrtidae,Anagyrus,ephyra,1,5.595237,117.0051734,5.595237,117.0051734,5.595237,117.0051734,5.595237,117.0051734,0,0,0
Encyrtidae,Anagyrus,eudora,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,euroto,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,fasciiscapus,1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0
Encyrtidae,Anagyrus,fatimae,1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,1,1,1
Encyrtidae,Anagyrus,ferus,1,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,1,1,3
Encyrtidae,Anagyrus,flaviceps,1,-18.6243748,-144.6434897,-18.6243748,-144.6434897,-18.6243748,-144.6434897,-18.6243748,-144.6434897,0,0,0
Encyrtidae,Anagyrus,flaviclavatus,1,41.5,85.5,41.5,85.5,41.5,85.5,41.5,85.5,0,0,0
Encyrtidae,Anagyrus,flavimesopleurum,1,-25.2303004,121.0187246,-25.2303004,121.0187246,-25.2303004,121.0187246,-25.2303004,121.0187246,0,0,0
Encyrtidae,Anagyrus,floris,1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,0,0,0
Encyrtidae,Anagyrus,foersteri,2,-31.8759834,144.4588889,-21.9182855,147.2869493,-26.89713445,145.8729191,-26.89713445,145.8729191,0,0,0
Encyrtidae,Anagyrus,fraternus,1,21.2160437,-157.9752029,21.2160437,-157.9752029,21.2160437,-157.9752029,21.2160437,-157.9752029,0,0,0
Encyrtidae,Anagyrus,frontolatus,1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,0,0,0
Encyrtidae,Anagyrus,fujianensis,1,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,0,0,0
Encyrtidae,Anagyrus,fujikona,1,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,1,1,3
Encyrtidae,Anagyrus,fusciventris,23,-41.500083,-157.9752029,47.2037987,172.8344077,13.5901789826,11.4524232696,22.2793278,-1.080027,1,2,23
Encyrtidae,Anagyrus,fuscus,1,34.0000001,113.9999999,34.0000001,113.9999999,34.0000001,113.9999999,34.0000001,113.9999999,1,1,1
Encyrtidae,Anagyrus,galinae,3,19.2000001,44.0287382,41.6809707,109.5999999,33.4191171667,71.0070663333,39.3763807,59.3924609,1,1,1
Encyrtidae,Anagyrus,gaudens,2,10.2735633,-84.0739101,10.8677845,-60.9821066,10.5706739,-72.52800835,10.5706739,-72.52800835,0,0,0
Encyrtidae,Anagyrus,gemma,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,gracilis,19,-18.9249603,42.3528328,34.0476564,93.2551303,20.2043021474,77.6278391,23.4559809,78.3665347,2,2,4
Encyrtidae,Anagyrus,gravis,1,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,0,0,0
Encyrtidae,Anagyrus,greeni,9,7.878,-70.3028025,42.6384261,93.2551303,21.5473051111,43.4891732764,23.4559809,75.7223521,2,3,6
Encyrtidae,Anagyrus,grenfelli,1,4.4137155,114.5653908,4.4137155,114.5653908,4.4137155,114.5653908,4.4137155,114.5653908,0,0,0
Encyrtidae,Anagyrus,hainanensis,1,19.2000001,109.5999999,19.2000001,109.5999999,19.2000001,109.5999999,19.2000001,109.5999999,0,0,0
Encyrtidae,Anagyrus,haloxyli,2,38.6281733,59.3924609,39.3763807,70.8156541,39.002277,65.1040575,39.002277,65.1040575,1,1,3
Encyrtidae,Anagyrus,hammadae,3,38.6281733,59.3924609,41.32373,70.8156541,39.7760946667,64.7203082667,39.3763807,63.9528098,1,2,3
Encyrtidae,Anagyrus,hansoni,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,haroldi,2,-28.8166235,24.991639,1.5333554,32.2166578,-13.64163405,28.6041484,-13.64163405,28.6041484,1,1,1
Encyrtidae,Anagyrus,hebes,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,henanensis,1,34.0000001,113.9999999,34.0000001,113.9999999,34.0000001,113.9999999,34.0000001,113.9999999,0,0,0
Encyrtidae,Anagyrus,hippocoon,1,-8.9999999,120.0,-8.9999999,120.0,-8.9999999,120.0,-8.9999999,120.0,0,0,0
Encyrtidae,Anagyrus,impar,2,10.3529588,75.7223521,14.5203896,76.5119752,12.4366742,76.11716365,12.4366742,76.11716365,0,0,0
Encyrtidae,Anagyrus,incongruens,1,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,0,0,0
Encyrtidae,Anagyrus,indicus,15,8.0300284,-1.080027,39.3763807,144.75755103,21.5380701467,72.051204342,22.9964948,76.5119752,1,1,4
Encyrtidae,Anagyrus,inermis,2,-1.97560385,90.2932426,24.4768783,120.295079345,11.250637225,105.294160972,11.250637225,105.294160972,0,0,0
Encyrtidae,Anagyrus,insolitus,4,2.893108,-84.8700307,12.3724928,-60.9821066,9.567355675,-70.331763975,11.50191095,-67.7374593,1,1,1
Encyrtidae,Anagyrus,ishaqi,1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,0,0,0
Encyrtidae,Anagyrus,jacksoni,1,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,0,0,0
Encyrtidae,Anagyrus,jenniferae,6,-6.3472901,75.7223521,25.0,109.5999999,12.9372084167,95.2410113667,14.70879085,101.416365,0,0,0
Encyrtidae,Anagyrus,jowaianus,1,25.5379432,91.2999102,25.5379432,91.2999102,25.5379432,91.2999102,25.5379432,91.2999102,0,0,0
Encyrtidae,Anagyrus,juani,1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0
Encyrtidae,Anagyrus,jucundus,1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,0,0,0
Encyrtidae,Anagyrus,juno,1,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,0,0,0
Encyrtidae,Anagyrus,kamali,30,-6.3472901,-157.9752029,47.2037987,113.1982688,19.6829635583,13.7918105274,17.99548395,44.9443812,1,2,16
Encyrtidae,Anagyrus,kilinceri,1,38.9597594,34.9249653,38.9597594,34.9249653,38.9597594,34.9249653,38.9597594,34.9249653,1,1,1
Encyrtidae,Anagyrus,kivuensis,10,-28.8166235,-118.7559973,36.7014631,77.2219388,9.79013002,9.18284852,8.00988275,24.4069513,1,3,11
Encyrtidae,Anagyrus,kurilensis,1,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,0,0,0
Encyrtidae,Anagyrus,laeviceps,1,21.2160437,-157.9752029,21.2160437,-157.9752029,21.2160437,-157.9752029,21.2160437,-157.9752029,1,1,1
