"family","genus","species","nbr_country","lat_min","lon_min","lat_max","lon_max","lat_mean","lon_mean","lat_median","lon_median","host_order","host_fam","host_spp","mode","eco"
"Eulophidae","Tetrastichus","longiscutum",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","longispinis",1,51.6312684,136.121524,51.6312684,136.121524,51.6312684,136.121524,51.6312684,136.121524,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","longistigma",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","longithorax",1,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","lopezi",1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,2,3,5,"sex","par"
"Eulophidae","Tetrastichus","lugubris",1,-18.5264843,-44.1588653,-18.5264843,-44.1588653,-18.5264843,-44.1588653,-18.5264843,-44.1588653,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","luridiceps",1,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","luteorubidus",1,5.5600565,150.1982846,5.5600565,150.1982846,5.5600565,150.1982846,5.5600565,150.1982846,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","lyridice",6,42.6384261,-0.540240236617,59.6749712,15.4749544,51.3744975667,9.68132064083,51.66070435,11.54887195,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","macrops",2,52.2379891,-0.540240236617,52.7954791,5.53460738162,52.5167341,2.4971835725,52.5167341,2.4971835725,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","maculifer",1,15.9500319,37.9999668,15.9500319,37.9999668,15.9500319,37.9999668,15.9500319,37.9999668,2,2,2,"sex","par"
"Eulophidae","Tetrastichus","madagascariensis",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","magnicorpus",1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","magnus",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","maidaqensis",1,24.0002488,53.9994829,24.0002488,53.9994829,24.0002488,53.9994829,24.0002488,53.9994829,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","mangifera",2,27.1303344,79.089691,30.0417376,80.859666,28.586036,79.9746785,28.586036,79.9746785,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","manilensis",1,12.7503486,122.7312101,12.7503486,122.7312101,12.7503486,122.7312101,12.7503486,122.7312101,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","manjumalaicus",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","maritimus",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","mascalicornis",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","mediocris",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","melasomae",3,38.9597594,14.5208584,59.6749712,34.9249653,49.4838103,21.6402593667,49.8167003,15.4749544,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","meridionalis",4,2.0000003,-14.4529611,14.4750607,49.083416,8.2081188,11.265627225,8.1787071,5.216027,2,5,8,"sex","par"
"Eulophidae","Tetrastichus","metallicus",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","micans",1,12.1360374,-61.6904044,12.1360374,-61.6904044,12.1360374,-61.6904044,12.1360374,-61.6904044,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","mimus",1,22.1981595,113.5434786,22.1981595,113.5434786,22.1981595,113.5434786,22.1981595,113.5434786,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","minasensis",1,-18.5264843,-44.1588653,-18.5264843,-44.1588653,-18.5264843,-44.1588653,-18.5264843,-44.1588653,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","mindicus",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","minimus",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","mirus",1,47.1878186,47.608851,47.1878186,47.608851,47.1878186,47.608851,47.1878186,47.608851,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","miser",14,22.3511148,-4.0031039,63.2467777,78.6677428,48.5707337714,16.7766446961,49.65194855,12.937128,4,5,23,"sex","par"
"Eulophidae","Tetrastichus","mittagongensis",2,-42.0350669,146.6366887,-31.8759834,147.2869493,-36.95552515,146.961819,-36.95552515,146.961819,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","mohani",2,27.1303344,79.089691,30.0417376,80.859666,28.586036,79.9746785,28.586036,79.9746785,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","moldovicus",1,47.286747,28.5110236,47.286747,28.5110236,47.286747,28.5110236,47.286747,28.5110236,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","momardicae",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","monstrabilis",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","monsus",1,51.6312684,136.121524,51.6312684,136.121524,51.6312684,136.121524,51.6312684,136.121524,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","muhavurae",2,-2.9814343,23.8222636,-1.964663,30.0644358,-2.47304865,26.9433497,-2.47304865,26.9433497,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","mukatus",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","murakamii",2,34.0000001,113.9999999,36.5748441,139.2394179,35.2874221,126.6197089,35.2874221,126.6197089,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","murcia",10,42.6384261,-0.540240236617,59.6749712,40.1520421,48.26977133,13.9129300063,46.7009582,13.5975777,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","muricolaris",1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","narendrani",1,19.4326009,-99.1333415,19.4326009,-99.1333415,19.4326009,-99.1333415,19.4326009,-99.1333415,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nartshukae",1,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","neocupressi",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","neothoracicus",1,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","niger",5,7.878,75.7223521,64.6863136,97.7453061,24.91359928,82.3086247975,14.5203896,80.7038245875,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","nigricitrinus",2,47.1878186,47.2324921,54.1463177,47.608851,50.66706815,47.42067155,50.66706815,47.42067155,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nigricornis",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nigricoxa",1,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nigricoxae",2,33.0000001,109,36,119.9999999,34.50000005,114.49999995,34.50000005,114.49999995,1,3,3,"sex","par"
"Eulophidae","Tetrastichus","nigrinervis",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nigriocellus",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nigriscapus",1,12.1360374,-61.6904044,12.1360374,-61.6904044,12.1360374,-61.6904044,12.1360374,-61.6904044,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nikolskajae",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","nilamburensis",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","novoselische",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","obliqua",1,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","oeceticola",1,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,-34.9964962,-64.9672816,1,1,2,"sex","par"
"Eulophidae","Tetrastichus","ooctonus",1,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,51.0834196,10.4234469,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","ootyensis",1,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","ophiusae",1,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,1,1,3,"sex","par"
"Eulophidae","Tetrastichus","ordanus",1,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","orgyae",2,2.0000003,-14.4529611,14.4750607,15.9999997,8.2375305,0.7735193,8.2375305,0.7735193,1,1,2,"sex","par"
"Eulophidae","Tetrastichus","orientalis",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","orissaensis",3,20.5431241,12.674297,47.1817585,84.6897321,36.7877695667,38.9567076,42.6384261,19.5060937,2,2,3,"sex","par"
"Eulophidae","Tetrastichus","orthagae",1,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","oryzae",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","ovicida",1,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","ovipransus",2,35.2048883,-92.4479107,37.1232245,-78.492772,36.1640564,-85.47034135,36.1640564,-85.47034135,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","ovivorus",1,1.5333554,32.2166578,1.5333554,32.2166578,1.5333554,32.2166578,1.5333554,32.2166578,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","oxyurus",2,2.0000003,7.9999721,9.6000359,15.9999997,5.8000181,11.9999859,5.8000181,11.9999859,1,1,2,"sex","par"
"Eulophidae","Tetrastichus","pachycerus",2,46.603354,-0.540240236617,52.7954791,1.8883335,49.69941655,0.674046631691,49.69941655,0.674046631691,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pachylophusae",1,4.6125522,13.1535811,4.6125522,13.1535811,4.6125522,13.1535811,4.6125522,13.1535811,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","palauensis",1,5.5600565,150.1982846,5.5600565,150.1982846,5.5600565,150.1982846,5.5600565,150.1982846,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","palgravei",1,-6.3472901,106.779011,-6.3472901,106.779011,-6.3472901,106.779011,-6.3472901,106.779011,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pallidiventris",1,49.6048339,44.2903582,49.6048339,44.2903582,49.6048339,44.2903582,49.6048339,44.2903582,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pallipes",1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","paluster",2,54.1463177,30.3153628,59.9393657,47.2324921,57.0428417,38.77392745,57.0428417,38.77392745,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pantnagarensis",3,10.9094334,78.3665347,30.0417376,80.859666,22.6938351333,79.4386305667,27.1303344,79.089691,2,3,4,"sex","par"
"Eulophidae","Tetrastichus","paracholus",7,35.6729639,-94.6113287,50.0000002,-74.4041621,41.7410625857,-82.7532376714,40.0757384,-79.0392918,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","paratemplae",1,27.9995878,112.009538,27.9995878,112.009538,27.9995878,112.009538,27.9995878,112.009538,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","partellus",2,10.3529588,76.5119752,27.1303344,80.859666,18.7416466,78.6858206,18.7416466,78.6858206,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","patannas",1,7.878,80.7038245875,7.878,80.7038245875,7.878,80.7038245875,7.878,80.7038245875,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pauliani",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","paulisiensis",1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","paululus",3,46.603354,-3.7389299,52.7954791,1.8883335,50.5638815667,-0.796945545539,52.2928116,-0.540240236617,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pavinantoae",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pehlivani",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","peischula",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pellucidinervis",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","perineti",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","periplanetae",4,-19.3022329,-77.3947692,18.2017809,34.9144977,6.2716174,-43.793831925,13.0934608,-66.3475281,1,1,2,"sex","par"
"Eulophidae","Tetrastichus","perkinsorum",1,59.6749712,14.5208584,59.6749712,14.5208584,59.6749712,14.5208584,59.6749712,14.5208584,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","philippiae",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","philippinensis",1,12.7503486,122.7312101,12.7503486,122.7312101,12.7503486,122.7312101,12.7503486,122.7312101,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","piceae",1,39.054054,99.091892,39.054054,99.091892,39.054054,99.091892,39.054054,99.091892,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","pilemostomae",2,52.7954791,-0.540240236617,59.6749712,14.5208584,56.23522515,6.99030908169,56.23522515,6.99030908169,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","planipectus",1,59.9393657,30.3153628,59.9393657,30.3153628,59.9393657,30.3153628,59.9393657,30.3153628,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","planipennisi",3,40.9975197,122.9955469,48.0000047,127.999992,43.9990092,125.6590481,42.9995032,125.9816054,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","planiscutellum",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","platensis",2,-34.9964962,-64.9672816,-23.3165934,-58.1693444,-29.1565448,-61.568313,-29.1565448,-61.568313,3,3,4,"sex","par"
"Eulophidae","Tetrastichus","plausibilis",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","poincarei",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","polygonae",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","polynemae",3,38.6920451,-89.4339808,40.7305991,-73.9865811,39.8340920333,-79.6072977667,40.0796319,-75.4013314,2,2,4,"sex","par"
"Eulophidae","Tetrastichus","polyporinus",2,46.603354,1.8883335,51.0834196,10.4234469,48.8433868,6.1558902,48.8433868,6.1558902,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pompilicola",2,49.1244794,-71.9999999,54,-55.9711635806,51.5622397,-63.9855817403,51.5622397,-63.9855817403,1,1,2,"sex","par"
"Eulophidae","Tetrastichus","porteri",1,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","primoricus",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","productus",8,38.27312,-98.5821871,64.6863136,97.7453061,46.041359475,-60.07021355,43.1075078,-78.54615075,2,2,3,"sex","par"
"Eulophidae","Tetrastichus","prospaltae",1,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pseudoeceticola",3,-34.9964962,-64.9672816,-29.8517999,-53.7672249,-32.5746169333,-58.2515529667,-32.8755547,-56.0201524,2,4,11,"sex","par"
"Eulophidae","Tetrastichus","pulvinariae",2,2.0000003,-14.4529611,14.4750607,15.9999997,8.2375305,0.7735193,8.2375305,0.7735193,1,2,3,"sex","par"
"Eulophidae","Tetrastichus","punctatifacies",2,-21.9182855,-72.7342162,41.6500201,144.4588889,9.8658673,35.86233635,9.8658673,35.86233635,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","punctifrons",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","punctipronotum",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","punctivertex",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","punjabensis",2,30.3308401,71.247499,30.9293211,75.5004841,30.6300806,73.37399155,30.6300806,73.37399155,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pupivorus",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","pyrrhalti",2,39.3763807,59.3924609,47.2286086,65.2093197,43.30249465,62.3008903,43.30249465,62.3008903,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","quadriseta",1,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","ramakrishnae",1,28.3641989,94.7586273,28.3641989,94.7586273,28.3641989,94.7586273,28.3641989,94.7586273,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","ramamurthyi",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","raphnusae",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","rasnitsyni",1,54.5335781,87.342861,54.5335781,87.342861,54.5335781,87.342861,54.5335781,87.342861,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","rebezae",1,49.6048339,44.2903582,49.6048339,44.2903582,49.6048339,44.2903582,49.6048339,44.2903582,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","regionibus",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","rhinocori",1,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","rivalis",1,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,-31.7613364,-71.3187696,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","rjazanovka",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","rotundus",1,-6.5247122,35.7878438,-6.5247122,35.7878438,-6.5247122,35.7878438,-6.5247122,35.7878438,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","ruandensis",3,-3.3634356,23.8222636,-1.964663,30.0644358,-2.7698443,27.9245856333,-2.9814343,29.8870575,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","rufiventris",1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","rugosus",1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","ruskini",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","rwankwiensis",1,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","sahalinicus",1,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","santhoshi",2,10.3529588,75.7223521,14.5203896,76.5119752,12.4366742,76.11716365,12.4366742,76.11716365,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","sapari",1,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,1,2,2,"sex","par"
"Eulophidae","Tetrastichus","saundersii",3,40.0757384,-86,50.0000002,-72.7342162,43.9085862333,-77.7127927667,41.6500201,-74.4041621,1,1,2,"sex","par"
"Eulophidae","Tetrastichus","sceliphroni",2,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,-2.9814343,23.8222636,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","schoenobii",18,-33.5991294,71.9329241,31,150.8346571,11.5650383528,97.5625421549,13.90539615,95.5629863,1,2,18,"sex","par"
"Eulophidae","Tetrastichus","schuvachinae",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","scolyti",3,37.1232245,-80.8408414,40.0757384,-74.4041621,38.5582678333,-77.9125918333,38.4758406,-78.492772,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","scriptus",3,33.6874388,-82.6881394,40.2253569,-74.4041621,37.9961780333,-79.1762252333,40.0757384,-80.4363742,2,2,3,"sex","par"
"Eulophidae","Tetrastichus","sculpturatus",1,1.5333554,32.2166578,1.5333554,32.2166578,1.5333554,32.2166578,1.5333554,32.2166578,2,3,3,"sex","par"
"Eulophidae","Tetrastichus","sedanka",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","semideae",2,41.6500201,-72.7342162,43.4849133,-71.6553991,42.5674667,-72.19480765,42.5674667,-72.19480765,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","semidesertus",1,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,47.2286086,65.2093197,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","seorsus",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","septentrionalis",5,36.0000001,116,40.9975197,126.7893535,38.53502232,120.39659576,39.0000001,118.9999999,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","serenus",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","setifer",10,41.7962409,-72.0323659,59.6749712,25.4856617,46.97884801,-4.03814130366,44.8159549,11.54887195,1,1,2,"sex","par"
"Eulophidae","Tetrastichus","seychellensis",1,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","seyrigi",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","shandongensis",1,36.0000001,118.9999999,36.0000001,118.9999999,36.0000001,118.9999999,36.0000001,118.9999999,1,1,1,"sex","par"
"Eulophidae","Tetrastichus","shaxianensis",1,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","shonicus",2,10.3529588,75.7223521,14.5203896,76.5119752,12.4366742,76.11716365,12.4366742,76.11716365,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","silvestrinus",1,51.6312684,136.121524,51.6312684,136.121524,51.6312684,136.121524,51.6312684,136.121524,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","simplex",1,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,45.0819456,134.726645,0,0,0,"sex","par"
"Eulophidae","Tetrastichus","sinope",18,-41.500083,-124.9999999,59.6749712,172.8344077,41.8312644,-0.263465025278,47.23425275,7.97902714081,4,6,12,"sex","par"
"Eulophidae","Tetrastichus","sinui",1,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,0,0,0,"sex","par"
